Date,Min temperature (°C),Max temperature (°C),Total Rainfall (mm),Time of maximum gust,Direction of wind,max wind speed (km/h),max gust speed(km/h),max pressure (hPa),Max Humidity (%),Min Humidity (%),source_file,day,month,year,month_name,weekday,rain_day,temperature_range,humidity_range,gust_to_wind_ratio,wet_and_humid_day
2016-12-16,17.3,25.0,0.0,15:00,NNW,22.0,32.0,1007.8,89.0,45.0,2015-2016 Historical,16,12,2016,December,Friday,0,7.699999999999999,44.0,1.4545454545454546,0
2016-12-17,12.5,20.1,0.0,14:50,SSW,30.0,41.0,1019.5,55.0,28.0,2015-2016 Historical,17,12,2016,December,Saturday,0,7.600000000000001,27.0,1.3666666666666667,0
2016-12-18,12.3,17.4,0.0,15:40,SSW,28.0,35.0,1023.4,63.0,39.0,2015-2016 Historical,18,12,2016,December,Sunday,0,5.099999999999998,24.0,1.25,0
2016-12-19,23.3,30.0,0.0,15:40,N,32.0,54.0,1010.7,31.0,17.0,2015-2016 Historical,19,12,2016,December,Monday,0,6.699999999999999,14.0,1.6875,0
2016-12-20,16.3,21.4,0.2,0:00,SW,15.0,26.0,1013.2,69.0,40.0,2015-2016 Historical,20,12,2016,December,Tuesday,1,5.099999999999998,29.0,1.7333333333333334,0
2016-12-21,15.3,18.9,0.0,14:30,S,24.0,43.0,1021.3,70.0,51.0,2015-2016 Historical,21,12,2016,December,Wednesday,0,3.599999999999998,19.0,1.7916666666666667,0
2016-12-22,15.1,19.8,0.0,17:30,SSW,22.0,37.0,1019.2,83.0,61.0,2015-2016 Historical,22,12,2016,December,Thursday,0,4.700000000000001,22.0,1.6818181818181819,0
2016-12-23,19.2,26.1,0.0,17:30,SSW,17.0,26.0,1012.2,84.0,51.0,2015-2016 Historical,23,12,2016,December,Friday,0,6.900000000000002,33.0,1.5294117647058822,0
2016-12-24,18.4,34.5,0.2,15:30,NNW,30.0,41.0,1013.6,95.0,20.0,2015-2016 Historical,24,12,2016,December,Saturday,1,16.1,75.0,1.3666666666666667,1
2016-12-25,28.4,36.2,0.0,15:30,NNW,22.0,37.0,1010.7,34.0,22.0,2015-2016 Historical,25,12,2016,December,Sunday,0,7.800000000000004,12.0,1.6818181818181819,0
2016-12-26,18.3,19.9,1.6,15:30,S,11.0,20.0,1013.3,98.0,83.0,2015-2016 Historical,26,12,2016,December,Monday,1,1.5999999999999979,15.0,1.8181818181818181,1
2016-12-27,23.7,27.2,0.8,22:00,ESE,17.0,20.0,1010.6,89.0,61.0,2015-2016 Historical,27,12,2016,December,Tuesday,1,3.5,28.0,1.1764705882352942,1
2016-12-28,28.8,37.8,0.0,17:00,NNW,39.0,63.0,1003.5,55.0,28.0,2015-2016 Historical,28,12,2016,December,Wednesday,0,8.999999999999996,27.0,1.6153846153846154,0
2016-12-29,21.0,26.7,20.4,16:00,SSW,15.0,32.0,1003.1,100.0,78.0,2015-2016 Historical,29,12,2016,December,Thursday,1,5.699999999999999,22.0,2.1333333333333333,1
2016-12-30,19.0,27.5,0.0,16:00,SSW,19.0,30.0,1005.9,76.0,40.0,2015-2016 Historical,30,12,2016,December,Friday,0,8.5,36.0,1.5789473684210527,0
2016-12-31,17.6,23.7,0.0,19:30,SSW,17.0,28.0,1007.3,82.0,52.0,2015-2016 Historical,31,12,2016,December,Saturday,0,6.099999999999998,30.0,1.6470588235294117,0
2017-01-01,16.6,17.9,0.4,23:00,SSW,20.0,32.0,1013.9,87.0,77.0,2015-2016 Historical,1,1,2017,January,Sunday,1,1.2999999999999972,10.0,1.6,1
2017-01-02,16.0,16.6,0.4,20:30,S,19.0,24.0,1021.3,69.0,66.0,2015-2016 Historical,2,1,2017,January,Monday,1,0.6000000000000014,3.0,1.263157894736842,0
2017-01-03,16.0,18.1,0.0,20:30,SSW,20.0,28.0,1020.9,85.0,70.0,2015-2016 Historical,3,1,2017,January,Tuesday,0,2.1000000000000014,15.0,1.4,0
2017-01-04,21.9,25.6,0.0,19:30,SW,9.0,15.0,1015.1,83.0,66.0,2015-2016 Historical,4,1,2017,January,Wednesday,0,3.700000000000003,17.0,1.6666666666666667,0
2017-01-05,20.4,28.1,0.0,22:30,SW,11.0,20.0,1016.0,85.0,42.0,2015-2016 Historical,5,1,2017,January,Thursday,0,7.700000000000003,43.0,1.8181818181818181,0
2017-01-06,25.4,33.7,0.0,19:30,SE,13.0,20.0,1014.0,62.0,29.0,2015-2016 Historical,6,1,2017,January,Friday,0,8.300000000000004,33.0,1.5384615384615385,0
2017-01-07,29.4,35.0,0.0,20:10,NNW,20.0,24.0,1006.9,36.0,24.0,2015-2016 Historical,7,1,2017,January,Saturday,0,5.600000000000001,12.0,1.2,0
2017-01-08,18.9,21.5,0.0,19:30,SSW,15.0,26.0,1012.7,74.0,66.0,2015-2016 Historical,8,1,2017,January,Sunday,0,2.6000000000000014,8.0,1.7333333333333334,0
2017-01-09,17.7,23.5,0.0,22:30,SSE,13.0,22.0,1013.4,79.0,59.0,2015-2016 Historical,9,1,2017,January,Monday,0,5.800000000000001,20.0,1.6923076923076923,0
2017-01-10,18.7,21.4,0.0,20:30,SSW,17.0,30.0,1011.6,79.0,73.0,2015-2016 Historical,10,1,2017,January,Tuesday,0,2.6999999999999993,6.0,1.7647058823529411,0
2017-01-11,18.1,20.0,0.0,19:30,S,17.0,30.0,1014.5,70.0,63.0,2015-2016 Historical,11,1,2017,January,Wednesday,0,1.8999999999999986,7.0,1.7647058823529411,0
2017-01-12,19.6,26.4,0.0,20:30,ESE,15.0,20.0,1007.5,74.0,44.0,2015-2016 Historical,12,1,2017,January,Thursday,0,6.799999999999997,30.0,1.3333333333333333,0
2017-01-13,18.0,22.4,2.6,19:50,SSW,20.0,33.0,1005.2,68.0,51.0,2015-2016 Historical,13,1,2017,January,Friday,1,4.399999999999999,17.0,1.65,0
2017-01-14,16.4,20.0,0.0,22:30,SSW,17.0,30.0,1017.2,67.0,51.0,2015-2016 Historical,14,1,2017,January,Saturday,0,3.6000000000000014,16.0,1.7647058823529411,0
2017-01-15,15.6,19.4,0.0,20:30,SSW,17.0,22.0,1018.5,72.0,62.0,2015-2016 Historical,15,1,2017,January,Sunday,0,3.799999999999999,10.0,1.2941176470588236,0
2017-01-16,22.5,28.7,0.0,16:00,SSW,15.0,30.0,1010.7,68.0,37.0,2015-2016 Historical,16,1,2017,January,Monday,0,6.199999999999999,31.0,2.0,0
2017-01-17,20.8,25.9,0.0,22:00,SSW,17.0,33.0,1011.5,70.0,51.0,2015-2016 Historical,17,1,2017,January,Tuesday,0,5.099999999999998,19.0,1.9411764705882353,0
2017-01-18,14.8,18.4,0.0,21:00,SSE,20.0,30.0,1018.2,62.0,47.0,2015-2016 Historical,18,1,2017,January,Wednesday,0,3.599999999999998,15.0,1.5,0
2017-01-19,19.4,21.6,0.0,20:00,S,13.0,19.0,1005.6,77.0,59.0,2015-2016 Historical,19,1,2017,January,Thursday,0,2.200000000000003,18.0,1.4615384615384615,0
2017-01-20,16.3,17.3,0.6,20:30,S,28.0,41.0,1010.5,70.0,62.0,2015-2016 Historical,20,1,2017,January,Friday,1,1.0,8.0,1.4642857142857142,0
2017-01-21,16.6,20.1,0.0,20:30,S,17.0,20.0,1017.5,72.0,61.0,2015-2016 Historical,21,1,2017,January,Saturday,0,3.5,11.0,1.1764705882352942,0
2017-01-22,21.8,28.8,0.0,20:00,SSE,17.0,22.0,1011.3,80.0,39.0,2015-2016 Historical,22,1,2017,January,Sunday,0,7.0,41.0,1.2941176470588236,0
2017-01-23,21.7,25.3,0.4,20:00,SSW,19.0,33.0,1006.8,82.0,58.0,2015-2016 Historical,23,1,2017,January,Monday,1,3.6000000000000014,24.0,1.736842105263158,1
2017-01-24,16.1,19.0,0.0,20:00,S,15.0,33.0,1022.2,63.0,53.0,2015-2016 Historical,24,1,2017,January,Tuesday,0,2.8999999999999986,10.0,2.2,0
2017-01-25,17.3,19.3,0.0,20:00,S,17.0,30.0,1020.5,67.0,57.0,2015-2016 Historical,25,1,2017,January,Wednesday,0,2.0,10.0,1.7647058823529411,0
2017-01-26,17.7,19.9,0.0,21:30,S,13.0,24.0,1020.3,75.0,64.0,2015-2016 Historical,26,1,2017,January,Thursday,0,2.1999999999999993,11.0,1.8461538461538463,0
2017-01-27,18.3,23.3,0.0,20:00,S,11.0,17.0,1014.3,77.0,53.0,2015-2016 Historical,27,1,2017,January,Friday,0,5.0,24.0,1.5454545454545454,0
2017-01-28,17.8,21.2,0.0,20:00,S,17.0,22.0,1018.5,76.0,66.0,2015-2016 Historical,28,1,2017,January,Saturday,0,3.3999999999999986,10.0,1.2941176470588236,0
2017-01-29,19.3,23.2,0.0,19:30,SSW,19.0,30.0,1013.5,91.0,67.0,2015-2016 Historical,29,1,2017,January,Sunday,0,3.8999999999999986,24.0,1.5789473684210527,0
2017-01-30,18.4,21.6,2.6,20:00,S,15.0,20.0,1011.1,97.0,85.0,2015-2016 Historical,30,1,2017,January,Monday,1,3.200000000000003,12.0,1.3333333333333333,1
2017-01-31,17.4,19.5,0.0,20:30,S,17.0,30.0,1018.4,61.0,57.0,2015-2016 Historical,31,1,2017,January,Tuesday,0,2.1000000000000014,4.0,1.7647058823529411,0
2017-02-01,14.5,20.0,0.0,20:30,SSW,9.0,17.0,1015.3,83.0,48.0,2015-2016 Historical,1,2,2017,February,Wednesday,0,5.5,35.0,1.8888888888888888,0
2017-02-02,17.2,20.1,0.0,19:30,S,17.0,28.0,1017.3,76.0,63.0,2015-2016 Historical,2,2,2017,February,Thursday,0,2.900000000000002,13.0,1.6470588235294117,0
2017-02-03,18.1,23.4,0.0,20:00,SSW,13.0,24.0,1014.5,78.0,59.0,2015-2016 Historical,3,2,2017,February,Friday,0,5.299999999999997,19.0,1.8461538461538463,0
2017-02-04,21.5,23.9,0.0,21:00,SSW,13.0,26.0,1009.4,78.0,62.0,2015-2016 Historical,4,2,2017,February,Saturday,0,2.3999999999999986,16.0,2.0,0
2017-02-05,19.4,20.1,27.2,20:07,SSW,17.0,39.0,1010.6,100.0,100.0,2015-2016 Historical,5,2,2017,February,Sunday,1,0.7000000000000028,0.0,2.2941176470588234,1
2017-02-06,16.1,16.7,0.0,22:30,SSE,15.0,22.0,1022.0,61.0,56.0,2015-2016 Historical,6,2,2017,February,Monday,0,0.5999999999999979,5.0,1.4666666666666666,0
2017-02-07,18.4,24.3,0.0,21:30,ESE,15.0,26.0,1019.8,78.0,56.0,2015-2016 Historical,7,2,2017,February,Tuesday,0,5.900000000000002,22.0,1.7333333333333334,0
2017-02-08,28.9,35.5,0.0,19:30,N,15.0,22.0,1012.4,42.0,28.0,2015-2016 Historical,8,2,2017,February,Wednesday,0,6.600000000000001,14.0,1.4666666666666666,0
2017-02-09,20.2,22.9,0.0,22:30,SSW,15.0,20.0,1013.3,84.0,72.0,2015-2016 Historical,9,2,2017,February,Thursday,0,2.6999999999999993,12.0,1.3333333333333333,0
2017-02-10,20.5,23.5,0.0,20:30,SSW,13.0,24.0,1010.5,81.0,73.0,2015-2016 Historical,10,2,2017,February,Friday,0,3.0,8.0,1.8461538461538463,0
2017-02-11,18.8,20.5,0.0,22:30,S,17.0,26.0,1009.4,76.0,60.0,2015-2016 Historical,11,2,2017,February,Saturday,0,1.6999999999999993,16.0,1.5294117647058822,0
2017-02-12,14.7,17.6,0.0,22:00,WSW,13.0,32.0,1013.1,62.0,47.0,2015-2016 Historical,12,2,2017,February,Sunday,0,2.900000000000002,15.0,2.4615384615384617,0
2017-02-13,16.2,18.2,0.0,22:40,S,24.0,30.0,1018.1,79.0,71.0,2015-2016 Historical,13,2,2017,February,Monday,0,2.0,8.0,1.25,0
2017-02-14,13.8,18.6,0.0,19:30,SSW,11.0,24.0,1018.8,73.0,57.0,2015-2016 Historical,14,2,2017,February,Tuesday,0,4.800000000000001,16.0,2.1818181818181817,0
2017-02-15,19.5,30.6,0.0,20:17,S,20.0,41.0,1011.2,82.0,22.0,2015-2016 Historical,15,2,2017,February,Wednesday,0,11.100000000000001,60.0,2.05,0
2017-02-16,16.8,20.7,0.0,20:30,SSE,13.0,20.0,1011.9,67.0,62.0,2015-2016 Historical,16,2,2017,February,Thursday,0,3.8999999999999986,5.0,1.5384615384615385,0
2017-02-17,17.3,23.8,0.0,20:40,S,22.0,33.0,1011.7,79.0,40.0,2015-2016 Historical,17,2,2017,February,Friday,0,6.5,39.0,1.5,0
2017-02-18,14.4,16.4,0.0,20:30,S,13.0,24.0,1013.2,63.0,47.0,2015-2016 Historical,18,2,2017,February,Saturday,0,1.9999999999999982,16.0,1.8461538461538463,0
2017-02-19,12.1,13.7,2.6,23:00,WNW,17.0,26.0,1011.7,75.0,63.0,2015-2016 Historical,19,2,2017,February,Sunday,1,1.5999999999999996,12.0,1.5294117647058822,0
2017-02-20,15.0,17.9,0.2,21:00,S,15.0,30.0,1019.7,67.0,58.0,2015-2016 Historical,20,2,2017,February,Monday,1,2.8999999999999986,9.0,2.0,0
2017-02-21,15.1,23.0,0.0,19:30,SE,15.0,24.0,1019.2,83.0,43.0,2015-2016 Historical,21,2,2017,February,Tuesday,0,7.9,40.0,1.6,0
2017-02-22,19.8,33.0,0.0,19:00,N,19.0,32.0,1012.3,70.0,16.0,2015-2016 Historical,22,2,2017,February,Wednesday,0,13.2,54.0,1.6842105263157894,0
2017-02-23,18.1,20.6,0.0,19:30,S,20.0,30.0,1023.5,79.0,68.0,2015-2016 Historical,23,2,2017,February,Thursday,0,2.5,11.0,1.5,0
2017-02-24,16.3,17.7,0.0,21:00,SSE,15.0,26.0,1026.6,69.0,54.0,2015-2016 Historical,24,2,2017,February,Friday,0,1.3999999999999986,15.0,1.7333333333333334,0
2017-02-25,17.1,18.6,0.0,19:30,S,15.0,28.0,1022.5,82.0,59.0,2015-2016 Historical,25,2,2017,February,Saturday,0,1.5,23.0,1.8666666666666667,0
2017-02-26,19.3,27.3,0.0,19:40,SE,22.0,30.0,1021.1,71.0,40.0,2015-2016 Historical,26,2,2017,February,Sunday,0,8.0,31.0,1.3636363636363635,0
2017-02-27,21.6,30.8,0.0,19:30,SSE,17.0,26.0,1021.5,71.0,28.0,2015-2016 Historical,27,2,2017,February,Monday,0,9.2,43.0,1.5294117647058822,0
2017-02-28,21.2,31.2,0.0,20:00,SSE,13.0,24.0,1021.7,60.0,27.0,2015-2016 Historical,28,2,2017,February,Tuesday,0,10.0,33.0,1.8461538461538463,0
2017-03-01,17.9,24.3,0.0,21:00,SE,11.0,20.0,1020.6,85.0,34.0,2015-2016 Historical,1,3,2017,March,Wednesday,0,6.400000000000002,51.0,1.8181818181818181,0
2017-03-02,20.3,21.7,0.0,21:00,SSW,19.0,30.0,1022.6,96.0,84.0,2015-2016 Historical,2,3,2017,March,Thursday,0,1.3999999999999986,12.0,1.5789473684210527,0
2017-03-03,20.4,26.0,0.0,20:00,SE,22.0,41.0,1019.9,71.0,51.0,2015-2016 Historical,3,3,2017,March,Friday,0,5.600000000000001,20.0,1.8636363636363635,0
2017-03-04,20.4,23.9,0.0,20:20,SW,13.0,17.0,1015.2,89.0,71.0,2015-2016 Historical,4,3,2017,March,Saturday,0,3.5,18.0,1.3076923076923077,0
2017-03-05,18.8,21.2,0.0,21:00,S,15.0,26.0,1017.4,79.0,69.0,2015-2016 Historical,5,3,2017,March,Sunday,0,2.3999999999999986,10.0,1.7333333333333334,0
2017-03-06,18.5,24.9,0.0,20:00,SE,24.0,37.0,1019.0,68.0,38.0,2015-2016 Historical,6,3,2017,March,Monday,0,6.399999999999999,30.0,1.5416666666666667,0
2017-03-07,17.4,23.9,0.0,20:30,ESE,19.0,30.0,1018.5,68.0,47.0,2015-2016 Historical,7,3,2017,March,Tuesday,0,6.5,21.0,1.5789473684210527,0
2017-03-08,18.3,26.9,0.0,20:30,SE,13.0,22.0,1016.9,70.0,34.0,2015-2016 Historical,8,3,2017,March,Wednesday,0,8.599999999999998,36.0,1.6923076923076923,0
2017-03-09,20.7,29.3,0.0,19:20,ESE,20.0,26.0,1016.1,62.0,26.0,2015-2016 Historical,9,3,2017,March,Thursday,0,8.600000000000001,36.0,1.3,0
2017-03-10,19.4,20.4,0.0,21:00,SSW,11.0,19.0,1016.6,88.0,80.0,2015-2016 Historical,10,3,2017,March,Friday,0,1.0,8.0,1.7272727272727273,0
2017-03-11,19.9,20.7,0.0,22:30,W,7.0,15.0,1010.7,87.0,80.0,2015-2016 Historical,11,3,2017,March,Saturday,0,0.8000000000000007,7.0,2.142857142857143,0
2017-03-12,20.0,23.2,0.2,21:10,SSW,11.0,13.0,1009.4,83.0,58.0,2015-2016 Historical,12,3,2017,March,Sunday,1,3.1999999999999993,25.0,1.1818181818181819,1
2017-03-13,20.2,21.4,0.0,21:00,SSW,13.0,24.0,1018.0,91.0,84.0,2015-2016 Historical,13,3,2017,March,Monday,0,1.1999999999999993,7.0,1.8461538461538463,0
2017-03-14,22.0,29.1,0.0,20:10,SE,13.0,22.0,1017.5,74.0,36.0,2015-2016 Historical,14,3,2017,March,Tuesday,0,7.100000000000001,38.0,1.6923076923076923,0
2017-03-15,26.2,31.5,0.0,20:00,N,15.0,24.0,1010.4,46.0,32.0,2015-2016 Historical,15,3,2017,March,Wednesday,0,5.300000000000001,14.0,1.6,0
2017-03-16,17.9,19.5,0.0,22:00,S,24.0,37.0,1020.5,69.0,61.0,2015-2016 Historical,16,3,2017,March,Thursday,0,1.6000000000000014,8.0,1.5416666666666667,0
2017-03-17,17.4,20.0,0.0,22:30,ESE,9.0,15.0,1025.6,71.0,50.0,2015-2016 Historical,17,3,2017,March,Friday,0,2.6000000000000014,21.0,1.6666666666666667,0
2017-03-18,19.2,28.0,0.0,19:20,ESE,13.0,19.0,1022.8,67.0,31.0,2015-2016 Historical,18,3,2017,March,Saturday,0,8.8,36.0,1.4615384615384615,0
2017-03-19,21.3,29.9,0.0,21:10,NNE,20.0,26.0,1016.5,60.0,30.0,2015-2016 Historical,19,3,2017,March,Sunday,0,8.599999999999998,30.0,1.3,0
2017-03-20,21.5,25.1,2.2,21:10,NNE,20.0,26.0,1015.6,86.0,63.0,2015-2016 Historical,20,3,2017,March,Monday,1,3.6000000000000014,23.0,1.3,1
2017-03-21,20.8,23.5,8.2,23:30,NW,17.0,22.0,1011.9,95.0,84.0,2015-2016 Historical,21,3,2017,March,Tuesday,1,2.6999999999999993,11.0,1.2941176470588236,1
2017-03-22,17.7,19.6,0.0,19:30,SE,32.0,43.0,1020.5,77.0,70.0,2015-2016 Historical,22,3,2017,March,Wednesday,0,1.9000000000000021,7.0,1.34375,0
2017-03-23,17.4,20.9,0.0,19:30,SE,20.0,33.0,1021.5,76.0,64.0,2015-2016 Historical,23,3,2017,March,Thursday,0,3.5,12.0,1.65,0
2017-03-24,18.5,22.5,0.0,20:20,ESE,9.0,13.0,1016.4,85.0,62.0,2015-2016 Historical,24,3,2017,March,Friday,0,4.0,23.0,1.4444444444444444,0
2017-03-25,20.1,24.1,0.0,22:30,SSW,15.0,26.0,1015.4,88.0,61.0,2015-2016 Historical,25,3,2017,March,Saturday,0,4.0,27.0,1.7333333333333334,0
2017-03-26,19.4,21.9,0.0,19:30,SW,9.0,15.0,1012.9,94.0,81.0,2015-2016 Historical,26,3,2017,March,Sunday,0,2.5,13.0,1.6666666666666667,0
2017-03-27,15.5,18.6,4.2,23:30,NE,11.0,13.0,1014.9,86.0,57.0,2015-2016 Historical,27,3,2017,March,Monday,1,3.1000000000000014,29.0,1.1818181818181819,1
2017-03-28,16.0,20.0,0.2,23:30,ENE,7.0,9.0,1012.7,82.0,58.0,2015-2016 Historical,28,3,2017,March,Tuesday,1,4.0,24.0,1.2857142857142858,1
2017-03-29,11.3,17.1,1.2,20:20,SW,26.0,44.0,1013.8,87.0,63.0,2015-2016 Historical,29,3,2017,March,Wednesday,1,5.800000000000001,24.0,1.6923076923076923,1
2017-03-30,13.1,15.0,0.0,21:30,SW,19.0,35.0,1023.0,78.0,54.0,2015-2016 Historical,30,3,2017,March,Thursday,0,1.9000000000000004,24.0,1.8421052631578947,0
2017-03-31,13.1,15.1,0.0,19:30,N,4.0,6.0,1020.9,74.0,55.0,2015-2016 Historical,31,3,2017,March,Friday,0,2.0,19.0,1.5,0
2017-04-01,13.8,15.9,0.0,20:10,SSW,24.0,32.0,1027.3,69.0,47.0,2015-2016 Historical,1,4,2017,April,Saturday,0,2.0999999999999996,22.0,1.3333333333333333,0
2017-04-02,12.7,14.8,0.0,21:30,SSE,17.0,24.0,1032.5,61.0,56.0,2015-2016 Historical,2,4,2017,April,Sunday,0,2.1000000000000014,5.0,1.411764705882353,0
2017-04-03,12.2,17.8,0.0,19:40,ENE,7.0,15.0,1030.4,91.0,57.0,2015-2016 Historical,3,4,2017,April,Monday,0,5.600000000000001,34.0,2.142857142857143,0
2017-04-04,13.4,19.4,0.0,20:10,E,6.0,11.0,1027.0,86.0,49.0,2015-2016 Historical,4,4,2017,April,Tuesday,0,5.999999999999998,37.0,1.8333333333333333,0
2017-04-05,15.4,18.1,0.0,22:00,NNE,9.0,13.0,1023.2,71.0,56.0,2015-2016 Historical,5,4,2017,April,Wednesday,0,2.700000000000001,15.0,1.4444444444444444,0
2017-04-06,15.6,20.8,0.0,22:20,N,11.0,13.0,1024.2,59.0,38.0,2015-2016 Historical,6,4,2017,April,Thursday,0,5.200000000000001,21.0,1.1818181818181819,0
2017-04-07,19.6,22.6,0.0,23:40,N,17.0,20.0,1021.9,47.0,39.0,2015-2016 Historical,7,4,2017,April,Friday,0,3.0,8.0,1.1764705882352942,0
2017-04-08,16.7,20.3,9.6,23:30,N,20.0,32.0,1015.2,82.0,50.0,2015-2016 Historical,8,4,2017,April,Saturday,1,3.6000000000000014,32.0,1.6,1
2017-04-09,9.1,10.1,13.4,23:50,NNW,11.0,15.0,1009.0,97.0,87.0,2015-2016 Historical,9,4,2017,April,Sunday,1,1.0,10.0,1.3636363636363635,1
2017-04-10,12.4,15.3,2.8,20:00,SSW,15.0,28.0,1022.8,97.0,70.0,2015-2016 Historical,10,4,2017,April,Monday,1,2.9000000000000004,27.0,1.8666666666666667,1
2017-04-11,14.2,15.7,0.0,19:30,S,13.0,22.0,1026.8,84.0,76.0,2015-2016 Historical,11,4,2017,April,Tuesday,0,1.5,8.0,1.6923076923076923,0
2017-04-12,12.5,17.2,0.0,21:30,N,0.0,11.0,1025.5,98.0,84.0,2015-2016 Historical,12,4,2017,April,Wednesday,0,4.699999999999999,14.0,inf,0
2017-04-13,15.3,17.3,0.0,20:00,S,9.0,20.0,1024.7,92.0,75.0,2015-2016 Historical,13,4,2017,April,Thursday,0,2.0,17.0,2.2222222222222223,0
2017-04-14,12.1,15.4,0.0,19:10,SSW,15.0,19.0,1024.7,81.0,59.0,2015-2016 Historical,14,4,2017,April,Friday,0,3.3000000000000007,22.0,1.2666666666666666,0
2017-04-15,10.1,14.8,0.0,23:30,NE,7.0,11.0,1021.5,85.0,53.0,2015-2016 Historical,15,4,2017,April,Saturday,0,4.700000000000001,32.0,1.5714285714285714,0
2017-04-16,18.8,22.2,0.0,15:00,S,11.0,19.0,1019.7,51.0,40.0,2015-2016 Historical,16,4,2017,April,Sunday,0,3.3999999999999986,11.0,1.7272727272727273,0
2017-04-17,12.3,17.6,0.0,15:30,SSW,13.0,19.0,1024.6,99.0,70.0,2015-2016 Historical,17,4,2017,April,Monday,0,5.300000000000001,29.0,1.4615384615384615,0
2017-04-18,13.1,15.5,0.0,21:20,N,0.0,4.0,1028.2,100.0,97.0,2015-2016 Historical,18,4,2017,April,Tuesday,0,2.4000000000000004,3.0,inf,0
2017-04-19,18.5,22.0,0.0,23:30,N,11.0,13.0,1026.1,67.0,56.0,2015-2016 Historical,19,4,2017,April,Wednesday,0,3.5,11.0,1.1818181818181819,0
2017-04-20,20.1,22.9,0.0,20:00,NNE,11.0,17.0,1023.4,59.0,44.0,2015-2016 Historical,20,4,2017,April,Thursday,0,2.799999999999997,15.0,1.5454545454545454,0
2017-04-21,17.7,18.1,4.6,23:50,N,20.0,30.0,1022.7,88.0,80.0,2015-2016 Historical,21,4,2017,April,Friday,1,0.40000000000000213,8.0,1.5,1
2017-04-22,17.6,19.3,0.0,20:00,SW,7.0,13.0,1024.9,86.0,78.0,2015-2016 Historical,22,4,2017,April,Saturday,0,1.6999999999999993,8.0,1.8571428571428572,0
2017-04-23,17.2,17.7,0.0,19:10,S,9.0,13.0,1024.5,92.0,89.0,2015-2016 Historical,23,4,2017,April,Sunday,0,0.5,3.0,1.4444444444444444,0
2017-04-24,17.7,21.2,8.0,22:19,NW,6.0,11.0,1014.1,100.0,69.0,2015-2016 Historical,24,4,2017,April,Monday,1,3.5,31.0,1.8333333333333333,1
2017-04-25,13.4,17.4,3.6,21:30,NW,17.0,30.0,1007.8,92.0,74.0,2015-2016 Historical,25,4,2017,April,Tuesday,1,3.9999999999999982,18.0,1.7647058823529411,1
2017-04-26,8.9,10.6,2.4,21:30,W,15.0,30.0,1020.5,84.0,66.0,2015-2016 Historical,26,4,2017,April,Wednesday,1,1.6999999999999993,18.0,2.0,1
2017-04-27,12.0,12.8,0.4,23:00,NNW,7.0,13.0,1024.6,83.0,75.0,2015-2016 Historical,27,4,2017,April,Thursday,1,0.8000000000000007,8.0,1.8571428571428572,1
2017-04-28,15.4,16.9,0.2,0:00,WNW,6.0,20.0,1023.7,87.0,77.0,2015-2016 Historical,28,4,2017,April,Friday,1,1.4999999999999982,10.0,3.3333333333333335,1
2017-04-29,14.0,15.8,0.0,19:00,S,9.0,17.0,1024.5,83.0,75.0,2015-2016 Historical,29,4,2017,April,Saturday,0,1.8000000000000007,8.0,1.8888888888888888,0
2017-04-30,14.4,15.5,0.0,20:30,N,19.0,26.0,1020.8,60.0,54.0,2015-2016 Historical,30,4,2017,April,Sunday,0,1.0999999999999996,6.0,1.368421052631579,0
2017-05-01,12.5,13.1,2.4,20:10,W,17.0,24.0,1018.0,92.0,88.0,2015-2016 Historical,1,5,2017,May,Monday,1,0.5999999999999996,4.0,1.411764705882353,1
2017-05-02,9.5,13.1,0.8,20:00,SSW,9.0,20.0,1028.0,87.0,52.0,2015-2016 Historical,2,5,2017,May,Tuesday,1,3.5999999999999996,35.0,2.2222222222222223,1
2017-05-03,9.5,13.7,0.0,19:20,SE,11.0,13.0,1032.0,84.0,62.0,2015-2016 Historical,3,5,2017,May,Wednesday,0,4.199999999999999,22.0,1.1818181818181819,0
2017-05-04,8.5,11.0,0.0,20:00,SSE,2.0,7.0,1030.9,94.0,82.0,2015-2016 Historical,4,5,2017,May,Thursday,0,2.5,12.0,3.5,0
2017-05-05,11.3,16.7,0.2,19:30,N,9.0,15.0,1024.0,92.0,63.0,2015-2016 Historical,5,5,2017,May,Friday,1,5.399999999999999,29.0,1.6666666666666667,1
2017-05-06,10.1,12.0,1.4,21:30,WNW,9.0,28.0,1025.4,68.0,62.0,2015-2016 Historical,6,5,2017,May,Saturday,1,1.9000000000000004,6.0,3.111111111111111,0
2017-05-07,10.2,12.5,0.0,19:30,S,17.0,32.0,1031.6,85.0,65.0,2015-2016 Historical,7,5,2017,May,Sunday,0,2.3000000000000007,20.0,1.8823529411764706,0
2017-05-08,11.2,13.4,1.0,21:00,ESE,6.0,11.0,1031.9,87.0,74.0,2015-2016 Historical,8,5,2017,May,Monday,1,2.200000000000001,13.0,1.8333333333333333,1
2017-05-09,13.3,14.0,0.0,19:10,SW,11.0,17.0,1029.0,79.0,74.0,2015-2016 Historical,9,5,2017,May,Tuesday,0,0.6999999999999993,5.0,1.5454545454545454,0
2017-05-10,8.9,10.8,0.0,23:00,N,0.0,6.0,1026.4,99.0,88.0,2015-2016 Historical,10,5,2017,May,Wednesday,0,1.9000000000000004,11.0,inf,0
