key,vehicles,split_veh,haze,split_haze
haze-004.jpg,1,train,0.468282,train
haze-005.jpg,4,train,0.509717,train
haze-006.jpg,5,val,0.689394,val
haze-007.jpg,4,train,0.932688,train
haze-009.jpg,10,train,0.567557,train
haze-010.jpg,2,train,0.816328,train
haze-011.jpg,1,val,0.70458,val
haze-013.jpg,9,train,0.527479,train
haze-016.jpg,5,val,0.855049,val
haze-018.jpg,1,train,0.463426,train
haze-019.jpg,7,train,0.410883,train
haze-020.jpg,6,val,0.483642,val
haze-021.jpg,2,train,0.421478,train
haze-022.jpg,6,train,0.728884,train
haze-023.jpg,2,train,0.583021,train
haze-024.jpg,2,train,0.442616,train
haze-026.jpg,1,train,0.941588,train
haze-027.jpg,9,train,0.565844,train
haze-028.jpg,7,train,0.369078,train
haze-029.jpg,7,train,0.428675,train
haze-030.jpg,2,train,0.606493,train
haze-031.jpg,1,test,0.869415,test
haze-032.jpg,1,val,0.482218,val
haze-033.jpg,1,train,0.481939,train
haze-036.jpg,7,train,0.781157,train
haze-037.jpg,6,val,0.491652,val
haze-038.jpg,14,train,0.37606,train
haze-039.jpg,2,train,0.442616,train
haze-040.jpg,1,train,0.579492,train
haze-041.jpg,10,train,0.517422,train
haze-042.jpg,6,train,0.586868,train
haze-043.jpg,3,train,0.368404,train
haze-044.jpg,4,train,0.595633,train
haze-045.jpg,6,train,0.502788,train
haze-046.jpg,4,train,0.7352,train
haze-048.jpg,30,val,0.581522,val
haze-049.jpg,1,test,0.941588,test
haze-050.jpg,2,train,0.810546,train
haze-051.jpg,2,train,0.499975,train
haze-053.jpg,25,train,0.653083,train
haze-054.jpg,27,val,0.401651,val
haze-056.jpg,5,train,0.568063,train
haze-057.jpg,1,train,0.81004,train
haze-058.jpg,4,train,0.495752,train
haze-059.jpg,8,train,0.781157,train
haze-060.jpg,1,train,0.482072,train
haze-061.jpg,1,train,0.869415,train
haze-063.jpg,1,train,0.443811,train
haze-064.jpg,5,train,0.387487,train
haze-065.jpg,6,train,0.504075,train
haze-066.jpg,2,val,0.478222,val
haze-067.jpg,8,train,0.498996,train
haze-068.jpg,6,train,0.568684,train
haze-069.jpg,16,test,0.460754,test
haze-071.jpg,2,train,0.445881,train
haze-072.jpg,2,val,0.742782,val
haze-074.jpg,3,train,0.606658,train
haze-075.jpg,4,test,0.419797,test
haze-077.jpg,7,train,0.383629,train
haze-078.jpg,2,val,0.270661,val
haze-080.jpg,3,test,0.3886,test
haze-081.jpg,4,val,0.501894,val
haze-082.jpg,5,train,0.517305,train
haze-083.jpg,5,val,0.387487,val
haze-084.jpg,4,train,0.684046,train
haze-085.jpg,2,train,0.604213,train
haze-086.jpg,4,train,0.446212,train
haze-087.jpg,1,train,0.250874,train
haze-088.jpg,2,train,0.369057,train
haze-090.jpg,2,val,0.742782,val
haze-091.jpg,45,train,0.57411,train
haze-092.jpg,6,train,0.57555,train
haze-093.jpg,11,train,0.499577,train
haze-094.jpg,2,train,0.2696,train
haze-095.jpg,2,train,0.408127,train
haze-096.jpg,4,train,0.461607,train
haze-097.jpg,14,val,0.446895,val
haze-098.jpg,7,train,0.383629,train
haze-099.jpg,3,train,0.952536,train
haze-100.jpg,4,train,0.684046,train
haze-101.jpg,8,train,0.785477,train
haze-102.jpg,2,train,0.543018,train
haze-103.jpg,9,train,0.821798,train
haze-104.jpg,1,train,0.938487,train
haze-105.jpg,8,train,0.549007,train
haze-106.jpg,18,train,0.519299,train
haze-109.jpg,1,train,0.463426,train
haze-110.jpg,3,train,0.568645,train
haze-111.jpg,8,train,0.683263,train
haze-112.jpg,2,train,0.539578,train
haze-115.jpg,8,test,0.587347,test
haze-119.jpg,12,train,0.545586,train
haze-120.jpg,7,train,0.587446,train
haze-121.jpg,1,train,0.579492,train
haze-122.jpg,2,train,0.539578,train
haze-124.jpg,2,train,0.476043,train
haze-126.jpg,1,train,0.672448,train
haze-128.jpg,3,test,0.3886,test
haze-129.jpg,17,train,0.597052,train
haze-130.jpg,4,val,0.380224,val
haze-132.jpg,2,train,0.556242,train
haze-134.jpg,1,train,0.710829,train
haze-135.jpg,20,train,0.609532,train
haze-136.jpg,1,train,0.293437,train
haze-139.jpg,1,train,0.483005,train
haze-141.jpg,2,train,0.585735,train
haze-142.jpg,2,train,0.742782,train
haze-145.jpg,2,train,0.344019,train
haze-148.jpg,6,test,0.492734,test
haze-149.jpg,2,train,0.344019,train
haze-150.jpg,4,val,0.437085,val
mist-001.jpg,31,val,0.481512,val
mist-002.jpg,8,train,0.432011,train
mist-003.jpg,1,train,0.5551,train
mist-009.jpg,6,test,0.680235,test
mist-013.jpg,6,train,0.376497,train
mist-015.jpg,2,train,0.363555,train
mist-016.jpg,41,test,0.761316,test
mist-019.jpg,3,val,0.483883,val
mist-020.jpg,8,test,0.423183,test
mist-021.jpg,6,train,0.274023,train
mist-023.jpg,13,train,0.602339,train
mist-024.jpg,6,test,0.492105,test
mist-027.jpg,12,train,0.677798,train
mist-030.jpg,3,train,0.670975,train
mist-033.jpg,38,train,0.513197,train
mist-034.jpg,9,train,0.636021,train
mist-035.jpg,50,test,0.37719,test
mist-039.jpg,1,val,0.422779,val
mist-041.jpg,11,train,0.510957,train
mist-042.jpg,1,train,0.516959,train
mist-043.jpg,33,train,0.469436,train
mist-046.jpg,5,test,0.583315,test
mist-048.jpg,2,train,0.56976,train
mist-049.jpg,13,train,0.469106,train
mist-052.jpg,5,train,0.447622,train
mist-053.jpg,1,train,0.453328,train
mist-057.jpg,5,train,0.477607,train
mist-059.jpg,8,train,0.311762,train
mist-061.jpg,3,val,0.375567,val
mist-062.jpg,5,val,0.784767,val
mist-063.jpg,6,train,0.410462,train
mist-064.jpg,9,train,0.295037,train
mist-067.jpg,1,train,0.502882,train
mist-068.jpg,19,test,0.59353,test
mist-071.jpg,28,train,0.494532,train
mist-072.jpg,10,val,0.478993,val
mist-074.jpg,3,train,0.517456,train
mist-075.jpg,6,train,0.682898,train
mist-080.jpg,1,train,0.434954,train
mist-084.jpg,4,train,0.520559,train
mist-088.jpg,3,val,0.318354,val
mist-098.jpg,2,train,0.443636,train
mist-101.jpg,11,train,0.261172,train
mist-105.jpg,13,train,0.470684,train
mist-109.jpg,14,train,0.42881,train
mist-110.jpg,2,train,0.37915,train
mist-111.jpg,2,train,0.634227,train
mist-114.jpg,6,train,0.364016,train
mist-115.jpg,3,train,0.224105,train
mist-117.jpg,2,train,0.620821,train
mist-119.jpg,6,train,0.345772,train
mist-120.jpg,10,train,0.406793,train
mist-121.jpg,5,val,0.447981,val
mist-122.jpg,3,test,0.647354,test
mist-123.jpg,7,val,0.319557,val
mist-124.jpg,3,train,0.319326,train
mist-133.jpg,3,test,0.324325,test
mist-137.jpg,3,val,0.319034,val
mist-138.jpg,11,train,0.468514,train
mist-140.jpg,1,val,0.535062,val
mist-141.jpg,5,train,0.412606,train
mist-142.jpg,7,train,0.587306,train
mist-143.jpg,7,train,0.438862,train
mist-145.jpg,2,train,0.532046,train
mist-147.jpg,5,train,0.383021,train
mist-148.jpg,4,train,0.477024,train
mist-149.jpg,6,train,0.494028,train
mist-150.jpg,35,test,0.694581,test
mist-152.jpg,4,train,0.514792,train
mist-158.jpg,29,train,0.697493,train
mist-161.jpg,46,train,0.557111,train
mist-163.jpg,6,train,0.396084,train
mist-168.jpg,10,train,0.648859,train
mist-176.jpg,4,train,0.515112,train
mist-180.jpg,10,train,0.522562,train
mist-189.jpg,14,train,0.586965,train
mist-190.jpg,8,train,0.791424,train
mist-922.jpg,5,train,0.395122,train
mist-938.jpg,2,train,0.27111,train
mist-955.jpg,8,test,0.32462,test
mist-966.jpg,3,train,0.362104,train
mist-971.jpg,3,train,0.270742,train
rain_storm-001.jpg,6,train,0.482972,train
rain_storm-002.jpg,6,test,0.622686,test
rain_storm-003.jpg,1,train,0.330767,train
rain_storm-004.jpg,2,train,0.631572,train
rain_storm-005.jpg,2,train,0.576635,train
rain_storm-006.jpg,7,train,0.675669,train
rain_storm-007.jpg,1,val,0.749033,val
rain_storm-008.jpg,21,train,0.344173,train
rain_storm-009.jpg,1,train,0.510576,train
rain_storm-010.jpg,10,train,0.370342,train
rain_storm-011.jpg,56,train,0.737012,train
rain_storm-012.jpg,9,train,0.815214,train
rain_storm-013.jpg,7,train,0.81607,train
rain_storm-014.jpg,5,train,0.787683,train
rain_storm-015.jpg,11,train,0.812413,train
rain_storm-016.jpg,37,val,0.545668,val
rain_storm-017.jpg,3,train,0.499762,train
rain_storm-018.jpg,2,train,0.398893,train
rain_storm-019.jpg,5,train,0.476468,train
rain_storm-020.jpg,13,train,0.517847,train
rain_storm-022.jpg,10,val,0.507414,val
rain_storm-026.jpg,1,train,0.578718,train
rain_storm-030.jpg,2,train,0.602609,train
rain_storm-034.jpg,1,val,0.655642,val
rain_storm-038.jpg,1,val,0.48613,val
rain_storm-042.jpg,7,train,0.565897,train
rain_storm-046.jpg,7,train,0.516468,train
rain_storm-050.jpg,10,train,0.751513,train
rain_storm-054.jpg,13,train,0.822683,train
rain_storm-058.jpg,2,train,0.782226,train
rain_storm-062.jpg,22,train,0.570938,train
rain_storm-066.jpg,4,train,0.302587,train
rain_storm-070.jpg,2,val,0.616441,val
rain_storm-074.jpg,32,val,0.606236,val
rain_storm-078.jpg,34,train,0.660481,train
rain_storm-082.jpg,7,train,0.736447,train
rain_storm-086.jpg,2,train,0.447532,train
rain_storm-090.jpg,15,train,0.478358,train
rain_storm-094.jpg,3,train,0.537153,train
rain_storm-105.jpg,2,train,0.371708,train
rain_storm-106.jpg,7,train,0.473079,train
rain_storm-110.jpg,6,train,0.46441,train
rain_storm-114.jpg,2,train,0.517184,train
rain_storm-118.jpg,3,train,0.656069,train
rain_storm-122.jpg,6,train,0.355903,train
rain_storm-126.jpg,3,test,0.606582,test
rain_storm-130.jpg,12,train,0.512301,train
rain_storm-134.jpg,3,train,0.605734,train
rain_storm-138.jpg,3,train,0.731309,train
rain_storm-142.jpg,1,test,0.51775,test
rain_storm-146.jpg,12,train,0.634474,train
rain_storm-150.jpg,12,train,0.466518,train
rain_storm-154.jpg,3,train,0.595496,train
rain_storm-158.jpg,1,test,0.546927,test
rain_storm-162.jpg,7,train,0.734667,train
rain_storm-168.jpg,6,train,0.569735,train
rain_storm-172.jpg,21,train,0.641573,train
rain_storm-176.jpg,3,train,0.66616,train
rain_storm-180.jpg,3,train,0.865931,train
rain_storm-186.jpg,13,train,0.418695,train
rain_storm-191.jpg,2,train,0.579587,train
rain_storm-195.jpg,18,train,0.529902,train
rain_storm-199.jpg,4,train,0.482489,train
rain_storm-203.jpg,26,train,0.732251,train
rain_storm-207.jpg,2,test,0.607598,test
rain_storm-213.jpg,4,train,0.560117,train
rain_storm-219.jpg,4,train,0.479007,train
rain_storm-225.jpg,2,train,0.510168,train
rain_storm-229.jpg,3,test,0.59218,test
rain_storm-233.jpg,1,train,0.570871,train
rain_storm-237.jpg,9,train,0.480072,train
rain_storm-241.jpg,3,test,0.548414,test
rain_storm-245.jpg,22,val,0.697583,val
rain_storm-249.jpg,4,train,0.59228,train
rain_storm-253.jpg,4,test,0.635849,test
rain_storm-257.jpg,11,train,0.551429,train
rain_storm-261.jpg,5,train,0.654736,train
rain_storm-265.jpg,3,train,0.546496,train
rain_storm-269.jpg,2,train,0.354678,train
rain_storm-273.jpg,1,train,0.428647,train
rain_storm-277.jpg,19,test,0.442365,test
rain_storm-283.jpg,4,train,0.714722,train
rain_storm-289.jpg,9,train,0.394578,train
rain_storm-293.jpg,25,val,0.568908,val
rain_storm-297.jpg,66,train,0.74077,train
rain_storm-301.jpg,5,train,0.467094,train
rain_storm-305.jpg,7,train,0.857046,train
rain_storm-311.jpg,3,train,0.5368,train
rain_storm-315.jpg,6,test,0.564073,test
rain_storm-319.jpg,9,val,0.397413,val
rain_storm-323.jpg,24,test,0.603434,test
rain_storm-327.jpg,6,val,0.573248,val
rain_storm-339.jpg,5,train,0.698481,train
rain_storm-343.jpg,1,train,0.453363,train
rain_storm-351.jpg,21,train,0.893053,train
rain_storm-355.jpg,6,val,0.774667,val
rain_storm-361.jpg,16,train,0.678043,train
rain_storm-365.jpg,3,train,0.646649,train
rain_storm-377.jpg,8,train,0.590202,train
rain_storm-381.jpg,2,train,0.613018,train
rain_storm-385.jpg,8,train,0.363999,train
rain_storm-391.jpg,4,train,0.530269,train
rain_storm-395.jpg,11,train,0.592472,train
rain_storm-399.jpg,4,train,0.463699,train
rain_storm-403.jpg,7,train,0.57941,train
rain_storm-407.jpg,2,train,0.611186,train
rain_storm-415.jpg,1,val,0.539044,val
rain_storm-419.jpg,7,train,0.689133,train
rain_storm-423.jpg,5,train,0.516311,train
rain_storm-427.jpg,2,val,0.555786,val
rain_storm-431.jpg,4,train,0.443146,train
rain_storm-435.jpg,8,val,0.49979,val
rain_storm-439.jpg,5,train,0.510009,train
rain_storm-443.jpg,6,train,0.67971,train
rain_storm-447.jpg,2,train,0.54952,train
rain_storm-450.jpg,4,train,0.636383,train
rain_storm-454.jpg,2,train,0.723687,train
rain_storm-458.jpg,20,train,0.72096,train
rain_storm-462.jpg,3,train,0.721251,train
rain_storm-466.jpg,4,train,0.534898,train
rain_storm-475.jpg,2,train,0.591746,train
rain_storm-481.jpg,27,train,0.515026,train
rain_storm-485.jpg,33,train,0.47302,train
rain_storm-489.jpg,1,train,0.565743,train
rain_storm-493.jpg,3,train,0.359679,train
rain_storm-497.jpg,1,train,0.626026,train
rain_storm-501.jpg,4,train,0.457993,train
rain_storm-515.jpg,5,train,0.73324,train
rain_storm-519.jpg,9,train,0.592387,train
rain_storm-523.jpg,19,train,0.577154,train
rain_storm-527.jpg,2,test,0.71248,test
rain_storm-536.jpg,4,train,0.506786,train
rain_storm-549.jpg,5,train,0.306961,train
rain_storm-553.jpg,4,test,0.506786,test
rain_storm-563.jpg,5,val,0.432893,val
rain_storm-568.jpg,6,train,0.431826,train
rain_storm-572.jpg,6,train,0.603823,train
rain_storm-576.jpg,7,train,0.417566,train
rain_storm-580.jpg,17,train,0.895839,train
rain_storm-589.jpg,2,val,0.520482,val
rain_storm-593.jpg,24,train,0.872438,train
rain_storm-597.jpg,31,train,0.641667,train
rain_storm-601.jpg,3,train,0.562799,train
rain_storm-605.jpg,10,train,0.540779,train
rain_storm-610.jpg,1,train,0.659752,train
rain_storm-614.jpg,1,train,0.71145,train
rain_storm-618.jpg,3,val,0.4501,val
rain_storm-622.jpg,2,train,0.499269,train
rain_storm-626.jpg,2,train,0.391282,train
rain_storm-630.jpg,8,train,0.433352,train
rain_storm-634.jpg,3,train,0.606521,train
rain_storm-638.jpg,1,train,0.651357,train
rain_storm-642.jpg,3,train,0.394197,train
rain_storm-646.jpg,1,train,0.724165,train
rain_storm-650.jpg,11,train,0.421239,train
rain_storm-654.jpg,1,train,0.516361,train
rain_storm-658.jpg,2,train,0.54307,train
rain_storm-662.jpg,7,train,0.453234,train
rain_storm-667.jpg,1,train,0.53636,train
rain_storm-676.jpg,6,train,0.441322,train
rain_storm-681.jpg,1,test,0.295372,test
rain_storm-685.jpg,2,train,0.592462,train
rain_storm-688.jpg,1,train,0.46531,train
rain_storm-692.jpg,8,train,0.428422,train
rain_storm-696.jpg,3,train,0.472394,train
rain_storm-700.jpg,9,test,0.456541,test
rain_storm-704.jpg,2,train,0.579838,train
rain_storm-708.jpg,23,train,0.586572,train
rain_storm-712.jpg,4,train,0.673114,train
rain_storm-720.jpg,6,train,0.726738,train
rain_storm-724.jpg,13,val,0.336647,val
rain_storm-732.jpg,4,test,0.397274,test
rain_storm-736.jpg,9,train,0.808874,train
rain_storm-740.jpg,5,train,0.656101,train
rain_storm-744.jpg,10,val,0.274289,val
rain_storm-748.jpg,3,train,0.585416,train
rain_storm-757.jpg,9,train,0.848177,train
rain_storm-766.jpg,8,train,0.77968,train
rain_storm-775.jpg,10,train,0.622007,train
rain_storm-779.jpg,3,train,0.72827,train
rain_storm-783.jpg,1,val,0.480163,val
rain_storm-787.jpg,4,train,0.634805,train
rain_storm-789.jpg,8,train,0.869899,train
rain_storm-807.jpg,4,train,0.632245,train
rain_storm-811.jpg,2,train,0.732997,train
rain_storm-815.jpg,26,train,0.503427,train
rain_storm-823.jpg,10,train,0.567086,train
rain_storm-835.jpg,9,val,0.596731,val
rain_storm-839.jpg,14,train,0.662106,train
rain_storm-843.jpg,6,train,0.633882,train
rain_storm-847.jpg,1,train,0.656358,train
rain_storm-851.jpg,2,train,0.350552,train
rain_storm-855.jpg,30,train,0.635032,train
rain_storm-859.jpg,8,train,0.931686,train
rain_storm-863.jpg,11,train,0.413688,train
rain_storm-901.jpg,15,train,0.662106,train
rain_storm-932.jpg,4,train,0.397274,train
rain_storm-939.jpg,4,train,0.463699,train
rain_storm-981.jpg,13,val,0.537524,val
rain_storm-985.jpg,7,train,0.363999,train
sand_storm-001.jpg,1,train,0.45813,train
sand_storm-002.jpg,8,train,0.628994,train
sand_storm-004.jpg,4,train,0.54704,train
sand_storm-006.jpg,4,train,0.488776,train
sand_storm-008.jpg,12,train,0.68454,train
sand_storm-009.jpg,53,val,0.713432,val
sand_storm-010.jpg,12,val,0.937763,val
sand_storm-012.jpg,9,train,0.523528,train
sand_storm-014.jpg,8,val,0.981032,val
sand_storm-016.jpg,5,train,0.57033,train
sand_storm-019.jpg,8,val,0.726824,val
sand_storm-020.jpg,19,val,0.674942,val
sand_storm-021.jpg,4,train,0.764627,train
sand_storm-024.jpg,3,train,0.383417,train
sand_storm-027.jpg,9,test,0.7786,test
sand_storm-029.jpg,3,train,0.529123,train
sand_storm-030.jpg,2,val,0.489533,val
sand_storm-031.jpg,10,val,0.730129,val
sand_storm-032.jpg,1,train,0.578077,train
sand_storm-034.jpg,15,train,0.601188,train
sand_storm-036.jpg,6,train,0.619185,train
sand_storm-039.jpg,10,train,0.418409,train
sand_storm-040.jpg,16,train,0.794191,train
sand_storm-042.jpg,10,test,0.747148,test
sand_storm-043.jpg,3,train,0.91203,train
sand_storm-044.jpg,33,train,0.589464,train
sand_storm-046.jpg,5,train,0.574299,train
sand_storm-048.jpg,8,val,0.559811,val
sand_storm-051.jpg,4,test,0.86739,test
sand_storm-055.jpg,1,train,0.432521,train
sand_storm-057.jpg,16,test,0.613498,test
sand_storm-058.jpg,2,val,0.798361,val
sand_storm-060.jpg,2,train,0.491258,train
sand_storm-062.jpg,1,train,0.728663,train
sand_storm-065.jpg,23,train,0.773677,train
sand_storm-067.jpg,2,val,0.337055,val
sand_storm-068.jpg,5,train,0.685935,train
sand_storm-070.jpg,2,train,0.537984,train
sand_storm-073.jpg,3,train,0.571847,train
sand_storm-075.jpg,12,test,0.669677,test
sand_storm-076.jpg,8,train,0.481452,train
sand_storm-077.jpg,4,train,0.425665,train
sand_storm-079.jpg,7,train,0.857645,train
sand_storm-082.jpg,3,train,0.696901,train
sand_storm-084.jpg,1,train,0.458349,train
sand_storm-086.jpg,3,val,0.910308,val
sand_storm-087.jpg,3,train,0.65103,train
sand_storm-089.jpg,8,train,0.544342,train
sand_storm-094.jpg,2,train,0.603434,train
sand_storm-096.jpg,3,train,0.439762,train
sand_storm-100.jpg,6,train,0.515939,train
sand_storm-103.jpg,3,train,0.481548,train
sand_storm-104.jpg,1,train,0.631527,train
sand_storm-107.jpg,3,train,0.833479,train
sand_storm-108.jpg,49,train,0.727443,train
sand_storm-111.jpg,4,train,0.812454,train
sand_storm-114.jpg,8,test,0.726824,test
sand_storm-115.jpg,7,train,0.615013,train
sand_storm-116.jpg,3,train,0.536784,train
sand_storm-119.jpg,8,train,0.47039,train
sand_storm-122.jpg,9,train,0.484361,train
sand_storm-123.jpg,4,train,0.435945,train
sand_storm-127.jpg,6,val,0.60282,val
sand_storm-129.jpg,5,val,0.996328,val
sand_storm-130.jpg,3,train,0.999993,train
sand_storm-133.jpg,10,train,0.727188,train
sand_storm-138.jpg,2,train,0.564744,train
sand_storm-139.jpg,6,train,0.604244,train
sand_storm-140.jpg,2,test,0.995823,test
sand_storm-145.jpg,2,test,0.373479,test
sand_storm-146.jpg,1,train,0.623092,train
sand_storm-148.jpg,3,train,0.384392,train
sand_storm-150.jpg,5,train,0.485931,train
sand_storm-151.jpg,7,train,0.698361,train
sand_storm-152.jpg,8,train,0.470504,train
sand_storm-154.jpg,5,val,0.494068,val
sand_storm-155.jpg,8,train,0.670261,train
sand_storm-157.jpg,5,train,0.485931,train
sand_storm-159.jpg,8,val,0.663063,val
sand_storm-161.jpg,3,train,0.911842,train
sand_storm-163.jpg,9,train,0.920369,train
sand_storm-164.jpg,3,test,0.575607,test
sand_storm-165.jpg,7,train,0.722442,train
sand_storm-166.jpg,6,test,0.829333,test
sand_storm-167.jpg,5,train,0.721263,train
sand_storm-168.jpg,2,train,0.881988,train
sand_storm-170.jpg,3,val,0.530788,val
sand_storm-172.jpg,7,train,0.559662,train
sand_storm-175.jpg,17,val,0.379928,val
sand_storm-177.jpg,8,train,0.746691,train
sand_storm-178.jpg,2,train,0.776605,train
sand_storm-180.jpg,12,train,0.5685,train
sand_storm-182.jpg,5,train,0.708848,train
sand_storm-184.jpg,9,train,0.646346,train
sand_storm-187.jpg,4,train,0.795062,train
sand_storm-190.jpg,1,train,0.67213,train
sand_storm-192.jpg,4,train,0.940797,train
sand_storm-194.jpg,9,train,0.432269,train
sand_storm-197.jpg,8,test,0.308681,test
sand_storm-199.jpg,7,train,0.40398,train
sand_storm-204.jpg,10,train,0.424801,train
sand_storm-206.jpg,1,train,0.401905,train
sand_storm-209.jpg,7,train,0.483105,train
sand_storm-210.jpg,5,train,0.469984,train
sand_storm-211.jpg,4,train,0.927708,train
sand_storm-212.jpg,4,val,0.466086,val
