image_name,streetlight_count,on,dim,off
Bicycle_2015_00311.jpg,6,6,0,0
Bicycle_2015_00313.jpg,3,0,1,2
Bicycle_2015_00316.jpg,1,1,0,0
Bicycle_2015_00318.jpg,2,1,1,0
Bicycle_2015_00320.jpg,2,1,1,0
Bicycle_2015_00325.jpg,7,7,0,0
Bicycle_2015_00326.jpg,0,0,0,0
Bicycle_2015_00330.jpg,0,0,0,0
Bicycle_2015_00332.jpg,0,0,0,0
Bicycle_2015_00334.jpg,7,3,1,3
Bicycle_2015_00336.jpg,2,2,0,0
Bicycle_2015_00338.jpg,11,3,8,0
Bicycle_2015_00340.jpg,0,0,0,0
Bicycle_2015_00341.jpg,1,0,0,1
Bicycle_2015_00342.jpg,1,0,1,0
Bicycle_2015_00343.jpg,0,0,0,0
Bicycle_2015_00344.jpg,9,9,0,0
Bicycle_2015_00346.jpg,0,0,0,0
Bicycle_2015_00348.jpg,5,1,4,0
Bicycle_2015_00349.jpg,3,3,0,0
Bicycle_2015_00350.jpg,4,3,1,0
Bicycle_2015_00351.jpg,1,1,0,0
Bicycle_2015_00352.jpg,3,0,1,2
Bicycle_2015_00357.jpg,0,0,0,0
Bicycle_2015_00358.jpg,0,0,0,0
Bicycle_2015_00359.jpg,6,5,1,0
Bicycle_2015_00360.jpg,1,0,1,0
Bicycle_2015_00361.jpg,0,0,0,0
Bicycle_2015_00365.jpg,0,0,0,0
Bicycle_2015_00368.jpg,2,0,2,0
Bicycle_2015_00369.jpg,10,10,0,0
Bicycle_2015_00371.jpg,8,7,1,0
Bicycle_2015_00372.jpg,4,4,0,0
Bicycle_2015_00375.jpg,0,0,0,0
Bicycle_2015_00377.jpg,2,2,0,0
Bicycle_2015_00379.jpg,10,0,6,4
Bicycle_2015_00380.jpg,15,13,2,0
Bicycle_2015_00381.jpg,0,0,0,0
Bicycle_2015_00382.jpg,5,0,2,3
Bicycle_2015_00387.jpg,0,0,0,0
Bicycle_2015_00391.JPG,14,3,8,3
Bicycle_2015_00394.jpg,13,3,10,0
Bicycle_2015_00397.jpg,2,2,0,0
Bicycle_2015_00399.jpg,5,0,2,3
Bicycle_2015_00400.jpg,1,0,1,0
Bicycle_2015_00401.jpg,0,0,0,0
Bicycle_2015_00404.jpg,5,4,1,0
Bicycle_2015_00405.jpg,2,1,1,0
Bicycle_2015_00406.jpg,6,5,0,1
Bicycle_2015_00409.jpg,1,0,1,0
Bicycle_2015_00411.jpg,11,9,2,0
Bicycle_2015_00413.jpg,12,12,0,0
Bicycle_2015_00414.jpg,3,3,0,0
Bicycle_2015_00415.jpg,4,0,4,0
Bicycle_2015_00417.jpg,1,0,0,1
Bicycle_2015_00421.jpg,1,1,0,0
Bicycle_2015_00424.jpg,0,0,0,0
Bicycle_2015_00425.jpg,2,2,0,0
Bicycle_2015_00430.jpg,1,1,0,0
Bicycle_2015_00431.jpg,1,0,1,0
Bicycle_2015_00436.JPEG,2,0,0,2
Bicycle_2015_00437.JPEG,0,0,0,0
Bicycle_2015_00438.JPEG,4,4,0,0
Bicycle_2015_00439.JPEG,0,0,0,0
Bicycle_2015_00441.JPEG,1,1,0,0
Bicycle_2015_00443.JPEG,3,3,0,0
Bicycle_2015_00446.jpg,1,0,1,0
Bicycle_2015_00461.jpg,1,1,0,0
Bicycle_2015_00462.jpg,3,3,0,0
Bicycle_2015_00463.jpg,3,1,2,0
Bicycle_2015_00469.jpg,0,0,0,0
Bicycle_2015_00470.jpg,2,1,1,0
Bicycle_2015_00471.jpg,0,0,0,0
Bicycle_2015_00473.jpg,6,1,5,0
Bicycle_2015_00474.jpg,3,0,3,0
Bicycle_2015_00475.jpg,7,7,0,0
Bicycle_2015_00477.jpg,0,0,0,0
Bicycle_2015_00479.jpg,3,2,1,0
Bicycle_2015_00481.jpg,10,5,5,0
Bicycle_2015_00484.jpg,4,4,0,0
Bicycle_2015_00488.jpg,8,1,7,0
Bicycle_2015_00492.jpg,2,2,0,0
Bicycle_2015_00493.jpg,8,7,1,0
Bicycle_2015_00494.jpg,0,0,0,0
Bicycle_2015_00496.jpg,1,0,1,0
Bicycle_2015_00498.jpg,3,1,2,0
Bicycle_2015_00502.jpg,0,0,0,0
Bicycle_2015_00503.png,0,0,0,0
Bicycle_2015_00504.png,0,0,0,0
Bicycle_2015_00507.png,0,0,0,0
Bicycle_2015_00511.jpg,0,0,0,0
Bicycle_2015_00512.jpg,0,0,0,0
Bicycle_2015_00513.jpg,7,6,1,0
Bicycle_2015_00516.jpg,9,3,2,4
Bicycle_2015_00520.jpg,12,7,5,0
Bicycle_2015_00521.jpg,0,0,0,0
Bicycle_2015_00526.jpg,0,0,0,0
Bicycle_2015_00527.jpg,0,0,0,0
Bicycle_2015_00528.jpg,3,3,0,0
Bicycle_2015_00530.jpg,7,7,0,0
Bicycle_2015_00532.jpg,13,12,1,0
Bicycle_2015_00533.jpg,0,0,0,0
Bicycle_2015_00534.jpg,2,1,1,0
Bicycle_2015_00536.jpg,12,5,6,1
Bicycle_2015_00537.jpg,0,0,0,0
Bicycle_2015_00543.jpg,3,2,1,0
Bicycle_2015_00546.jpg,3,3,0,0
Bicycle_2015_00547.jpg,8,3,4,1
Bicycle_2015_00548.jpg,6,3,1,2
Bicycle_2015_00550.jpg,0,0,0,0
Bicycle_2015_00553.jpg,10,3,4,3
Bicycle_2015_00555.jpg,0,0,0,0
Bicycle_2015_00556.jpg,0,0,0,0
Bicycle_2015_00557.jpg,6,0,6,0
Bicycle_2015_00559.jpg,0,0,0,0
Bicycle_2015_00561.jpg,7,1,4,2
Bicycle_2015_00562.jpg,21,7,14,0
Bicycle_2015_00563.jpg,1,0,1,0
Bicycle_2015_00568.jpg,0,0,0,0
Bicycle_2015_00569.jpg,1,0,1,0
Bicycle_2015_00572.jpg,1,1,0,0
Bicycle_2015_00573.jpg,2,2,0,0
Bicycle_2015_00575.jpg,0,0,0,0
Bicycle_2015_00576.jpg,1,1,0,0
Bicycle_2015_00578.jpg,1,1,0,0
Bicycle_2015_00580.jpg,1,0,1,0
Bicycle_2015_00582.jpg,5,5,0,0
Bicycle_2015_00593.JPEG,0,0,0,0
Bicycle_2015_00595.jpg,2,1,1,0
Bicycle_2015_00599.jpg,1,1,0,0
Bicycle_2015_00600.jpg,1,1,0,0
Bicycle_2015_00602.jpg,4,2,0,2
Bicycle_2015_00605.jpg,0,0,0,0
Bicycle_2015_00606.jpg,0,0,0,0
Bicycle_2015_00608.png,5,0,1,4
Bicycle_2015_00610.jpg,2,0,2,0
Bicycle_2015_00612.jpg,2,2,0,0
Bicycle_2015_00615.jpg,0,0,0,0
Bicycle_2015_00616.jpg,0,0,0,0
Bicycle_2015_00617.jpg,6,6,0,0
Bicycle_2015_00618.jpg,0,0,0,0
Bicycle_2015_00620.jpg,0,0,0,0
Bicycle_2015_00621.jpg,7,0,6,1
Bicycle_2015_00622.jpg,0,0,0,0
Bicycle_2015_00623.jpg,0,0,0,0
Bicycle_2015_00624.jpg,0,0,0,0
Bicycle_2015_00625.jpg,2,0,2,0
Bicycle_2015_00626.jpg,4,0,3,1
Bicycle_2015_00628.jpg,11,0,6,5
Bicycle_2015_00629.jpg,0,0,0,0
Bicycle_2015_00630.jpg,10,9,1,0
Bicycle_2015_00633.jpg,2,2,0,0
Bicycle_2015_00634.jpg,0,0,0,0
Bicycle_2015_00637.jpg,2,2,0,0
Bicycle_2015_00639.jpg,3,3,0,0
Bicycle_2015_00642.jpg,7,7,0,0
Bicycle_2015_00643.jpg,5,2,3,0
Bicycle_2015_00645.png,0,0,0,0
Bicycle_2015_00646.png,1,0,0,1
Bicycle_2015_00650.jpg,4,0,3,1
Bus_2015_01879.jpg,1,1,0,0
Bus_2015_01880.png,5,2,3,0
Bus_2015_01881.png,9,1,8,0
Bus_2015_01883.jpg,0,0,0,0
Bus_2015_01889.jpg,0,0,0,0
Bus_2015_01891.jpg,0,0,0,0
Bus_2015_01892.jpg,0,0,0,0
Bus_2015_01893.jpg,5,4,1,0
Bus_2015_01894.jpg,2,2,0,0
Bus_2015_01896.jpg,0,0,0,0
Bus_2015_01897.jpg,0,0,0,0
Bus_2015_01899.jpg,6,0,2,4
Bus_2015_01901.jpg,10,3,7,0
Bus_2015_01903.jpg,3,3,0,0
Bus_2015_01904.jpg,0,0,0,0
Bus_2015_01906.jpg,0,0,0,0
Bus_2015_01910.jpg,7,4,0,3
Bus_2015_01913.jpg,1,1,0,0
Bus_2015_01915.jpg,2,2,0,0
Bus_2015_01918.jpg,0,0,0,0
Bus_2015_01919.jpg,0,0,0,0
Bus_2015_01920.jpg,0,0,0,0
Bus_2015_01921.jpg,1,0,1,0
Bus_2015_01924.jpg,0,0,0,0
Bus_2015_01931.jpg,3,0,3,0
Bus_2015_01934.jpg,3,3,0,0
Bus_2015_01935.jpg,1,1,0,0
Bus_2015_01937.jpg,11,5,3,3
Bus_2015_01938.jpg,0,0,0,0
Bus_2015_01940.jpg,3,0,0,3
Bus_2015_01941.jpg,1,1,0,0
Bus_2015_01942.jpg,6,4,2,0
Bus_2015_01944.jpg,0,0,0,0
Bus_2015_01945.jpg,4,1,3,0
Bus_2015_01946.jpg,5,0,2,3
Bus_2015_01948.jpg,1,1,0,0
Bus_2015_01949.jpg,3,0,3,0
Bus_2015_01951.jpg,1,0,1,0
Bus_2015_01955.jpg,3,2,1,0
Bus_2015_01956.jpg,2,2,0,0
Bus_2015_01958.jpg,2,2,0,0
Bus_2015_01959.jpg,3,3,0,0
Bus_2015_01960.jpg,6,2,4,0
Bus_2015_01961.jpg,2,2,0,0
Bus_2015_01962.jpg,2,1,1,0
Bus_2015_01966.jpg,9,7,2,0
Bus_2015_01967.jpg,1,0,0,1
Bus_2015_01975.jpg,4,1,3,0
Bus_2015_01976.jpg,0,0,0,0
Bus_2015_01978.jpg,0,0,0,0
Bus_2015_01980.jpg,0,0,0,0
Bus_2015_01985.jpg,1,0,0,1
Bus_2015_01987.jpg,10,7,3,0
Bus_2015_01990.jpg,1,0,1,0
Bus_2015_01991.jpg,5,3,2,0
Bus_2015_01993.jpg,1,0,1,0
Bus_2015_01994.jpg,4,4,0,0
Bus_2015_01997.jpg,3,1,2,0
Bus_2015_01998.jpg,1,0,0,1
Bus_2015_02001.jpg,8,3,4,1
Bus_2015_02002.jpg,0,0,0,0
Bus_2015_02003.jpg,4,1,3,0
Bus_2015_02004.jpg,1,1,0,0
Bus_2015_02006.jpg,0,0,0,0
Bus_2015_02008.jpg,3,1,2,0
Bus_2015_02009.jpg,4,4,0,0
Bus_2015_02011.jpg,0,0,0,0
Bus_2015_02013.jpg,2,2,0,0
Bus_2015_02014.jpg,2,0,0,2
Bus_2015_02018.jpg,5,1,0,4
Bus_2015_02022.jpg,7,4,3,0
Bus_2015_02023.jpg,4,0,4,0
Bus_2015_02024.jpg,5,3,2,0
Bus_2015_02026.jpg,23,9,12,2
Bus_2015_02031.jpg,6,5,0,1
Bus_2015_02032.jpg,9,6,3,0
Bus_2015_02033.jpg,0,0,0,0
Bus_2015_02035.jpg,8,4,3,1
Bus_2015_02036.jpg,13,6,7,0
Bus_2015_02037.jpg,2,0,2,0
Bus_2015_02038.jpg,10,8,2,0
Bus_2015_02039.jpg,7,5,2,0
Bus_2015_02042.jpg,13,4,8,1
Bus_2015_02043.jpg,15,0,6,9
Bus_2015_02044.jpg,2,2,0,0
Bus_2015_02046.jpg,2,2,0,0
Bus_2015_02047.jpg,0,0,0,0
Bus_2015_02049.jpg,3,0,3,0
Bus_2015_02051.jpg,0,0,0,0
Bus_2015_02053.jpg,5,0,2,3
Bus_2015_02054.jpg,6,6,0,0
Bus_2015_02056.jpg,7,5,2,0
Bus_2015_02058.jpg,0,0,0,0
Bus_2015_02059.jpg,13,11,2,0
Bus_2015_02061.jpg,0,0,0,0
Bus_2015_02064.jpg,1,0,1,0
Bus_2015_02066.jpg,3,0,3,0
Bus_2015_02067.jpg,2,1,1,0
Bus_2015_02069.jpg,8,4,4,0
Bus_2015_02070.jpg,5,4,0,1
Bus_2015_02072.jpg,2,0,2,0
Bus_2015_02073.jpg,1,0,1,0
Bus_2015_02074.jpg,2,1,0,1
Bus_2015_02075.jpg,2,0,2,0
Bus_2015_02077.jpg,3,2,1,0
Bus_2015_02079.jpg,0,0,0,0
Bus_2015_02080.jpg,0,0,0,0
Bus_2015_02082.jpg,1,0,1,0
Bus_2015_02083.jpg,6,0,6,0
Bus_2015_02084.jpg,6,3,2,1
Bus_2015_02085.jpg,3,3,0,0
Bus_2015_02086.jpg,5,0,4,1
Bus_2015_02087.jpg,2,1,1,0
Bus_2015_02088.jpg,2,0,0,2
Bus_2015_02089.jpg,2,1,1,0
Bus_2015_02091.jpg,0,0,0,0
Bus_2015_02092.jpg,0,0,0,0
Bus_2015_02097.jpg,0,0,0,0
Bus_2015_02100.jpg,8,5,3,0
Bus_2015_02101.jpg,3,0,1,2
Bus_2015_02103.jpg,3,3,0,0
Bus_2015_02105.jpg,5,0,0,5
Bus_2015_02108.jpg,0,0,0,0
Bus_2015_02109.jpg,3,2,1,0
Bus_2015_02110.jpg,0,0,0,0
Bus_2015_02111.jpg,15,11,4,0
Bus_2015_02112.jpg,6,3,3,0
Bus_2015_02113.jpg,0,0,0,0
Bus_2015_02118.jpg,0,0,0,0
Bus_2015_02122.jpg,8,0,8,0
Bus_2015_02124.jpg,4,4,0,0
Bus_2015_02125.jpg,7,0,6,1
Bus_2015_02127.jpg,1,1,0,0
Bus_2015_02128.jpg,0,0,0,0
Bus_2015_02131.jpg,3,0,3,0
Bus_2015_02133.jpg,1,0,1,0
Bus_2015_02137.jpg,3,0,1,2
Bus_2015_02138.jpg,6,5,0,1
Bus_2015_02139.jpg,8,8,0,0
Bus_2015_02140.jpg,0,0,0,0
Bus_2015_02141.jpg,0,0,0,0
Bus_2015_02142.jpg,9,3,6,0
Bus_2015_02144.jpg,0,0,0,0
Bus_2015_02146.jpg,1,0,0,1
Bus_2015_02147.jpg,0,0,0,0
Bus_2015_02149.jpg,8,3,5,0
Bus_2015_02151.jpg,2,1,1,0
Bus_2015_02152.jpg,2,2,0,0
Bus_2015_02153.jpg,10,8,2,0
Bus_2015_02155.jpg,0,0,0,0
Bus_2015_02157.jpg,0,0,0,0
Bus_2015_02162.jpg,0,0,0,0
Bus_2015_02165.jpg,2,1,1,0
Bus_2015_02166.jpg,0,0,0,0
Bus_2015_02173.jpg,7,4,3,0
Bus_2015_02175.jpg,0,0,0,0
Bus_2015_02176.jpg,5,3,2,0
Bus_2015_02178.jpg,0,0,0,0
Bus_2015_02179.jpg,9,1,8,0
Bus_2015_02180.jpg,14,4,10,0
Bus_2015_02181.jpg,6,4,1,1
Bus_2015_02182.jpg,1,1,0,0
Bus_2015_02184.jpg,6,4,2,0
Bus_2015_02185.jpg,3,1,2,0
Bus_2015_02187.jpg,1,1,0,0
Bus_2015_02189.jpg,0,0,0,0
Bus_2015_02190.jpg,8,0,6,2
Bus_2015_02193.jpg,6,6,0,0
Bus_2015_02195.jpg,0,0,0,0
Bus_2015_02198.jpg,10,9,0,1
Bus_2015_02199.jpg,5,2,2,1
Bus_2015_02203.jpg,2,0,2,0
Bus_2015_02208.jpg,0,0,0,0
Bus_2015_02210.jpg,0,0,0,0
Bus_2015_02211.jpg,8,3,5,0
Bus_2015_02212.jpg,4,4,0,0
Bus_2015_02213.jpg,7,1,3,3
Bus_2015_02215.jpg,0,0,0,0
Bus_2015_02216.jpg,0,0,0,0
Bus_2015_02217.jpg,3,1,0,2
Bus_2015_02220.jpg,4,3,1,0
Bus_2015_02221.jpg,3,0,3,0
Bus_2015_02223.jpg,7,3,4,0
Bus_2015_02227.jpg,0,0,0,0
Bus_2015_02228.jpg,1,0,1,0
Bus_2015_02229.jpg,1,0,0,1
Bus_2015_02230.jpg,0,0,0,0
Bus_2015_02231.jpg,3,0,2,1
Bus_2015_02232.jpg,3,0,3,0
Bus_2015_02233.jpg,0,0,0,0
Bus_2015_02234.JPG,8,7,1,0
Bus_2015_02238.jpg,1,0,0,1
Bus_2015_02239.JPEG,0,0,0,0
Bus_2015_02240.JPEG,10,2,8,0
Bus_2015_02241.JPEG,3,2,1,0
Bus_2015_02243.jpg,8,2,4,2
Bus_2015_02244.jpg,4,1,3,0
Bus_2015_02245.jpg,1,1,0,0
Bus_2015_02246.jpg,5,1,4,0
Bus_2015_02247.jpg,5,2,3,0
Bus_2015_02252.JPG,2,2,0,0
Bus_2015_02254.JPG,0,0,0,0
Bus_2015_02258.JPG,1,1,0,0
Bus_2015_02265.JPG,3,0,3,0
Bus_2015_02267.jpg,3,3,0,0
Bus_2015_02269.jpg,2,2,0,0
Bus_2015_02270.jpg,0,0,0,0
Bus_2015_02271.jpg,3,3,0,0
Bus_2015_02272.JPG,5,3,1,1
Bus_2015_02274.JPG,5,1,4,0
Bus_2015_02276.jpg,1,1,0,0
Bus_2015_02280.jpg,0,0,0,0
Bus_2015_02282.jpg,4,1,3,0
Bus_2015_02283.jpg,0,0,0,0
Bus_2015_02284.jpg,4,2,1,1
Bus_2015_02287.jpg,5,2,3,0
Bus_2015_02289.jpg,0,0,0,0
Bus_2015_02291.JPG,1,1,0,0
Bus_2015_02292.jpg,13,8,4,1
Bus_2015_02296.jpg,1,1,0,0
Bus_2015_02297.jpg,1,0,1,0
Bus_2015_02298.jpg,1,0,1,0
Bus_2015_02300.jpg,5,3,2,0
Bus_2015_02305.jpg,2,1,1,0
Bus_2015_02306.jpg,5,0,0,5
Bus_2015_02307.jpg,17,15,2,0
Bus_2015_02308.jpg,0,0,0,0
Bus_2015_02309.png,8,1,4,3
Bus_2015_02310.jpg,6,4,2,0
Bus_2015_02311.jpg,0,0,0,0
Bus_2015_02312.jpg,0,0,0,0
Bus_2015_02313.jpg,3,0,3,0
Bus_2015_02315.jpg,3,0,2,1
Bus_2015_02317.jpg,0,0,0,0
Bus_2015_02319.jpg,0,0,0,0
Bus_2015_02322.jpg,2,1,1,0
Bus_2015_02324.jpg,13,4,8,1
Bus_2015_02325.jpg,0,0,0,0
Bus_2015_02327.jpg,2,2,0,0
Bus_2015_02329.jpg,1,1,0,0
Bus_2015_02331.jpg,11,2,8,1
Bus_2015_02332.jpg,5,0,0,5
Bus_2015_02334.jpg,6,5,1,0
Bus_2015_02336.jpg,13,0,0,13
Bus_2015_02338.jpg,1,0,1,0
Bus_2015_02343.jpg,3,3,0,0
Bus_2015_02345.jpg,9,4,5,0
Bus_2015_02347.jpg,0,0,0,0
Bus_2015_02349.JPEG,2,2,0,0
Bus_2015_02351.JPEG,4,1,1,2
Bus_2015_02355.JPEG,3,1,2,0
Bus_2015_02360.jpg,6,1,5,0
Bus_2015_02364.jpg,0,0,0,0
Bus_2015_02365.jpg,1,0,1,0
Bus_2015_02367.jpg,17,4,12,1
Bus_2015_02368.jpg,3,2,1,0
Bus_2015_02370.jpg,0,0,0,0
Bus_2015_02373.jpg,7,3,3,1
Bus_2015_02374.jpg,14,11,1,2
Bus_2015_02375.jpg,16,1,14,1
Bus_2015_02381.jpg,7,5,2,0
Bus_2015_02382.jpg,0,0,0,0
Bus_2015_02384.jpg,2,0,0,2
Bus_2015_02387.jpg,7,0,7,0
Bus_2015_02392.jpg,0,0,0,0
Bus_2015_02395.jpg,7,0,2,5
Bus_2015_02397.jpg,0,0,0,0
Bus_2015_02399.png,2,0,1,1
Bus_2015_02404.jpg,2,0,2,0
Car_2015_02406.jpg,9,7,2,0
Car_2015_02407.jpg,0,0,0,0
Car_2015_02412.jpg,0,0,0,0
Car_2015_02414.jpg,4,4,0,0
Car_2015_02416.png,0,0,0,0
Car_2015_02417.jpg,19,14,4,1
Car_2015_02418.jpg,9,6,3,0
Car_2015_02419.jpg,3,3,0,0
Car_2015_02421.jpg,4,0,4,0
Car_2015_02422.jpg,50,7,37,6
Car_2015_02424.jpg,0,0,0,0
Car_2015_02426.jpg,0,0,0,0
Car_2015_02427.jpg,0,0,0,0
Car_2015_02428.jpg,0,0,0,0
Car_2015_02429.jpg,3,3,0,0
Car_2015_02430.jpg,0,0,0,0
Car_2015_02431.jpg,6,6,0,0
Car_2015_02432.jpg,1,1,0,0
Car_2015_02437.jpg,8,7,1,0
Car_2015_02438.jpg,4,4,0,0
Car_2015_02442.jpg,4,1,3,0
Car_2015_02443.jpg,1,1,0,0
Car_2015_02446.jpg,0,0,0,0
Car_2015_02449.jpg,2,0,2,0
Car_2015_02450.jpg,15,13,2,0
Car_2015_02454.jpg,1,0,1,0
Car_2015_02457.jpg,0,0,0,0
Car_2015_02460.jpg,15,13,2,0
Car_2015_02464.jpg,0,0,0,0
Car_2015_02468.jpg,22,18,4,0
Car_2015_02470.jpg,8,1,0,7
Car_2015_02472.jpg,14,0,0,14
Car_2015_02474.jpg,8,2,6,0
Car_2015_02477.jpg,0,0,0,0
Car_2015_02480.jpg,0,0,0,0
Car_2015_02486.jpg,0,0,0,0
Car_2015_02487.jpg,0,0,0,0
Car_2015_02488.jpg,2,0,0,2
Car_2015_02491.jpg,0,0,0,0
Car_2015_02493.jpg,0,0,0,0
Car_2015_02495.jpg,3,0,3,0
Car_2015_02498.jpg,4,0,1,3
Car_2015_02499.jpg,0,0,0,0
Car_2015_02500.jpg,7,6,1,0
Car_2015_02502.jpg,0,0,0,0
Car_2015_02504.jpg,10,0,4,6
Car_2015_02505.jpg,22,0,1,21
