Education_Sector,Entity_Type,SCHOOL_NO,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Catholic,2,1569,Our Lady of Perpetual Succour School,Primary,O,31 Erasmus Street,,SURREY HILLS,VIC,3127,31 Erasmus Street,,SURREY HILLS,VIC,3127,03 9898 7655,698,Whitehorse (C),145.111389,-37.830057
Catholic,2,1570,St Catherine's School,Primary,O,14-28 Fletcher Street,,MOORABBIN,VIC,3189,14-28 Fletcher Street,,MOORABBIN,VIC,3189,03 9555 7200,343,Kingston (C),145.052171,-37.938224
Catholic,2,1571,Sacred Heart Girls' College,Secondary,O,113 Warrigal Road,,HUGHESDALE,VIC,3166,PO Box 228,,OAKLEIGH,VIC,3166,03 9568 5488,497,Monash (C),145.086083,-37.902163
Catholic,2,1575,St Vincent de Paul's School,Primary,O,2 Rowell Street,,MORWELL EAST,VIC,3840,2 Rowell Street,,MORWELL EAST,VIC,3840,03 5134 2060,381,Latrobe (C),146.415478,-38.230608
Independent,2,1577,St Peter's Lutheran School,Primary,O,6-26 Horsham Road,,DIMBOOLA,VIC,3414,6-26 Horsham Road,,DIMBOOLA,VIC,3414,03 5389 1626,298,Hindmarsh (S),142.037578,-36.457061
Catholic,2,1578,St Mary's School,Primary,O,47 Hannon Street,,SEA LAKE,VIC,3533,47 Hannon Street,,SEA LAKE,VIC,3533,03 5070 1272,127,Buloke (S),142.85067,-35.501832
Catholic,2,1579,St Joseph's School,Primary,O,40 Milners Road,,YARRA JUNCTION,VIC,3797,PO Box 42A,,YARRA JUNCTION,VIC,3797,03 5967 1183,745,Yarra Ranges (S),145.616814,-37.792172
Catholic,2,1580,St Stephen's School,Primary,O,71 Whitelaw Street,,RESERVOIR EAST,VIC,3073,71 Whitelaw Street,,RESERVOIR EAST,VIC,3073,03 9460 3566,189,Darebin (C),145.019202,-37.711568
Catholic,2,1581,St Brendan's School,Primary,O,Golf Links Road,,LAKES ENTRANCE,VIC,3909,PO Box 914,,LAKES ENTRANCE,VIC,3909,03 5155 2712,211,East Gippsland (S),148.012335,-37.87102
Catholic,2,1582,St Martin of Tours School,Primary,O,2-12 Silk Street,,ROSANNA,VIC,3084,PO Box 430,,ROSANNA,VIC,3084,03 8458 7500,66,Banyule (C),145.076979,-37.735182
Catholic,2,1583,St Michael's School,Primary,O,Queen Elizabeth Drive,,TALLANGATTA,VIC,3700,PO Box 13,,TALLANGATTA,VIC,3700,02 6071 2386,667,Towong (S),147.173415,-36.216232
Catholic,2,1584,Christ Our Holy Redeemer School,Primary,O,43 Ferntree Gully Road,,OAKLEIGH EAST,VIC,3166,43 Ferntree Gully Road,,OAKLEIGH EAST,VIC,3166,03 9569 8966,497,Monash (C),145.105753,-37.896158
Catholic,2,1585,Our Lady of the Nativity School,Primary,O,29 Fawkner Street,,ABERFELDIE,VIC,3040,29 Fawkner Street,,ABERFELDIE,VIC,3040,03 9337 4204,506,Moonee Valley (C),144.896581,-37.756347
Catholic,2,1588,St John's Regional College,Secondary,O,5-11 Caroline Street,,DANDENONG,VIC,3175,Private Bag 5040 MDC,,DANDENONG,VIC,3175,03 9791 3366,267,Greater Dandenong (C),145.226256,-37.990229
Catholic,2,1589,Nagle College,Secondary,O,20 Hope Avenue,,BAIRNSDALE,VIC,3875,PO Box 507,,BAIRNSDALE,VIC,3875,03 5152 6122,211,East Gippsland (S),147.587656,-37.837096
Catholic,2,1590,St Mary's School,Pri/Sec,O,12 Watkin Street,,ROBINVALE,VIC,3549,PO Box 379,,ROBINVALE,VIC,3549,03 5026 3483,661,Swan Hill (RC),142.7785055,-34.58470583
Catholic,2,1591,Our Lady's School,Primary,O,White Street,,WANGARATTA,VIC,3677,PO Box 486,,WANGARATTA,VIC,3676,03 5721 3783,670,Wangaratta (RC),146.321144,-36.372191
Catholic,2,1592,Emmaus College,Secondary,O,503 Springvale Road,,VERMONT SOUTH,VIC,3133,503 Springvale Road,,VERMONT SOUTH,VIC,3133,03 9845 3211,698,Whitehorse (C),145.174107,-37.84779
Catholic,2,1593,St Dominic's School,Primary,O,408 Camp Road,,BROADMEADOWS,VIC,3047,PO Box 274,,BROADMEADOWS,VIC,3047,03 9309 4146,327,Hume (C),144.923702,-37.685055
Catholic,2,1594,St Patrick's School,Primary,O,Mangan Street,,TONGALA,VIC,3621,Mangan Street,,TONGALA,VIC,3621,03 5859 0371,137,Campaspe (S),144.953591,-36.252656
Catholic,2,1595,St Bridget's School,Primary,O,36 Sweyn Street,,BALWYN NORTH,VIC,3104,36 Sweyn Street,,BALWYN NORTH,VIC,3104,03 9857 6394,111,Boroondara (C),145.103253,-37.795925
Catholic,2,1596,St Leonard's School,Primary,O,349 Springvale Road,,GLEN WAVERLEY,VIC,3150,349 Springvale Road,,GLEN WAVERLEY,VIC,3150,03 9560 8491,497,Monash (C),145.163894,-37.886803
Catholic,2,1598,St Scholastica's School,Primary,O,4-8 Starling Street,,BENNETTSWOOD,VIC,3125,4-8 Starling Street,,BENNETTSWOOD,VIC,3125,03 9808 7279,698,Whitehorse (C),145.125908,-37.851646
Catholic,2,1600,St Christopher's School,Primary,O,2-16 Doon Avenue,,GLEN WAVERLEY,VIC,3150,2-16 Doon Avenue,,GLEN WAVERLEY,VIC,3150,03 9803 0011,497,Monash (C),145.1501975,-37.87109838
Catholic,2,1602,St John Vianney's School,Primary,O,Brisbane Terrace,,PARKDALE EAST,VIC,3195,Brisbane Terrace,,PARKDALE EAST,VIC,3195,03 9580 5812,343,Kingston (C),145.09249,-37.99047
Catholic,2,1604,Ss Peter & Paul's School,Primary,O,16 Beverley Street,,DONCASTER EAST,VIC,3109,16 Beverley Street,,DONCASTER EAST,VIC,3109,03 9842 2056,421,Manningham (C),145.1534,-37.790552
Catholic,2,1605,St Mary of the Angels College,Secondary,O,Chapel Street,,NATHALIA,VIC,3638,PO Box 141,,NATHALIA,VIC,3638,03 5866 2222,490,Moira (S),145.208748,-36.057656
Catholic,2,1607,Holy Family School,Primary,O,100 Power Road,,DOVETON,VIC,3177,PO Box 34,,DOVETON,VIC,3177,03 9791 1853,161,Casey (C),145.238629,-37.990496
Catholic,2,1608,Aquinas College,Secondary,O,46 Great Ryrie Street,,RINGWOOD,VIC,3134,PO Box 190,,RINGWOOD,VIC,3134,03 9259 3000,441,Maroondah (C),145.234935,-37.823058
Independent,2,1609,Leibler Yavneh College,Pri/Sec,O,2 Nagle Avenue,,ELSTERNWICK,VIC,3185,PO Box 164,,CAULFIELD SOUTH,VIC,3162,03 9528 4911,231,Glen Eira (C),145.006626,-37.892871
Independent,2,1610,Peninsula Grammar,Pri/Sec,O,20 Wooralla Drive,,MT ELIZA,VIC,3930,Private Bag No 3,,MT ELIZA,VIC,3930,03 9788 7777,534,Mornington Peninsula (S),145.090692,-38.198174
Catholic,2,1612,St Matthew's School,Primary,O,95 William Street,,FAWKNER NORTH,VIC,3060,95 William Street,,FAWKNER NORTH,VIC,3060,03 9359 5423,525,Moreland (C),144.967951,-37.698156
Catholic,2,1613,St John Vianney's School,Primary,O,23 Police Road,,MULGRAVE,VIC,3170,23 Police Road,,MULGRAVE,VIC,3170,03 9546 4161,497,Monash (C),145.159559,-37.932718
Catholic,2,1615,St Luke's School,Primary,O,1A David Street,,LALOR,VIC,3075,1A David Street,,LALOR,VIC,3075,03 9465 2099,707,Whittlesea (C),145.0188321,-37.67237431
Catholic,2,1616,St Francis de Sales School,Primary,O,626 Pascoe Vale Road,,OAK PARK,VIC,3046,PO Box 2109,,OAK PARK,VIC,3046,03 9306 9444,525,Moreland (C),144.921079,-37.718847
Independent,2,1617,St John's Lutheran School Geelong,Primary,O,33 Aberdeen Street,,GEELONG,VIC,3220,33 Aberdeen Street,,GEELONG,VIC,3220,03 5221 5221,275,Greater Geelong (C),144.347467,-38.147331
Catholic,2,1618,St Thomas More's School,Primary,O,Reynold's Lane,,BELGRAVE,VIC,3160,PO Box 21,,BELGRAVE,VIC,3160,03 9754 4444,745,Yarra Ranges (S),145.3526801,-37.90841476
Catholic,2,1619,St Pius X School,Primary,O,32-34 Hoddle Street,,WARRNAMBOOL WEST,VIC,3280,32-34 Hoddle Street,,WARRNAMBOOL WEST,VIC,3280,03 5562 2506,673,Warrnambool (C),142.46583,-38.364916
Catholic,2,1620,St Christopher's School,Primary,O,34 Roberts Road,,AIRPORT WEST,VIC,3042,34 Roberts Road,,AIRPORT WEST,VIC,3042,03 9338 3591,506,Moonee Valley (C),144.880249,-37.72501
Catholic,2,1622,Sacred Heart School,Primary,O,125 Hart Street,,ELIMINYT,VIC,3250,PO Box 221,,ELIMINYT,VIC,3250,03 5231 5292,175,Colac-Otway (S),143.578547,-38.353155
Catholic,2,1623,Sacred Heart School,Primary,O,25 Gipson Street,,DIAMOND CREEK,VIC,3089,25 Gipson Street,,DIAMOND CREEK,VIC,3089,03 9438 1590,571,Nillumbik (S),145.158777,-37.67214795
Catholic,2,1624,St Michael's School,Primary,O,16 Scanlan Street,,BERWICK,VIC,3806,PO Box 424,,BERWICK,VIC,3806,03 9707 1600,161,Casey (C),145.353572,-38.033824
Catholic,2,1625,Ave Maria College,Secondary,O,14-22 Vida Street,,ABERFELDIE,VIC,3040,14-22 Vida Street,,ABERFELDIE,VIC,3040,03 9331 9300,506,Moonee Valley (C),144.897964,-37.756618
Independent,2,1626,Bialik College,Pri/Sec,O,429 Auburn Road,,HAWTHORN EAST,VIC,3122,429 Auburn Road,,HAWTHORN EAST,VIC,3122,03 9822 7981,111,Boroondara (C),145.043371,-37.842269
Catholic,2,1627,Our Lady of the Way School,Primary,O,11-13 Green Avenue,,KINGSBURY,VIC,3083,PO Box 159,,KINGSBURY,VIC,3083,03 9460 6684,189,Darebin (C),145.035525,-37.715261
Catholic,2,1628,St Luke the Evangelist School,Primary,O,46 Orchard Grove,,BLACKBURN SOUTH,VIC,3130,PO Box 45,,BLACKBURN SOUTH,VIC,3130,03 9877 4023,698,Whitehorse (C),145.146714,-37.835551
Catholic,2,1629,St Bernard's School,Primary,O,2-14 Williams Road,,WANGARATTA,VIC,3677,2-14 Williams Road,,WANGARATTA,VIC,3677,03 5721 4431,670,Wangaratta (RC),146.305601,-36.346559
Catholic,2,1632,Our Lady Help of Christians School,Primary,O,15 Munro Street,,MURTOA,VIC,3390,PO Box 92,,MURTOA,VIC,3390,03 5385 2526,763,Yarriambiack (S),142.473651,-36.622676
Independent,2,1633,Luther College,Secondary,O,Plymouth Rd,,CROYDON HILLS,VIC,3136,Plymouth Rd,,CROYDON HILLS,VIC,3136,03 9724 2000,441,Maroondah (C),145.272909,-37.782963
Catholic,2,1634,Marian College,Secondary,O,196 Glengala Road,,SUNSHINE WEST,VIC,3020,196 Glengala Road,,SUNSHINE WEST,VIC,3020,03 9363 1711,118,Brimbank (C),144.806129,-37.787731
Catholic,2,1635,Mount St Joseph Girls' College,Secondary,O,133 Maidstone Street,,ALTONA,VIC,3018,PO Box 139,,ALTONA NORTH,VIC,3025,03 8398 2000,311,Hobsons Bay (C),144.811674,-37.863902
Catholic,2,1638,Our Lady Help of Christians School,Primary,O,480A Gillies Street,,WENDOUREE,VIC,3355,480A Gillies Street,,WENDOUREE,VIC,3355,03 5339 4726,57,Ballarat (C),143.825614,-37.525436
Catholic,2,1640,St Clement of Rome School,Primary,O,9 Egan Drive,,BULLEEN,VIC,3105,9 Egan Drive,,BULLEEN,VIC,3105,03 9850 1216,421,Manningham (C),145.090333,-37.767296
Catholic,2,1641,St Joseph's Primary School,Primary,O,212 Boronia Road,,BORONIA,VIC,3155,PO Box 505,,BORONIA,VIC,3155,03 9762 3275,367,Knox (C),145.274814,-37.862707
Catholic,2,1642,Sacred Heart School,Primary,O,111-115 Hansen Street,,CORRYONG,VIC,3707,PO Box 213,,CORRYONG,VIC,3707,02 6076 1138,667,Towong (S),147.89919,-36.198241
Catholic,2,1644,Mater Christi College,Secondary,O,28 Bayview Road,,BELGRAVE,VIC,3160,28 Bayview Road,,BELGRAVE,VIC,3160,03 9754 6611,745,Yarra Ranges (S),145.3588871,-37.9106377
Catholic,2,1645,Our Lady of Lourdes School,Primary,O,23 Orange Grove,,BAYSWATER,VIC,3153,23 Orange Grove,,BAYSWATER,VIC,3153,03 9729 3411,367,Knox (C),145.265765,-37.848985
Catholic,2,1646,St Joseph's College,Secondary,O,5 Brenock Park Drive,,FERNTREE GULLY,VIC,3156,5 Brenock Park Drive,,FERNTREE GULLY,VIC,3156,03 9758 2000,367,Knox (C),145.295093,-37.89049
Independent,2,1647,St Paul's College Balwyn,Special,O,3 Brenbeal Street,,BALWYN,VIC,3101,3 Brenbeal Street,,BALWYN,VIC,3101,03 8595 2470,111,Boroondara (C),145.086858,-37.81235
Catholic,2,1648,Annunciation School,Primary,O,4-14 Nolan Avenue,,BROOKLYN,VIC,3012,PO Box 431,,ALTONA NORTH,VIC,3025,03 9314 6271,311,Hobsons Bay (C),144.847959,-37.820989
Catholic,2,1649,St Louis de Montfort's School,Primary,O,37 Dolphin Street,,ASPENDALE,VIC,3195,37 Dolphin Street,,ASPENDALE,VIC,3195,03 9580 5169,343,Kingston (C),145.102261,-38.018128
Catholic,2,1650,St Thomas More's School,Primary,O,30 Angus Street,,HADFIELD,VIC,3046,30 Angus Street,,HADFIELD,VIC,3046,03 9312 8200,525,Moreland (C),144.944942,-37.707293
Catholic,2,1651,Avila College,Secondary,O,35 Charles Street,,MOUNT WAVERLEY,VIC,3149,35 Charles Street,,MOUNT WAVERLEY,VIC,3149,03 9831 9600,497,Monash (C),145.133255,-37.874671
Catholic,2,1652,St Philip's School,Primary,O,60 Junction Road,,BLACKBURN NORTH,VIC,3130,60 Junction Road,,BLACKBURN NORTH,VIC,3130,03 9878 6501,698,Whitehorse (C),145.166588,-37.807643
Catholic,2,1653,Holy Child School,Primary,O,227 Blair Street,,DALLAS,VIC,3047,PO Box 399,,DALLAS,VIC,3047,03 9309 1620,327,Hume (C),144.931984,-37.665736
Catholic,2,1654,Emmanuel College,Secondary,O,423 Blackshaws Road,,ALTONA NORTH,VIC,3025,PO Box 5,,ALTONA NORTH,VIC,3025,03 8325 5100,311,Hobsons Bay (C),144.842389,-37.831623
Catholic,2,1655,St Peter Julian Eymard,Primary,O,Reay Road,,MOOROOLBARK,VIC,3138,PO Box 152,,MOOROOLBARK,VIC,3138,03 9725 0595,745,Yarra Ranges (S),145.3175154,-37.7879128
Catholic,2,1656,St Damian's School,Primary,O,5 Settlement Road,,BUNDOORA,VIC,3083,PO Box 63,,BUNDOORA,VIC,3083,03 9467 8566,707,Whittlesea (C),145.0572167,-37.6984942
Catholic,2,1657,St Monica's College,Secondary,O,400 Dalton Road,,EPPING,VIC,3076,400 Dalton Road,,EPPING,VIC,3076,03 9409 8800,707,Whittlesea (C),145.031414,-37.655184
Independent,2,1658,Yarra Valley Grammar,Pri/Sec,O,Kalinda Road,,RINGWOOD,VIC,3134,Kalinda Road,,RINGWOOD,VIC,3134,03 9262 7777,441,Maroondah (C),145.258164,-37.783701
Catholic,2,1659,Christ the King School,Primary,O,79 Wilsons Road,,NEWCOMB,VIC,3219,79 Wilsons Road,,NEWCOMB,VIC,3219,03 5248 1093,275,Greater Geelong (C),144.393098,-38.166554
Catholic,2,1661,Mercy College,Secondary,O,760 Sydney Road,,COBURG,VIC,3058,760 Sydney Road,,COBURG,VIC,3058,03 9319 9299,525,Moreland (C),144.964562,-37.730398
Catholic,2,1663,St Timothy's School,Primary,O,21 Stevens Road,,VERMONT,VIC,3133,21 Stevens Road,,VERMONT,VIC,3133,03 9878 4188,698,Whitehorse (C),145.183654,-37.840389
Catholic,2,1664,St Mary's School,Primary,O,4-12 Duke Street,,MAFFRA,VIC,3860,PO Box 69,,MAFFRA,VIC,3860,03 5147 1334,681,Wellington (S),146.9723891,-37.96350023
Catholic,2,1665,St Macartan's School,Primary,O,97 Bungower Road,,MORNINGTON,VIC,3931,PO Box 1126,,MORNINGTON,VIC,3931,03 5979 9200,534,Mornington Peninsula (S),145.070463,-38.223213
Catholic,2,1667,St John's School,Primary,O,Jayne Street,,FRANKSTON EAST,VIC,3199,Jayne Street,,FRANKSTON EAST,VIC,3199,03 9789 9794,217,Frankston (C),145.148098,-38.145823
Catholic,2,1669,St Mary's College for the Deaf,Special,O,10A Riddell Road,,WANTIRNA SOUTH,VIC,3152,10A Riddell Road,,WANTIRNA SOUTH,VIC,3152,03 9800 2733,367,Knox (C),145.242789,-37.877901
Catholic,2,1670,John Paul College,Secondary,O,165 Mc Mahons Road,,FRANKSTON,VIC,3199,PO Box 3105,,FRANKSTON EAST,VIC,3199,03 9784 0200,217,Frankston (C),145.138867,-38.13557
Catholic,2,1671,St Anne's School,Primary,O,86-94 Austin Road,,SEAFORD,VIC,3198,PO Box 2059,,SEAFORD,VIC,3198,03 9786 4736,217,Frankston (C),145.140947,-38.106598
Catholic,2,1673,Mazenod College,Secondary,O,Kernot Ave,,MULGRAVE,VIC,3170,PO Box 286,,MULGRAVE,VIC,3170,03 9560 0911,497,Monash (C),145.166144,-37.915204
Catholic,2,1674,St Martin de Porres School,Primary,O,158 Military Road,,AVONDALE HEIGHTS,VIC,3034,158 Military Road,,AVONDALE HEIGHTS,VIC,3034,03 9331 9000,506,Moonee Valley (C),144.861624,-37.758468
Catholic,2,1678,St Gregory the Great School,Primary,O,396 Manningham Road,,DONCASTER,VIC,3108,396 Manningham Road,,DONCASTER,VIC,3108,03 9848 4483,421,Manningham (C),145.122282,-37.780598
Independent,2,1679,Maranatha Christian School,Pri/Sec,O,104-108 Reema Boulevard,,ENDEAVOUR HILLS,VIC,3802,104-108 Reema Boulevard,,ENDEAVOUR HILLS,VIC,3802,03 9709 7209,161,Casey (C),145.278034,-37.970919
Catholic,2,1680,St Kevin's School,Primary,O,26-44 Herlihys Road,,TEMPLESTOWE LOWER,VIC,3107,PO Box 985,,TEMPLESTOWE,VIC,3106,03 9273 9999,421,Manningham (C),145.122868,-37.761267
Catholic,2,1681,St James' School,Primary,O,51 Centre Road,,VERMONT,VIC,3133,51 Centre Road,,VERMONT,VIC,3133,03 9874 1830,698,Whitehorse (C),145.20969,-37.836748
Catholic,2,1682,Good Shepherd School,Primary,O,30 Academy Avenue,,WHEELERS HILL,VIC,3150,30 Academy Avenue,,WHEELERS HILL,VIC,3150,03 9562 0229,497,Monash (C),145.166052,-37.908123
Catholic,2,1684,MacKillop Catholic Regional College,Secondary,O,1 Russell Street,,WERRIBEE,VIC,3030,PO Box 522,,WERRIBEE,VIC,3030,03 8734 5200,726,Wyndham (C),144.6651016,-37.90950211
Catholic,2,1685,St James'  College,Secondary,O,156 Bignell Road,,BENTLEIGH EAST,VIC,3165,PO Box 77,,BENTLEIGH EAST,VIC,3165,03 9575 8100,231,Glen Eira (C),145.071365,-37.926472
Catholic,2,1689,St Thomas' School,Primary,O,Guthridge Parade,,SALE,VIC,3850,Guthridge Parade,,SALE,VIC,3850,03 5144 1332,681,Wellington (S),147.08331,-38.09940329
Catholic,2,1690,St Leo the Great Primary School,Primary,O,389 Mason Street,,ALTONA NORTH,VIC,3025,PO Box 145,,ALTONA NORTH,VIC,3025,03 9391 5522,311,Hobsons Bay (C),144.851693,-37.839216
Catholic,2,1692,St Peter's School,Primary,O,2A Parkside Avenue,,KEILOR EAST,VIC,3033,PO Box 116,,KEILOR EAST,VIC,3033,03 9337 4111,506,Moonee Valley (C),144.859418,-37.744237
Catholic,2,1693,Our Lady Help of Christians School,Primary,O,28 Selby Road,,WARRNAMBOOL EAST,VIC,3280,28 Selby Road,,WARRNAMBOOL EAST,VIC,3280,03 5562 5559,673,Warrnambool (C),142.519533,-38.385247
Catholic,2,1694,Marian College,Secondary,O,11-49 Prince Street,,MYRTLEFORD,VIC,3737,PO Box 215,,MYRTLEFORD,VIC,3737,03 5752 1596,11,Alpine (S),146.72536,-36.55334
Catholic,2,1696,St Martin de Porres School,Primary,O,13-25 Bellin Street,,LAVERTON,VIC,3028,PO Box 153,,LAVERTON,VIC,3028,03 9369 1070,311,Hobsons Bay (C),144.77698,-37.853783
Catholic,2,1697,St Jude the Apostle School,Primary,O,53 George Street,,SCORESBY,VIC,3179,53 George Street,,SCORESBY,VIC,3179,03 9763 7703,367,Knox (C),145.225957,-37.889844
Catholic,2,1699,St Monica's School,Primary,O,137 Brockley Street,,WODONGA WEST,VIC,3690,137 Brockley Street,,WODONGA WEST,VIC,3690,02 6024 3151,717,Wodonga (C),146.872637,-36.126753
Independent,2,1701,Mount Evelyn Christian School/Ranges TEC,Pri/Sec,O,135 York Road,,MOUNT EVELYN,VIC,3796,135 York Road,,MOUNT EVELYN,VIC,3796,03 9738 6000,745,Yarra Ranges (S),145.3670969,-37.79883442
Independent,2,1706,Melbourne Rudolf Steiner School,Pri/Sec,O,213 Wonga Road,,WARRANWOOD,VIC,3134,213 Wonga Road,,WARRANWOOD,VIC,3134,03 9876 2633,441,Maroondah (C),145.248811,-37.777221
Catholic,2,1709,St Peter's School,Primary,O,Fenton Street,,BENDIGO NORTH,VIC,3550,Fenton Street,,BENDIGO NORTH,VIC,3550,03 5443 9319,262,Greater Bendigo (C),144.2727362,-36.74416599
Catholic,2,1710,St Mark's School,Primary,O,4-6 Dimar Court,,DINGLEY,VIC,3172,4-6 Dimar Court,,DINGLEY,VIC,3172,03 9551 1150,343,Kingston (C),145.129566,-37.986656
Independent,2,1711,The Currajong School,Special,O,90 Darling Road,,MALVERN EAST,VIC,3145,PO Box 8,,DARLING SOUTH,VIC,3145,03 9571 7869,635,Stonnington (C),145.059946,-37.875953
Independent,2,1712,Nunawading Christian College-Secondary,Secondary,O,161 Central Rd,,NUNAWADING,VIC,3131,PO Box 216,,NUNAWADING,VIC,3131,03 9877 3555,698,Whitehorse (C),145.1690183,-37.82254717
Independent,2,1714,Eltham College,Pri/Sec,O,1660 Main Road,,RESEARCH,VIC,3095,PO Box 40,,ELTHAM,VIC,3095,03 9437 1421,571,Nillumbik (S),145.192232,-37.70044311
Catholic,2,1715,Holy Eucharist School,Primary,O,1A Oleander Drive,,ST ALBANS SOUTH,VIC,3021,1A Oleander Drive,,ST ALBANS SOUTH,VIC,3021,03 8312 0900,118,Brimbank (C),144.811408,-37.756436
Catholic,2,1719,St Paul's Primary School,Primary,O,Fourteenth Street,,MILDURA,VIC,3500,PO Box 4004,,MILDURA,VIC,3502,03 5023 4567,478,Mildura (RC),142.156034,-34.204601
Independent,2,1721,Learning Co-Operative School,Primary,O,10 Laceys Road,,COTTLES BRIDGE,VIC,3099,PO Box 140,,HURSTBRIDGE,VIC,3099,03 9718 1481,571,Nillumbik (S),145.2133347,-37.62939233
Catholic,2,1722,St Peter Apostle School,Primary,O,16-38 Guinane Avenue,,HOPPERS CROSSING,VIC,3029,16-38 Guinane Avenue,,HOPPERS CROSSING,VIC,3029,03 9749 1055,726,Wyndham (C),144.69031,-37.874642
Independent,2,1724,Donvale Christian College,Pri/Sec,O,155 Tindals Road,,DONVALE,VIC,3111,155 Tindals Road,,DONVALE,VIC,3111,03 9844 2471,421,Manningham (C),145.193451,-37.774028
Independent,2,1728,Berengarra School,Special,O,43 Harrison Street,,BOX HILL NORTH,VIC,3129,PO Box 356,,KERRIMUIR,VIC,3129,03 9898 9167,698,Whitehorse (C),145.132142,-37.80388
Independent,2,1729,Sholem Aleichem College,Primary,O,11 Sinclair St,,ELSTERNWICK,VIC,3185,11 Sinclair St,,ELSTERNWICK,VIC,3185,03 8527 3000,231,Glen Eira (C),145.001203,-37.882289
Catholic,2,1733,St John XXIII Primary School,Primary,O,Regal Avenue,,THOMASTOWN EAST,VIC,3074,Regal Avenue,,THOMASTOWN EAST,VIC,3074,03 9465 6066,707,Whittlesea (C),145.0392037,-37.67842204
Independent,2,1734,Braemar College,Pri/Sec,O,1499 Mt Macedon Rd,,WOODEND,VIC,3442,1499 Mt Macedon Rd,,WOODEND,VIC,3442,03 5427 2500,413,Macedon Ranges (S),144.5759811,-37.36382882
Catholic,2,1735,School of the Good Shepherd,Primary,O,88 South Circular Road,,GLADSTONE PARK,VIC,3043,PO Box 2400,,GLADSTONE PARK,VIC,3043,03 9338 7686,327,Hume (C),144.889458,-37.693031
Catholic,2,1736,St Agatha's School,Primary,O,Scott Street,,CRANBOURNE,VIC,3977,PO Box 35,,CRANBOURNE,VIC,3977,03 5996 2724,161,Casey (C),145.278852,-38.111642
Catholic,2,1737,Resurrection School,Primary,O,402 Corrigan Road,,KEYSBOROUGH,VIC,3173,402 Corrigan Road,,KEYSBOROUGH,VIC,3173,03 9798 4126,267,Greater Dandenong (C),145.16293,-37.989944
Catholic,2,1739,St Dominic's School,Primary,O,Church Street,,MELTON,VIC,3337,PO Box 298,,MELTON,VIC,3337,03 9743 6225,465,Melton (C),144.584635,-37.680915
Catholic,2,1741,St Francis Xavier School,Primary,O,143 Bacchus Marsh Road,,CORIO,VIC,3214,143 Bacchus Marsh Road,,CORIO,VIC,3214,03 5275 1974,275,Greater Geelong (C),144.358129,-38.072033
Independent,2,1742,Gilson College,Pri/Sec,O,450 Taylors Road,,TAYLORS HILL,VIC,3037,450 Taylors Road,,TAYLORS HILL,VIC,3037,03 9365 9365,465,Melton (C),144.763149,-37.724602
Independent,2,1743,Cheshire School,Special,O,583 Ferntree Gully Road,,GLEN WAVERLEY,VIC,3150,Post Office Box 4190,,MULGRAVE,VIC,3170,03 8562 5100,497,Monash (C),145.158092,-37.902842
Catholic,2,1744,Galen Catholic College,Secondary,O,College Street,,WANGARATTA,VIC,3677,PO Box 630,,WANGARATTA,VIC,3676,03 5721 6322,670,Wangaratta (RC),146.310537,-36.338747
Catholic,2,1747,Holy Spirit School,Primary,O,120 Oban Road,,RINGWOOD NORTH,VIC,3134,120 Oban Road,,RINGWOOD NORTH,VIC,3134,03 9876 1103,441,Maroondah (C),145.236917,-37.793231
Catholic,2,1750,Lumen Christi School,Primary,O,35 Williams Avenue,,CHURCHILL,VIC,3842,PO Box 78,,CHURCHILL,VIC,3842,03 5122 2231,381,Latrobe (C),146.4157105,-38.31640225
Catholic,2,1751,Holy Saviour Parish School,Primary,O,765 Highbury Road,,VERMONT SOUTH,VIC,3133,765 Highbury Road,,VERMONT SOUTH,VIC,3133,03 9803 6828,698,Whitehorse (C),145.175038,-37.862336
Catholic,2,1752,St Clare's School,Primary,O,Harbard Street,,THOMASTOWN WEST,VIC,3074,Harbard Street,,THOMASTOWN WEST,VIC,3074,03 9465 8535,707,Whittlesea (C),144.9977174,-37.67775056
Independent,2,1754,Nhill Lutheran School,Primary,O,2 Mackay St,,NHILL,VIC,3418,2 Mackay St,,NHILL,VIC,3418,03 5391 2144,298,Hindmarsh (S),141.662154,-36.327734
Catholic,2,1758,St Anne's School,Primary,O,16-24  Stewarts Lane,,SUNBURY,VIC,3429,PO Box 264,,SUNBURY,VIC,3429,03 9744 3055,327,Hume (C),144.717457,-37.568388
Catholic,2,1759,Our Lady of the Pines School,Primary,O,77 Carbine Street,,DONVALE,VIC,3111,77 Carbine Street,,DONVALE,VIC,3111,03 9842 2991,421,Manningham (C),145.177211,-37.774442
Catholic,2,1760,St Jude's School,Primary,O,30 Warrandyte Road,,LANGWARRIN,VIC,3910,PO Box 4063,,LANGWARRIN,VIC,3910,03 9789 7581,217,Frankston (C),145.191109,-38.155275
Catholic,2,1761,St Paul's Kealba Catholic School,Primary,O,230-240 Sunshine Avenue,,KEALBA,VIC,3021,230-240 Sunshine Avenue,,KEALBA,VIC,3021,03 9366 6033,118,Brimbank (C),144.81963,-37.733736
