,Bay_id,Status,Hour,Minutes,DayOfWeek,Date,Week_Number
368,1001,Unoccupied,20,0,Saturday,2021-08-07,1
369,1001,Unoccupied,20,15,Saturday,2021-08-07,1
370,1001,Unoccupied,20,30,Saturday,2021-08-07,1
371,1001,Unoccupied,20,45,Saturday,2021-08-07,1
372,1001,Present,21,0,Saturday,2021-08-07,1
373,1001,Present,21,15,Saturday,2021-08-07,1
374,1001,Unoccupied,21,30,Saturday,2021-08-07,1
375,1001,Present,21,45,Saturday,2021-08-07,1
376,1001,Present,22,0,Saturday,2021-08-07,1
377,1001,Present,22,15,Saturday,2021-08-07,1
378,1001,Present,22,30,Saturday,2021-08-07,1
379,1001,Unoccupied,22,45,Saturday,2021-08-07,1
380,1001,Present,23,0,Saturday,2021-08-07,1
381,1001,Unoccupied,23,15,Saturday,2021-08-07,1
382,1001,Unoccupied,23,30,Saturday,2021-08-07,1
383,1001,Unoccupied,23,45,Saturday,2021-08-07,1
384,1001,Present,0,0,Sunday,2021-08-08,1
385,1001,Unoccupied,0,15,Sunday,2021-08-08,1
386,1001,Present,0,30,Sunday,2021-08-08,1
387,1001,Unoccupied,0,45,Sunday,2021-08-08,1
388,1001,Unoccupied,1,0,Sunday,2021-08-08,1
389,1001,Present,1,15,Sunday,2021-08-08,1
390,1001,Unoccupied,1,30,Sunday,2021-08-08,1
391,1001,Unoccupied,1,45,Sunday,2021-08-08,1
392,1001,Present,2,0,Sunday,2021-08-08,1
393,1001,Unoccupied,2,15,Sunday,2021-08-08,1
394,1001,Present,2,30,Sunday,2021-08-08,1
395,1001,Unoccupied,2,45,Sunday,2021-08-08,1
396,1001,Present,3,0,Sunday,2021-08-08,1
397,1001,Present,3,15,Sunday,2021-08-08,1
398,1001,Present,3,30,Sunday,2021-08-08,1
399,1001,Present,3,45,Sunday,2021-08-08,1
400,1001,Present,4,0,Sunday,2021-08-08,1
401,1001,Present,4,15,Sunday,2021-08-08,1
402,1001,Unoccupied,4,30,Sunday,2021-08-08,1
403,1001,Present,4,45,Sunday,2021-08-08,1
404,1001,Present,5,0,Sunday,2021-08-08,1
405,1001,Unoccupied,5,15,Sunday,2021-08-08,1
406,1001,Unoccupied,5,30,Sunday,2021-08-08,1
407,1001,Unoccupied,5,45,Sunday,2021-08-08,1
408,1001,Unoccupied,6,0,Sunday,2021-08-08,1
409,1001,Present,6,15,Sunday,2021-08-08,1
410,1001,Present,6,30,Sunday,2021-08-08,1
411,1001,Unoccupied,6,45,Sunday,2021-08-08,1
412,1001,Unoccupied,7,0,Sunday,2021-08-08,1
413,1001,Unoccupied,7,15,Sunday,2021-08-08,1
414,1001,Unoccupied,7,30,Sunday,2021-08-08,1
415,1001,Unoccupied,7,45,Sunday,2021-08-08,1
416,1001,Unoccupied,8,0,Sunday,2021-08-08,1
417,1001,Unoccupied,8,15,Sunday,2021-08-08,1
418,1001,Unoccupied,8,30,Sunday,2021-08-08,1
419,1001,Present,8,45,Sunday,2021-08-08,1
420,1001,Unoccupied,9,0,Sunday,2021-08-08,1
421,1001,Present,9,15,Sunday,2021-08-08,1
422,1001,Unoccupied,9,30,Sunday,2021-08-08,1
423,1001,Present,9,45,Sunday,2021-08-08,1
424,1001,Unoccupied,10,0,Sunday,2021-08-08,1
425,1001,Unoccupied,10,15,Sunday,2021-08-08,1
426,1001,Present,10,30,Sunday,2021-08-08,1
427,1001,Present,10,45,Sunday,2021-08-08,1
428,1001,Unoccupied,11,0,Sunday,2021-08-08,1
429,1001,Unoccupied,11,15,Sunday,2021-08-08,1
430,1001,Present,11,30,Sunday,2021-08-08,1
431,1001,Unoccupied,11,45,Sunday,2021-08-08,1
432,1001,Unoccupied,12,0,Sunday,2021-08-08,1
433,1001,Present,12,15,Sunday,2021-08-08,1
434,1001,Present,12,30,Sunday,2021-08-08,1
435,1001,Unoccupied,12,45,Sunday,2021-08-08,1
436,1001,Unoccupied,13,0,Sunday,2021-08-08,1
437,1001,Unoccupied,13,15,Sunday,2021-08-08,1
438,1001,Unoccupied,13,30,Sunday,2021-08-08,1
439,1001,Present,13,45,Sunday,2021-08-08,1
440,1001,Unoccupied,14,0,Sunday,2021-08-08,1
441,1001,Present,14,15,Sunday,2021-08-08,1
442,1001,Unoccupied,14,30,Sunday,2021-08-08,1
443,1001,Unoccupied,14,45,Sunday,2021-08-08,1
444,1001,Unoccupied,15,0,Sunday,2021-08-08,1
445,1001,Unoccupied,15,15,Sunday,2021-08-08,1
446,1001,Unoccupied,15,30,Sunday,2021-08-08,1
447,1001,Unoccupied,15,45,Sunday,2021-08-08,1
448,1001,Unoccupied,16,0,Sunday,2021-08-08,1
449,1001,Present,16,15,Sunday,2021-08-08,1
450,1001,Present,16,30,Sunday,2021-08-08,1
451,1001,Unoccupied,16,45,Sunday,2021-08-08,1
452,1001,Present,17,0,Sunday,2021-08-08,1
453,1001,Unoccupied,17,15,Sunday,2021-08-08,1
454,1001,Present,17,30,Sunday,2021-08-08,1
455,1001,Unoccupied,17,45,Sunday,2021-08-08,1
456,1001,Unoccupied,18,0,Sunday,2021-08-08,1
457,1001,Present,18,15,Sunday,2021-08-08,1
458,1001,Unoccupied,18,30,Sunday,2021-08-08,1
459,1001,Unoccupied,18,45,Sunday,2021-08-08,1
460,1001,Present,19,0,Sunday,2021-08-08,1
461,1001,Unoccupied,19,15,Sunday,2021-08-08,1
462,1001,Present,19,30,Sunday,2021-08-08,1
463,1001,Unoccupied,19,45,Sunday,2021-08-08,1
464,1001,Present,20,0,Sunday,2021-08-08,1
465,1001,Unoccupied,20,15,Sunday,2021-08-08,1
466,1001,Present,20,30,Sunday,2021-08-08,1
467,1001,Unoccupied,20,45,Sunday,2021-08-08,1
468,1001,Present,21,0,Sunday,2021-08-08,1
469,1001,Unoccupied,21,15,Sunday,2021-08-08,1
470,1001,Unoccupied,21,30,Sunday,2021-08-08,1
471,1001,Present,21,45,Sunday,2021-08-08,1
472,1001,Unoccupied,22,0,Sunday,2021-08-08,1
473,1001,Unoccupied,22,15,Sunday,2021-08-08,1
474,1001,Unoccupied,22,30,Sunday,2021-08-08,1
475,1001,Unoccupied,22,45,Sunday,2021-08-08,1
476,1001,Unoccupied,23,0,Sunday,2021-08-08,1
477,1001,Present,23,15,Sunday,2021-08-08,1
478,1001,Unoccupied,23,30,Sunday,2021-08-08,1
479,1001,Present,23,45,Sunday,2021-08-08,1
480,1001,Present,0,0,Monday,2021-08-09,1
481,1001,Present,0,15,Monday,2021-08-09,1
482,1001,Unoccupied,0,30,Monday,2021-08-09,1
483,1001,Present,0,45,Monday,2021-08-09,1
484,1001,Present,1,0,Monday,2021-08-09,1
485,1001,Present,1,15,Monday,2021-08-09,1
486,1001,Unoccupied,1,30,Monday,2021-08-09,1
487,1001,Present,1,45,Monday,2021-08-09,1
488,1001,Present,2,0,Monday,2021-08-09,1
489,1001,Unoccupied,2,15,Monday,2021-08-09,1
490,1001,Present,2,30,Monday,2021-08-09,1
491,1001,Unoccupied,2,45,Monday,2021-08-09,1
492,1001,Unoccupied,3,0,Monday,2021-08-09,1
