stop_id,stop_name,stop_lat,stop_lon
"10059","St James Rd/Rosanna Rd (Heidelberg)","-37.74857343","145.07104262"
"1006","Alison St/Dalton Rd (Thomastown)","-37.68400262","145.02911547"
"10060","Station Rd/Rosanna Rd (Rosanna)","-37.74569732","145.07151451"
"10061","Millicent St/Lower Plenty Rd (Rosanna)","-37.74048948","145.06938001"
"10062","Arden Cres/Lower Plenty Rd (Rosanna)","-37.73967420","145.07077433"
"10063","Milford Gr/Lower Plenty Rd (Rosanna)","-37.73803532","145.07360848"
"10064","Lyons St/Hyde St (Footscray)","-37.80819460","144.89973818"
"10065","Harris St/Hyde St (Footscray)","-37.81115367","144.89840485"
"10066","Yarraville Gardens/Hyde St (Yarraville)","-37.81426950","144.89727143"
"10067","Lennox St/Hyde St (Yarraville)","-37.81611028","144.89690112"
"10068","Earsdon St/Hyde St (Yarraville)","-37.81822106","144.89651177"
"10069","Little Hyde St/Hyde St (Yarraville)","-37.81988291","144.89621467"
"1007","Buckingham Ct/Dalton Rd (Thomastown)","-37.68055186","145.02970572"
"10070","Hyde St/Francis St (Yarraville)","-37.82178620","144.89530858"
"10071","Stephen St/Francis St (Yarraville)","-37.82146439","144.89243217"
"10072","Hughes St/Francis St (Yarraville)","-37.82125253","144.89066597"
"10073","Evans St/Bridge St (Port Melbourne)","-37.83418498","144.94058784"
"10074","158 Bridge St (Port Melbourne)","-37.83588410","144.94241544"
"10075","Bay Street Shops/Bay St (Port Melbourne)","-37.83850980","144.94260383"
"10076","Cruikshank St/Liardet St (Port Melbourne)","-37.84002104","144.94502769"
"10077","Bridport St/Richardson St (Albert Park)","-37.84235279","144.94903119"
"10078","Albert Park Shops/Richardson St (Albert Park)","-37.84357915","144.95114500"
"10079","Kerferd Rd/Richardson St (Albert Park)","-37.84557519","144.95451040"
"1008","Wattle St/Dalton Rd (Thomastown)","-37.67855662","145.03003064"
"10080","Middle Park Primary School/Richardson St (Middle Park)","-37.84718593","144.95748885"
"10081","Wright St/Richardson St (Middle Park)","-37.84800597","144.95904590"
"10082","Nimmo St/Richardson St (Middle Park)","-37.84974881","144.96237323"
"10084","Armstrong St/Danks St (Middle Park)","-37.85308237","144.96284971"
"10086","Fraser St/Patterson St (St Kilda West)","-37.85536147","144.96696958"
"10087","Jacoby Reserve/Park St (St Kilda West)","-37.85719652","144.97043128"
"10088","44 Park St (St Kilda)","-37.85905675","144.97274446"
"1009","Maple St/Dalton Rd (Lalor)","-37.67500677","145.03062342"
"10093","Warland Rd/Carrington St (Hampton East)","-37.93606921","145.03372288"
"10094","Dane Rd/Spring Rd (Hampton East)","-37.93994574","145.03381301"
"10095","Besant St/Spring Rd (Hampton East)","-37.94259331","145.03316209"
"10099","Bluff Rd/Wickham Rd (Hampton)","-37.94288719","145.02327695"
"101","Aquarena/Williamsons Rd (Templestowe Lower)","-37.77437570","145.12637945"
"1010","Deakin Ave/Dalton Rd (Lalor)","-37.67174442","145.03116318"
"10100","June St/Bluff Rd (Hampton)","-37.94550441","145.02243298"
"10101","Abberfield Nursing Home/Bluff Rd (Sandringham)","-37.94805549","145.02194351"
"10102","Sandringham College Highett/Bluff Rd (Sandringham)","-37.95077656","145.02138116"
"10103","Bay Rd/Bluff Rd (Sandringham)","-37.95432383","145.02064863"
"10104","Holloway Rd/Bluff Rd (Sandringham)","-37.95769938","145.01988649"
"10105","College Gr/Balcombe Rd (Black Rock)","-37.97567846","145.01886832"
"10106","Cullinane St/Balcombe Rd (Black Rock)","-37.97603147","145.02110158"
"10107","Hunter Ave/Balcombe Rd (Black Rock)","-37.97638519","145.02391544"
"10108","Summerhill Rd/Balcombe Rd (Beaumaris)","-37.97668155","145.02653734"
"10109","Haydens Rd/Balcombe Rd (Beaumaris)","-37.97710062","145.03003259"
"1011","Ruth St/Dalton Rd (Lalor)","-37.66986608","145.03147359"
"10110","McNaught St/Balcombe Rd (Beaumaris)","-37.97805351","145.03527829"
"10111","Morey St/Balcombe Rd (Beaumaris)","-37.97814010","145.03938591"
"10112","Thistle St/Mt Alexander Rd (Essendon)","-37.75084981","144.91426534"
"10113","Ryland Ave/Maroondah Hwy (Croydon)","-37.79008775","145.26611760"
"10114","Stirling Rd/Maroondah Hwy (Croydon)","-37.78849600","145.27064043"
"10118","Bonnie View Rd/Maroondah Hwy (Croydon North)","-37.78108142","145.28808405"
"10119","Golf Links Rd/Maroondah Hwy (Croydon North)","-37.77829267","145.29215652"
"1012","Queen St/Dalton Rd (Lalor)","-37.66805061","145.03177098"
"10120","Primrose Rd/Maroondah Hwy (Croydon North)","-37.77464495","145.29293305"
"10121","Dorset Rd/Maroondah Hwy (Croydon)","-37.77136388","145.29475694"
"10123","Maroondah Golf Park/Maroondah Hwy (Mooroolbark)","-37.76702281","145.30119150"
"10124","Old Melbourne Rd/Maroondah Hwy (Chirnside Park)","-37.76596539","145.30348622"
"10125","Chirnside Homemaker Centre/Maroondah Hwy (Mooroolbark)","-37.76421039","145.30678445"
"10126","Fletcher Rd/Maroondah Hwy (Mooroolbark)","-37.76190865","145.31029930"
"1013","Curtin Ave/Dalton Rd (Lalor)","-37.66550757","145.03221227"
"10131","Powell St/Spring St (Reservoir)","-37.72663676","145.00119751"
"10132","Frankston St/Spring St (Reservoir)","-37.72494772","145.00150387"
"10133","Broughton Ave/Spring St (Reservoir)","-37.72369871","145.00171898"
"10134","Reservoir St/Spring St (Reservoir)","-37.72161757","145.00281868"
"10135","Croft Cres/Spring St (Reservoir)","-37.72031608","145.00419237"
"10137","Viola St/Spring St (Reservoir)","-37.71878632","145.00539061"
"10138","Compton St/Edwardes St (Reservoir)","-37.71587320","145.00206539"
"10139","Kelsby St/Edwardes St (Reservoir)","-37.71540604","144.99790320"
"1014","Childs Rd/Dalton Rd (Lalor)","-37.66193757","145.03105956"
"10140","Gilbert Rd/Edwardes St (Reservoir)","-37.71605004","144.99284891"
"10141","Pitt St/Edwardes St (Reservoir)","-37.71433320","144.98782437"
"10142","Newlands Rd/Edwardes St (Reservoir)","-37.71400911","144.98467946"
"10144","Newlands Rd/Henty St (Reservoir)","-37.71752576","144.98268960"
"10145","Kurnai Ave/Henty St (Reservoir)","-37.71771013","144.98451110"
"10146","Wattlebrae St/Henty St (Reservoir)","-37.71791593","144.98970143"
"10147","Boniview St/Henty St (Reservoir)","-37.71819889","144.99149760"
"10148","Henty St/Gilbert Rd (Reservoir)","-37.71860851","144.99332441"
"10149","Kia Ora Rd/Gilbert Rd (Reservoir)","-37.72002827","144.99308189"
"1015","Holroyd Dr/Dalton Rd (Epping)","-37.65940225","145.03034436"
"10150","Dwyer Ave/Gilbert Rd (Reservoir)","-37.72378444","144.99244725"
"10151","Knox St/Gilbert Rd (Reservoir)","-37.72541980","144.99216483"
"10152","Beatty St/Gilbert Rd (Reservoir)","-37.72640756","144.99195662"
"10153","Gilbert Rd/Regent St (Preston)","-37.72944890","144.99168157"
"10154","Edwardes St/Kelsby St (Reservoir)","-37.71514120","144.99822797"
"10155","Leamington St/Kelsby St (Reservoir)","-37.71250846","144.99868452"
"10157","Seaver Gr/Leamington St (Reservoir)","-37.71127601","144.99086780"
"10158","Gill St/Banbury Rd (Reservoir)","-37.71260107","144.98930057"
"10159","Edwardes St/Banbury Rd (Reservoir)","-37.71404765","144.98904593"
"1016","Grand Pde/Dalton Rd (Epping)","-37.65686651","145.03068343"
"10160","Luther College/Plymouth Rd (Croydon)","-37.78317077","145.27132096"
"10161","Luther College/Plymouth Rd (Croydon Hills)","-37.78345349","145.27339239"
"10162","Plymouth Rd/Yarra Rd (Croydon)","-37.78365799","145.27443231"
"10164","Clement Cres/Croydon Rd (Croydon)","-37.78452504","145.28381444"
"10165","Grandview Ave/Croydon Rd (Croydon)","-37.78661070","145.28345959"
"10166","Samuel St/Croydon Rd (Croydon)","-37.78999558","145.28258633"
"10167","Croydon PS/Croydon Rd (Croydon)","-37.79255508","145.28197059"
"10168","Larissa Ave/Maroondah Hwy (Ringwood)","-37.81209504","145.23574985"
"10169","Oliver St/Maroondah Hwy (Ringwood)","-37.80945219","145.23920915"
"1017","Melbourne Polytechnic/Dalton Rd (Epping)","-37.65453084","145.03113054"
"10170","Rupert St/Maroondah Hwy (Ringwood)","-37.80850283","145.24020858"
"10171","Leonard St/Maroondah Hwy (Ringwood)","-37.80707171","145.24213948"
"10172","Mines Rd/Maroondah Hwy (Ringwood East)","-37.80504761","145.24479993"
"10173","Dublin Rd/Maroondah Hwy (Ringwood East)","-37.80268077","145.24744562"
"10174","Everard Rd/Maroondah Hwy (Ringwood East)","-37.80176258","145.24872807"
"10175","463 Maroondah Hwy (Ringwood)","-37.80032061","145.25054530"
"10176","Oban Rd/Maroondah Hwy (Ringwood)","-37.79804860","145.25351777"
"10177","Maggs St/Maroondah Hwy (Croydon)","-37.79398932","145.25934856"
"10178","Hinkley Ave/Maroondah Hwy (Croydon)","-37.79196732","145.26217837"
"10179","Cherry Tree Gr/Maroondah Hwy (Croydon)","-37.78960612","145.26707142"
"1018","Coulstock St/Davisson St (Epping)","-37.64972294","145.02978404"
"10180","Highland Ave/Maroondah Hwy (Croydon)","-37.78824725","145.27088471"
"10184","Warrien Rd/Maroondah Hwy (Croydon North)","-37.78237590","145.28476121"
"10185","Bonnie View Rd/Maroondah Hwy (Croydon North)","-37.78092008","145.28814455"
"10186","Primrose Rd/Maroondah Hwy (Croydon North)","-37.77462562","145.29284266"
"10187","Exeter Rd/Maroondah Hwy (Croydon North)","-37.77044578","145.29545922"
"10188","Maroondah Golf Park/Maroondah Hwy (Chirnside Park)","-37.76634628","145.30177461"
"10189","Old Melbourne Rd/Maroondah Hwy (Chirnside Park)","-37.76527574","145.30441018"
"1019","Davisson St/Rufus St (Epping)","-37.64897429","145.03082392"
"10190","Chirnside Homemaker Centre/Maroondah Hwy (Chirnside Park)","-37.76406395","145.30662885"
"10195","High St/Miller St (Preston)","-37.75211598","145.00028503"
"10196","William St/Regent St (Preston)","-37.73069693","145.00360731"
"10197","Regent St/Spring St (Preston)","-37.72971721","145.00057004"
"10198","Rona St/Spring St (Reservoir)","-37.72843236","145.00079749"
"10199","Powell St/Spring St (Reservoir)","-37.72668889","145.00108265"
"102","Lalor Shopping Centre/David St (Lalor)","-37.67173759","145.01677571"
"1020","Keith Ave/Greenbrook Dr (Epping)","-37.64768064","145.03539174"
"10200","Frankston St/Spring St (Reservoir)","-37.72449713","145.00150464"
"10201","Taylor Ave/Spring St (Reservoir)","-37.72337404","145.00170501"
"10202","Moore Cres/Spring St (Reservoir)","-37.72137589","145.00291594"
"10203","Cleeland St/Spring St (Reservoir)","-37.71795377","145.00571925"
"10204","Reservoir Station/Edwardes St (Reservoir)","-37.71643010","145.00621389"
"10205","Olive St/Edwardes St (Reservoir)","-37.71621177","145.00449537"
"10206","Kelsby St/Edwardes St (Reservoir)","-37.71554675","144.99822840"
"10207","Willoughby St/Edwardes St (Reservoir)","-37.71538658","144.99675794"
"10208","Gilbert Rd/Edwardes St (Reservoir)","-37.71631622","144.99260349"
"10209","Pitt St/Edwardes St (Reservoir)","-37.71445321","144.98799129"
"1021","Mcdonalds Rd/Greenbrook Dr (Epping)","-37.64653878","145.03663456"
"10210","Newlands Rd/Edwardes St (Reservoir)","-37.71407768","144.98447341"
"10211","Newlands Rd/Henty St (Reservoir)","-37.71743704","144.98277142"
"10212","Meadowbank Dr/Furlong Rd (Sunshine North)","-37.76142262","144.82225064"
"10213","Sunshine Hospital/Furlong Rd (St Albans)","-37.76073820","144.81594821"
"10214","Ironbark St/Furlong Rd (St Albans)","-37.76043529","144.81322154"
"10215","Ginifer Station/Mulhall Dr (St Albans)","-37.75814585","144.81076913"
"1022","Greenbrook SC/McDonalds Rd (Epping)","-37.64583938","145.04009848"
"10224","St Albans Secondary College/Main Rd East (St Albans)","-37.74497370","144.80656120"
"10225","Lester Ave/Main Rd East (St Albans)","-37.74542182","144.81030437"
"10227","Lyons St/Hyde St (Footscray)","-37.80878563","144.89952834"
"10228","Princess St/Hyde St (Footscray)","-37.81124708","144.89808415"
"10229","Somerville Rd/Hyde St (Yarraville)","-37.81468058","144.89707801"
"1023","Greenview Ct/McDonalds Rd (Epping)","-37.64622011","145.04348865"
"10230","Lennox St/Hyde St (Yarraville)","-37.81633282","144.89674713"
"10231","204 Hyde St (Yarraville)","-37.81787818","144.89648743"
"10232","Kent St/Hyde St (Yarraville)","-37.82016030","144.89610455"
"10233","Hyde St/Francis St (Yarraville)","-37.82174027","144.89576431"
"10234","Ballarat St/Francis St (Yarraville)","-37.82111687","144.89013589"
"10235","Bunninyong St/Francis St (Yarraville)","-37.82081560","144.88740663"
"10237","271 Narre Warren North Rd (Narre Warren)","-37.99940239","145.31201518"
"10238","Hansen Reserve/Roberts St (West Footscray)","-37.80522521","144.87088226"
"10239","Indwe St/Roberts St (West Footscray)","-37.80318720","144.87130424"
"1024","Merrill Dr/McDonalds Rd (Epping)","-37.64648814","145.04606576"
"10240","Sunshine Rd/Roberts St (West Footscray)","-37.80113668","144.87153348"
"10241","Stradbroke St/Sunshine Rd (West Footscray)","-37.80152754","144.87921119"
"10242","West Footscray Station/Sunshine Rd (West Footscray)","-37.80235130","144.88342397"
"10243","Ross St/Bridge St (Port Melbourne)","-37.83424107","144.94018859"
"10244","Station St/Bridge St (Port Melbourne)","-37.83543288","144.94134852"
"10245","Bay Street Shops/Bridge St (Port Melbourne)","-37.83674885","144.94342543"
"10246","Cruikshank St/Liardet St (Port Melbourne)","-37.84030808","144.94495154"
"10247","Bridport St/Richardson St (Albert Park)","-37.84223719","144.94860257"
"10248","Albert Park Shops/Richardson St (Albert Park)","-37.84410384","144.95177823"
"10249","Kerferd Rd/Richardson St (Albert Park)","-37.84628376","144.95535451"
"1025","Meadow Glen Dr/McDonalds Rd (Epping)","-37.64712291","145.05175017"
"10250","Middle Park Primary School/Richardson St (Middle Park)","-37.84754314","144.95781993"
"10251","Wright St/Richardson St (Middle Park)","-37.84814049","144.95900810"
"10252","Nimmo St/Richardson St (Middle Park)","-37.84986453","144.96229048"
"10253","Armstrong St/Richardson St (Middle Park)","-37.85065551","144.96373480"
"10254","Armstrong St/Danks St (Middle Park)","-37.85312230","144.96255311"
"10255","Langridge St/Patterson St (Middle Park)","-37.85483448","144.96567700"
"10256","Fraser St/Park St (St Kilda West)","-37.85549678","144.96697723"
"10257","Jacoby Reserve/Park St (St Kilda West)","-37.85754683","144.97088768"
"10258","Sarnia Ct/Kurrajong Rd (Narre Warren)","-38.00221137","145.31245189"
"10259","High St/Memorial Ave (Epping)","-37.64486431","145.02809904"
"1026","Bridle Ct/Meadow Glen Dr (Epping)","-37.64604139","145.05120040"
"10260","Watermoor Ave/Eycot St (Kilsyth South)","-37.83735378","145.30367027"
"10261","Watermoor Ave/Rendcomb St (Kilsyth South)","-37.83639126","145.30441957"
"10262","Bibury Ct/Rendcomb St (Kilsyth South)","-37.83536005","145.30665902"
"10263","Collier Rd/Rendcomb St (Kilsyth South)","-37.83401866","145.30675787"
"10264","Watermoor Ave/Collier Rd (Kilsyth South)","-37.83334646","145.30513697"
"10265","Colchester Rd/Collier Rd (Kilsyth South)","-37.83279760","145.30269515"
"10266","Colchester Rd/Allambanan Dr (Bayswater North)","-37.83316796","145.30150492"
"10267","Toolimerin Ave/Allambanan Dr (Bayswater North)","-37.83236104","145.29992127"
"10268","Bagora Ct/Allambanan Dr (Bayswater North)","-37.83155361","145.29830358"
"10269","Canterbury Gardens/Allambanan Dr (Bayswater North)","-37.83150580","145.29499814"
"1027","Derby Dr/Meadow Glen Dr (Epping)","-37.64383117","145.05160951"
"10270","Aylesbury Ave/Blandford Cres (Bayswater North)","-37.83103698","145.29249780"
"10271","Sherbourne Ave/Blandford Cres (Bayswater North)","-37.83015837","145.29281348"
"10272","Stuart St/Blandford Cres (Bayswater North)","-37.82816332","145.29382524"
"10273","Bayswater North PS/Stuart St (Bayswater North)","-37.82752963","145.29487378"
"10274","Burdekin Ave/Colbury Rd (Bayswater North)","-37.82878756","145.29648099"
"10275","Grant Dr/Burdekin Ave (Bayswater North)","-37.82773499","145.29723237"
"10276","Leighton Rd/Burdekin Ave (Bayswater North)","-37.82563227","145.29765563"
"10277","Anderson Cl/Burdekin Ave (Bayswater North)","-37.82466524","145.30058643"
"10278","Colchester Rd/Burdekin Ave (Bayswater North)","-37.82631327","145.30300279"
"10279","Canterbury Rd/Colchester Rd (Bayswater North)","-37.82379264","145.30382174"
"1028","Glendale Ave/Derby Dr (Epping)","-37.64310067","145.04830789"
"10283","Garden St/Liverpool Rd (Kilsyth)","-37.81696549","145.31666763"
"10284","Lade Ave/Liverpool Rd (Kilsyth)","-37.81579185","145.31652389"
"10285","Kilsyth Sports Centre/Liverpool Rd (Kilsyth)","-37.81243309","145.31608899"
"10286","Orchard St/Liverpool Rd (Kilsyth)","-37.81125011","145.31592275"
"10287","Luscombe Ct/Liverpool Rd (Kilsyth)","-37.80985042","145.31572736"
"10288","Pleasant St/Liverpool Rd (Kilsyth)","-37.80640108","145.31526050"
"1029","Winchester Ave/Derby Dr (Epping)","-37.64265420","145.04420555"
"10291","Belvedere Dr/Swansea Rd (Montrose)","-37.80650079","145.35095919"
"10292","Greenhills Ave/Cambridge Rd (Montrose)","-37.80354635","145.34657239"
"10293","Emery Lane/Cambridge Rd (Montrose)","-37.80282742","145.34479380"
"10294","Montrose Brickworks Flora Reserve/Cambridge Rd (Montrose)","-37.80155059","145.34051757"
"10295","Acacia Ave/Cambridge Rd (Kilsyth)","-37.80122309","145.33710612"
"10296","Alpine Way/Cambridge Rd (Kilsyth)","-37.80091029","145.33410326"
"10297","Chittenup Bend/Overton Lea Bvd (Sydenham)","-37.70612279","144.76569425"
"10298","Hume Dr/Overton Lea Bvd (Sydenham)","-37.70909565","144.76802102"
"10299","Hume Dr/Copperfield Dr (Delahey)","-37.71039305","144.77086326"
"103","Nicholson St/Johnston St (Abbotsford)","-37.80026472","144.99806721"
"1030","Northumberland Dr/Derby Dr (Epping)","-37.64260985","145.04207603"
"10300","Yellow Gum Rd/Copperfield Dr (Delahey)","-37.71387234","144.77185932"
"10301","Copperfield College Senior Campus/Copperfield Dr (Delahey)","-37.71860226","144.77084407"
"10307","Rex St/Taylors Rd (Delahey)","-37.72686198","144.77636004"
"10308","Longfellow Dr/Taylors Rd (Delahey)","-37.72661222","144.77410971"
"1031","Scarborough Rd/McDonalds Rd (Epping)","-37.64543964","145.03503144"
"10315","Rialto St/Main Rd West (St Albans)","-37.74164593","144.77614459"
"10316","Kings Rd/Main Rd West (St Albans)","-37.74212071","144.78029512"
"10317","Buchanan St/Main Rd West (St Albans)","-37.74249035","144.78365448"
"10318","Cleveland St/Main Rd West (St Albans)","-37.74284422","144.78713917"
"1032","Church St/High St (Epping)","-37.64552951","145.02638138"
"10320","Carberry Dr/Gisborne-Melton Rd (Kurunjang)","-37.67308981","144.59815594"
"10321","Riddle Dr/Centenary Ave (Melton)","-37.67587984","144.59444926"
"10322","Raleighs Rd/Centenary Ave (Melton)","-37.67522817","144.58901698"
"10323","Kurunjang Dr/Centenary Ave (Melton)","-37.67454085","144.58493511"
"10324","Melton Cemetery/O'Neills Rd (Melton)","-37.67486942","144.57811067"
"10325","Cassia Rd/O'Neills Rd (Melton)","-37.67830775","144.57747729"
"10326","Church St/O'Neills Rd (Melton)","-37.68150099","144.57763417"
"10327","Alexandra St/Unitt St (Melton)","-37.68201472","144.58027067"
"10328","Joyce St/High St (Melton)","-37.68392060","144.57260040"
"1033","High St/Manningham Rd (Templestowe Lower)","-37.77457524","145.11572468"
"10336","Prior Ct/Black Dog Dr (Brookfield)","-37.69296045","144.55827782"
"10339","Emms St/Settlement Rd (Bundoora)","-37.69699384","145.05163628"
"1034","Wedge St/High St (Epping)","-37.65045872","145.02474339"
"10340","Green St/Settlement Rd (Thomastown)","-37.69427296","145.03809800"
"10341","Norris Bank Primary School/Settlement Rd (Thomastown)","-37.69480568","145.04249573"
"10343","Brand Dr/Settlement Rd (Thomastown)","-37.69391942","145.03472764"
"10344","Wood St/Settlement Rd (Thomastown)","-37.69362854","145.03187735"
"10345","Finton Gr/Keon Pde (Thomastown)","-37.69528114","145.01648877"
"10346","Keon Park Railway Station/Keon Pde (Thomastown)","-37.69488962","145.01304011"
"10347","High St/Mahoneys Rd (Thomastown)","-37.69455242","145.00961271"
"10348","Edgars Rd/Mahoneys Rd (Thomastown)","-37.69383767","145.00252094"
"10349","Lipton Dr/Mahoneys Rd (Thomastown)","-37.69331701","144.99732938"
"1035","Thompsons Heights Shops/Thompsons Rd (Bulleen)","-37.77521266","145.09150235"
"10350","Callander St/Mahoneys Rd (Thomastown)","-37.69313478","144.99562179"
"10351","Clay Ct/Mahoneys Rd (Thomastown)","-37.69278595","144.99207013"
"10352","Lawson Cres/Mahoneys Rd (Thomastown)","-37.69217805","144.98601918"
"10353","Lockton Ave/Mahoneys Rd (Thomastown)","-37.69179804","144.98224164"
"10354","Industrial Ave/Mahoneys Rd (Thomastown)","-37.69154717","144.97969678"
"10355","Phillip St/Mahoneys Rd (Thomastown)","-37.69114563","144.97572710"
"10356","Sydney Rd/Mahoneys Rd (Campbellfield)","-37.68952242","144.95894209"
"10357","Cheviot Rd/Mahoneys Rd (Campbellfield)","-37.68993373","144.96292265"
"10358","Darren Ct/Bernard St (Cheltenham)","-37.95294320","145.05947201"
"10359","Concord Cct/Oakwood Rd (Albanvale)","-37.75089254","144.76855873"
"1036","High St/Mitchell St (Northcote)","-37.77209567","144.99871372"
"10360","Woodland Dr/Oakwood Rd (Albanvale)","-37.74604304","144.76991872"
"10361","Evergreen Ave/Oakwood Rd (Albanvale)","-37.74420980","144.77018938"
"10362","Leckie Dr/Evergreen Ave (Albanvale)","-37.74376007","144.76833040"
"10363","Delamare Dr/Evergreen Ave (Albanvale)","-37.74355193","144.76543150"
"10364","Wintersun Dr/Evergreen Ave (Albanvale)","-37.74498015","144.76328907"
"10365","Stephen Calleja Reserve/Opie Rd (Albanvale)","-37.74375365","144.76181667"
"10366","Main Rd West/Opie Rd (Albanvale)","-37.74183024","144.76303211"
"10367","630 Main Rd West (Albanvale)","-37.74030079","144.76506402"
"10368","Balnarring Dr/Main Rd West (Albanvale)","-37.74047544","144.76667016"
"1037","High St/Bastings St (Northcote)","-37.77385752","144.99845049"
"10372","Maplewood Rd/Gillespie Rd (Kings Park)","-37.73361903","144.77531821"
"10373","Beverley St/Gillespie Rd (Kings Park)","-37.73406595","144.77942374"
"10374","Kings Rd/Gillespie Rd (St Albans)","-37.73425086","144.78158547"
"10375","Glenrosa Ct/Gillespie Rd (St Albans)","-37.73461976","144.78538703"
"10376","Atheldene Dr/Gillespie Rd (St Albans)","-37.73492939","144.78891806"
"10377","Andrew Rd/Jamieson St (St Albans)","-37.73611719","144.78882599"
"10378","John St/Jamieson St (St Albans)","-37.73894055","144.78705117"
"1038","Andrew St/Bastings St (Northcote)","-37.77442560","145.00324903"
"10381","Parnell St/Bernard St (Cheltenham)","-37.95339543","145.06285166"
"10385","Regent Pde/Bernard St (Cheltenham)","-37.95368042","145.06483587"
"10386","Cheltenham Sec Col/Bernard St (Cheltenham)","-37.95402239","145.06754700"
"10387","Willen St/Bernard St (Cheltenham)","-37.95453925","145.07158518"
"10388","Kingston Centre/Bernard St (Cheltenham)","-37.95475456","145.07592720"
