stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"11226","Carrum Station","-38.07760641","145.12304429","","vic:rail:CAR","1","Level 0","1"
"11227","Carrum Station","-38.07759831","145.12310150","","vic:rail:CAR","1","Level 0","2"
"11228","Bonbeach Station","-38.06555519","145.12005815","","vic:rail:BON","1","Level -1","1"
"11229","Bonbeach Station","-38.06555701","145.12017209","","vic:rail:BON","1","Level -1","2"
"11230","Chelsea Station","-38.05320706","145.11654487","","vic:rail:CSA","1","Level -1","1"
"11231","Chelsea Station","-38.05315447","145.11663739","","vic:rail:CSA","1","Level -1","2"
"11232","Edithvale Station","-38.03628004","145.10737348","","vic:rail:EDI","1","Level -1","1"
"11233","Edithvale Station","-38.03629124","145.10750992","","vic:rail:EDI","1","Level -1","2"
"11234","Aspendale Station","-38.02710953","145.10199298","","vic:rail:ASP","1","Level 0","1"
"11235","Aspendale Station","-38.02708397","145.10208478","","vic:rail:ASP","1","Level 0","2"
"11236","Mordialloc Station","-38.00632554","145.08734715","","vic:rail:MOR","1","Level 0","1"
"11237","Mordialloc Station","-38.00641988","145.08760665","","vic:rail:MOR","1","Level 0","2"
"11238","Parkdale Station","-37.99290246","145.07601259","","vic:rail:PKD","1","Level 0","1"
"11239","Parkdale Station","-37.99283263","145.07615106","","vic:rail:PKD","1","Level 0","2"
"11240","Mentone Station","-37.98362356","145.06631522","","vic:rail:MEN","1","Level 0","1"
"11241","Mentone Station","-37.98357139","145.06643045","","vic:rail:MEN","1","Level 0","2"
"11242","Cheltenham Station","-37.96662137","145.05446762","","vic:rail:CTM","1","Level 0","2"
"11243","Cheltenham Station","-37.96662924","145.05439911","","vic:rail:CTM","1","Level 0","1"
"11244","Cheltenham Station","-37.96654199","145.05457216","","vic:rail:CTM","1","Level 0","3"
"11245","Upper Ferntree Gully Station","-37.89259619","145.30729310","","vic:rail:UFG","1","Level 0","1"
"11246","Upper Ferntree Gully Station","-37.89249448","145.30711348","","vic:rail:UFG","1","Level 0","2"
"11247","Ferntree Gully Station","-37.88134219","145.29495246","","vic:rail:FTG","1","Level 0","1"
"11248","Ferntree Gully Station","-37.88128978","145.29506737","","vic:rail:FTG","1","Level 0","2"
"11249","Boronia Station","-37.86052901","145.28473574","","vic:rail:BOR","1","Level 0","1"
"11409","Boronia Station","-37.86049380","145.28479339","","vic:rail:BOR","1","Level 0","2"
"11410","Bayswater Station","-37.84186584","145.26817867","","vic:rail:BAY","1","Level 0","1"
"11411","Bayswater Station","-37.84182130","145.26821380","","vic:rail:BAY","1","Level 0","2"
"11412","Heathmont Station","-37.82849361","145.24456268","","vic:rail:HMT","1","Level 0","1"
"11413","Heathmont Station","-37.82845009","145.24466597","","vic:rail:HMT","1","Level 0","2"
"11471","Highett Station","-37.94802260","145.04151832","","vic:rail:HIG","1","Level 0","1"
"12158","Glen Waverley Station","-37.87974241","145.16289300","","vic:rail:GWY","1","Level 0","1"
"12159","Glen Waverley Station","-37.87969755","145.16290548","","vic:rail:GWY","1","Level 0","2"
"12160","Syndal Station","-37.87628768","145.14946069","","vic:rail:SYN","1","Level 0","1"
"12161","Syndal Station","-37.87624300","145.14948455","","vic:rail:SYN","1","Level 0","2"
"12162","Mount Waverley Station","-37.87533705","145.12809910","","vic:rail:MWY","1","Level 0","1"
"12163","Mount Waverley Station","-37.87521995","145.12810207","","vic:rail:MWY","1","Level 0","2"
"12164","Lilydale Station","-37.75541252","145.34791690","","vic:rail:LIL","1","Level 0","1"
"12165","Lilydale Station","-37.75542831","145.34775764","","vic:rail:LIL","1","Level 0","2"
"12166","Mooroolbark Station","-37.78470413","145.31368659","","vic:rail:MLK","1","Level 0","1"
"12167","Mooroolbark Station","-37.78465024","145.31369917","","vic:rail:MLK","1","Level 0","2"
"12168","Croydon Station","-37.79536639","145.28070162","","vic:rail:CDN","1","Level 0","1"
"12169","Croydon Station","-37.79536357","145.28050862","","vic:rail:CDN","1","Level 0","2"
"12170","Ringwood East Station","-37.81171674","145.25086705","","vic:rail:RWE","1","Level 0","1"
"12171","Ringwood East Station","-37.81166285","145.25087968","","vic:rail:RWE","1","Level 0","2"
"12172","Pakenham Station","-38.08050747","145.48650669","","vic:rail:PKM","1","Level 0","1"
"12173","Pakenham Station","-38.08044499","145.48655358","","vic:rail:PKM","1","Level 0","2"
"12174","Officer Station","-38.06631620","145.41159909","","vic:rail:OFC","1","Level 0","1"
"12175","Officer Station","-38.06624567","145.41171461","","vic:rail:OFC","1","Level 0","2"
"12176","Beaconsfield Station","-38.05112566","145.36650027","","vic:rail:BFD","1","Level 0","1"
"12177","Beaconsfield Station","-38.05107192","145.36652426","","vic:rail:BFD","1","Level 0","2"
"12178","Berwick Station","-38.04022282","145.34535423","","vic:rail:BEW","1","Level 0","1"
"12179","Berwick Station","-38.04014222","145.34539022","","vic:rail:BEW","1","Level 0","2"
"12180","Narre Warren Station","-38.02766369","145.30387021","","vic:rail:NWA","1","Level 0","1"
"12181","Narre Warren Station","-38.02753839","145.30393006","","vic:rail:NWA","1","Level 0","2"
"12182","Hallam Station","-38.01794675","145.26971499","","vic:rail:HLM","1","Level 0","1"
"12183","Hallam Station","-38.01782079","145.26972934","","vic:rail:HLM","1","Level 0","2"
"12184","Cranbourne Station","-38.09958952","145.28047231","","vic:rail:CBE","1","Level 0","1"
"12185","Cranbourne Station","-38.09998724","145.28117004","","vic:rail:CBE","1","Level 0","2"
"12186","Merinda Park Station","-38.07904333","145.26336215","","vic:rail:MPK","1","Level 0","1"
"12187","Dandenong Station","-37.99014081","145.20983503","","vic:rail:DNG","1","Level 0","1"
"12188","Dandenong Station","-37.99010512","145.20985868","","vic:rail:DNG","1","Level 0","2"
"12189","Dandenong Station","-37.98998732","145.20981599","","vic:rail:DNG","1","Level 0","3"
"12190","Yarraman Station","-37.97773178","145.19100970","","vic:rail:YMN","1","Level 0","1"
"12191","Yarraman Station","-37.97769627","145.19104473","","vic:rail:YMN","1","Level 0","2"
"12192","Noble Park Station","-37.96622266","145.17577684","","vic:rail:NPK","1","Level 0","1"
"12193","Noble Park Station","-37.96619634","145.17582303","","vic:rail:NPK","1","Level 0","2"
"12194","Sandown Park Station","-37.95649396","145.16272372","","vic:rail:SNP","1","Level 0","1"
"12195","Flagstaff Station","-37.81193456","144.95607534","","vic:rail:FGS","1","Level -3","3"
"12196","Flagstaff Station","-37.81175303","144.95600083","","vic:rail:FGS","1","Level -3","4"
"12197","Melbourne Central Station","-37.80996520","144.96255873","","vic:rail:MCE","1","Level -3","3"
"12198","Melbourne Central Station","-37.80991898","144.96249185","","vic:rail:MCE","1","Level -3","4"
"12199","Parliament Station","-37.81097201","144.97285637","","vic:rail:PAR","1","Level -3","3"
"12200","Parliament Station","-37.81092148","144.97306221","","vic:rail:PAR","1","Level -3","4"
"12201","Flinders Street Station","-37.81845378","144.96826668","","vic:rail:FSS","1","Level 0","13"
"12202","Flinders Street Station","-37.81840717","144.96817708","","vic:rail:FSS","1","Level 0","12"
"12203","Flinders Street Station","-37.81891371","144.96619788","","vic:rail:FSS","1","Level 0","10"
"12204","Flinders Street Station","-37.81860101","144.96687671","","vic:rail:FSS","1","Level 0","9"
"12205","Flinders Street Station","-37.81855617","144.96688930","","vic:rail:FSS","1","Level 0","8"
"12206","East Camberwell Station","-37.82584107","145.06824844","","vic:rail:ECM","1","Level 0","1"
"12207","East Camberwell Station","-37.82578721","145.06826121","","vic:rail:ECM","1","Level 0","2"
"12208","East Camberwell Station","-37.82568794","145.06825243","","vic:rail:ECM","1","Level 0","3"
"12209","Canterbury Station","-37.82471032","145.08066171","","vic:rail:CBY","1","Level 0","3"
"12210","Canterbury Station","-37.82474950","145.08085384","","vic:rail:CBY","1","Level 0","1"
"12211","Canterbury Station","-37.82469564","145.08086659","","vic:rail:CBY","1","Level 0","2"
"12212","Chatham Station","-37.82426367","145.08866022","","vic:rail:CHM","1","Level 0","1"
"12213","Chatham Station","-37.82421918","145.08869545","","vic:rail:CHM","1","Level 0","2"
"12214","Chatham Station","-37.82425874","145.08946699","","vic:rail:CHM","1","Level 0","3"
"12221","Box Hill Station","-37.81934528","145.12183478","","vic:rail:BOX","1","Level 0","2"
"12222","Box Hill Station","-37.81930042","145.12184728","","vic:rail:BOX","1","Level 0","3"
"12223","Box Hill Station","-37.81918313","145.12183889","","vic:rail:BOX","1","Level 0","4"
"12224","Laburnum Station","-37.82062888","145.14082011","","vic:rail:LAB","1","Level 0","2"
"12225","Laburnum Station","-37.82074743","145.14090803","","vic:rail:LAB","1","Level 0","1"
"12226","Blackburn Station","-37.82019776","145.15006717","","vic:rail:BBN","1","Level 0","1"
"12227","Blackburn Station","-37.82014371","145.15006852","","vic:rail:BBN","1","Level 0","2"
"12228","Blackburn Station","-37.82004390","145.15002557","","vic:rail:BBN","1","Level 0","3"
"12229","Nunawading Station","-37.82052723","145.17464366","","vic:rail:NWG","1","Level 0","2"
"12230","Nunawading Station","-37.82067140","145.17406070","","vic:rail:NWG","1","Level 0","1"
"12231","Mitcham Station","-37.81805724","145.19271077","","vic:rail:MCH","1","Level 0","2"
"12232","Mitcham Station","-37.81815686","145.19274242","","vic:rail:MCH","1","Level 0","1"
"12233","Heatherdale Station","-37.81873341","145.21458608","","vic:rail:HTD","1","Level 0","2"
"12234","Heatherdale Station","-37.81883250","145.21458369","","vic:rail:HTD","1","Level 0","1"
"12235","Ringwood Station","-37.81568389","145.22928003","","vic:rail:RWD","1","Level 0","3"
"12236","Ringwood Station","-37.81603963","145.22896480","","vic:rail:RWD","1","Level 0","1"
"12237","Ringwood Station","-37.81596637","145.22888703","","vic:rail:RWD","1","Level 0","2"
"12238","Auburn Station","-37.82255502","145.04605538","","vic:rail:AUB","1","Level 0","1"
"12239","Auburn Station","-37.82249272","145.04610247","","vic:rail:AUB","1","Level 0","2"
"12240","Auburn Station","-37.82237411","145.04601471","","vic:rail:AUB","1","Level 0","3"
"12241","Glenferrie Station","-37.82158336","145.03640166","","vic:rail:GFE","1","Level 1","1"
"12242","Glenferrie Station","-37.82147545","145.03641588","","vic:rail:GFE","1","Level 1","2"
"12243","Glenferrie Station","-37.82141202","145.03639484","","vic:rail:GFE","1","Level 1","3"
"12244","Hawthorn Station","-37.82207113","145.02300573","","vic:rail:HAW","1","Level 0","1"
"12245","Hawthorn Station","-37.82196208","145.02295183","","vic:rail:HAW","1","Level 0","2"
"12246","Hawthorn Station","-37.82189883","145.02294216","","vic:rail:HAW","1","Level 0","3"
"12247","Burnley Station","-37.82768805","145.00765396","","vic:rail:BLY","1","Level 0","1"
"12248","Burnley Station","-37.82761657","145.00768997","","vic:rail:BLY","1","Level 0","2"
"12249","Burnley Station","-37.82752649","145.00769239","","vic:rail:BLY","1","Level 0","3"
"12250","Burnley Station","-37.82748126","145.00768225","","vic:rail:BLY","1","Level 0","4"
"12251","East Richmond Station","-37.82650824","144.99707413","","vic:rail:ERM","1","Level -1","1"
"12252","East Richmond Station","-37.82637428","144.99714592","","vic:rail:ERM","1","Level -1","2"
"12253","Richmond Station","-37.82416288","144.98953700","","vic:rail:RMD","1","Level 2","1"
"12254","Richmond Station","-37.82412704","144.98954933","","vic:rail:RMD","1","Level 2","2"
"12255","Richmond Station","-37.82403755","144.98958585","","vic:rail:RMD","1","Level 2","3"
"12256","Richmond Station","-37.82401091","144.98960929","","vic:rail:RMD","1","Level 2","4"
"12257","Richmond Station","-37.82392103","144.98962309","","vic:rail:RMD","1","Level 2","5"
"12258","Richmond Station","-37.82389420","144.98963518","","vic:rail:RMD","1","Level 2","6"
"12259","Richmond Station","-37.82381371","144.98967145","","vic:rail:RMD","1","Level 2","7"
"12260","Richmond Station","-37.82377788","144.98968378","","vic:rail:RMD","1","Level 2","8"
"12261","Richmond Station","-37.82369700","144.98969734","","vic:rail:RMD","1","Level 2","9"
"12262","Richmond Station","-37.82366136","144.98972103","","vic:rail:RMD","1","Level 2","10"
"12263","Heyington Station","-37.83464428","145.02256785","","vic:rail:HEY","2","Level 0","1"
"12264","Heyington Station","-37.83462030","145.02275029","","vic:rail:HEY","2","Level 0","2"
"12265","Kooyong Station","-37.83997379","145.03353905","","vic:rail:KYG","1","Level 0","1"
"12266","Kooyong Station","-37.83983621","145.03339498","","vic:rail:KYG","1","Level 0","2"
"12267","Tooronga Station","-37.84913467","145.04139890","","vic:rail:TGA","1","Level 0","1"
"12268","Tooronga Station","-37.84905492","145.04148057","","vic:rail:TGA","1","Level 0","2"
"12269","Gardiner Station","-37.85288720","145.05084666","","vic:rail:GAR","1","Level 0","1"
"13713","Sandown Park Station","-37.95647719","145.16280381","","vic:rail:SNP","1","Level 0","2"
"13714","Springvale Station","-37.94922649","145.15326543","","vic:rail:SPG","1","Level -1","1"
"13715","Springvale Station","-37.94916432","145.15332389","","vic:rail:SPG","1","Level -1","2"
"13716","Westall Station","-37.93804784","145.13814970","","vic:rail:WTL","1","Level 0","1"
"13717","Westall Station","-37.93797703","145.13823114","","vic:rail:WTL","1","Level 0","2"
"13718","Clayton Station","-37.92473123","145.12076066","","vic:rail:CLA","1","Level 1","1"
"13719","Clayton Station","-37.92476079","145.12091918","","vic:rail:CLA","1","Level 1","2"
"13720","Huntingdale Station","-37.91107194","145.10239704","","vic:rail:HUN","1","Level 0","1"
"13721","Huntingdale Station","-37.91102782","145.10245504","","vic:rail:HUN","1","Level 0","2"
"13722","Oakleigh Station","-37.90024252","145.08809514","","vic:rail:OAK","1","Level 1","1"
"13723","Oakleigh Station","-37.90030100","145.08836657","","vic:rail:OAK","1","Level 1","2"
"13725","Hughesdale Station","-37.89402172","145.07576971","","vic:rail:HUG","1","Level 0","1"
"13726","Hughesdale Station","-37.89396786","145.07578248","","vic:rail:HUG","1","Level 0","2"
"13727","Murrumbeena Station","-37.89029026","145.06748618","","vic:rail:MRB","1","Level 0","1"
"13728","Murrumbeena Station","-37.89024560","145.06751009","","vic:rail:MRB","1","Level 0","2"
"13729","Carnegie Station","-37.88633400","145.05872045","","vic:rail:CNE","1","Level 0","1"
"13730","Carnegie Station","-37.88628952","145.05875573","","vic:rail:CNE","1","Level 0","2"
"13731","Werribee Station","-37.89949960","144.66088672","","vic:rail:WER","1","Level 0","1"
"13732","Werribee Station","-37.89955386","144.66089638","","vic:rail:WER","1","Level 0","2"
"13733","Werribee Station","-37.89986024","144.66044316","","vic:rail:WER","1","Level 0","3"
"13734","Hoppers Crossing Station","-37.88301076","144.70166810","","vic:rail:HCG","1","Level 0","1"
"13735","Hoppers Crossing Station","-37.88305624","144.70168942","","vic:rail:HCG","1","Level 0","2"
"13736","Laverton Station","-37.86354523","144.77284848","","vic:rail:LAV","1","Level 0","1"
"13737","Laverton Station","-37.86366146","144.77279952","","vic:rail:LAV","1","Level 0","2"
"13738","Aircraft Station","-37.86670408","144.76028358","","vic:rail:ACF","1","Level 0","1"
"13739","Aircraft Station","-37.86674932","144.76029357","","vic:rail:ACF","1","Level 0","2"
"13740","Westona Station","-37.86521907","144.81406027","","vic:rail:WTO","1","Level 0","1"
"13741","Westona Station","-37.86517404","144.81406160","","vic:rail:WTO","1","Level 0","2"
"13742","Altona Station","-37.86715283","144.82943997","","vic:rail:ALT","1","Level 0","1"
"13743","Seaholme Station","-37.86782554","144.84102642","","vic:rail:SHE","1","Level 0","1"
"13744","Westgarth Station","-37.78057836","144.99939329","","vic:rail:WTG","1","Level 0","1"
"13745","Westgarth Station","-37.78052277","144.99930395","","vic:rail:WTG","1","Level 0","2"
"13746","Dennis Station","-37.77924153","145.00825153","","vic:rail:DEN","1","Level 0","1"
"13747","Dennis Station","-37.77914244","145.00825419","","vic:rail:DEN","1","Level 0","2"
"13748","Fairfield Station","-37.77923565","145.01698306","","vic:rail:FFD","1","Level 0","1"
"13749","Fairfield Station","-37.77912794","145.01700865","","vic:rail:FFD","1","Level 0","2"
"13750","Alphington Station","-37.77844825","145.03128755","","vic:rail:ALP","1","Level 0","1"
"13751","Alphington Station","-37.77835741","145.03124454","","vic:rail:ALP","1","Level 0","2"
"13752","Darebin Station","-37.77491182","145.03862494","","vic:rail:DBN","1","Level 0","1"
"13753","Darebin Station","-37.77484687","145.03851312","","vic:rail:DBN","1","Level 0","2"
"13754","Ivanhoe Station","-37.76895098","145.04543511","","vic:rail:IVA","1","Level 0","1"
"13755","Ivanhoe Station","-37.76884251","145.04541526","","vic:rail:IVA","1","Level 0","2"
"13756","Eaglemont Station","-37.76372873","145.05388218","","vic:rail:EAG","1","Level 0","1"
"13757","Eaglemont Station","-37.76366417","145.05379306","","vic:rail:EAG","1","Level 0","2"
"13758","Heidelberg Station","-37.75712960","145.06084296","","vic:rail:HDB","1","Level 0","1"
"13759","Heidelberg Station","-37.75709244","145.06077582","","vic:rail:HDB","1","Level 0","2"
"13760","Rosanna Station","-37.74315182","145.06631476","","vic:rail:ROS","1","Level 0","1"
"14232","Highett Station","-37.94800686","145.04165530","","vic:rail:HIG","1","Level 0","2"
"14233","Moorabbin Station","-37.93468486","145.03662706","","vic:rail:MRN","1","Level 0","1"
"14234","Moorabbin Station","-37.93457772","145.03668680","","vic:rail:MRN","1","Level 0","2"
"14235","Moorabbin Station","-37.93454397","145.03682424","","vic:rail:MRN","1","Level 0","3"
"14236","Patterson Station","-37.92487071","145.03552294","","vic:rail:PAT","1","Level 0","1"
"14237","Patterson Station","-37.92487147","145.03556843","","vic:rail:PAT","1","Level 0","2"
"14238","Patterson Station","-37.92490039","145.03568143","","vic:rail:PAT","1","Level 0","3"
"14239","Bentleigh Station","-37.91709091","145.03698125","","vic:rail:BEN","1","Level 0","1"
"14240","Bentleigh Station","-37.91710086","145.03703787","","vic:rail:BEN","1","Level 0","2"
"14241","Bentleigh Station","-37.91710314","145.03717431","","vic:rail:BEN","1","Level 0","3"
"14242","McKinnon Station","-37.91147568","145.03800637","","vic:rail:MCK","1","Level 0","1"
"14243","McKinnon Station","-37.91147644","145.03805184","","vic:rail:MCK","1","Level 0","2"
"14244","McKinnon Station","-37.91145169","145.03818900","","vic:rail:MCK","1","Level 0","3"
"14245","Ormond Station","-37.90418992","145.03937136","","vic:rail:OMD","1","Level 0","1"
"14246","Ormond Station","-37.90419086","145.03942820","","vic:rail:OMD","1","Level 0","2"
"14247","Ormond Station","-37.90420196","145.03955302","","vic:rail:OMD","1","Level 0","3"
"14248","Glen Huntly Station","-37.89018352","145.04194902","","vic:rail:GHY","1","Level 0","1"
"14249","Glen Huntly Station","-37.89019479","145.04208518","","vic:rail:GHY","1","Level 0","2"
"14250","Glen Huntly Station","-37.88940627","145.04235623","","vic:rail:GHY","1","Level 0","3"
"14251","Caulfield Station","-37.87736201","145.04208396","","vic:rail:CFD","1","Level 1","1"
"14252","Caulfield Station","-37.87735678","145.04231148","","vic:rail:CFD","1","Level 1","2"
"14253","Caulfield Station","-37.87728586","145.04238158","","vic:rail:CFD","1","Level 1","3"
"14254","Caulfield Station","-37.87716050","145.04243037","","vic:rail:CFD","1","Level 1","4"
"14255","Malvern Station","-37.86643326","145.02927778","","vic:rail:MAL","1","Level 0","1"
"14256","Malvern Station","-37.86636291","145.02938196","","vic:rail:MAL","1","Level 0","2"
"14257","Malvern Station","-37.86633703","145.02945085","","vic:rail:MAL","1","Level 0","3"
"14258","Malvern Station","-37.86625748","145.02954391","","vic:rail:MAL","1","Level 0","4"
"14259","Armadale Station","-37.85624829","145.01897865","","vic:rail:ARM","1","Level 0","1"
"14260","Armadale Station","-37.85620554","145.01911619","","vic:rail:ARM","1","Level 0","2"
"14263","Toorak Station","-37.85083188","145.01361153","","vic:rail:TOR","1","Level 0","1"
"14264","Toorak Station","-37.85073394","145.01368235","","vic:rail:TOR","1","Level 0","2"
"14267","Hawksburn Station","-37.84472941","145.00180876","","vic:rail:HKN","1","Level 0","1"
"14268","Hawksburn Station","-37.84463109","145.00185687","","vic:rail:HKN","1","Level 0","2"
"14271","Sandringham Station","-37.95023856","145.00447279","","vic:rail:SHM","1","Level 0","1"
"14272","Hampton Station","-37.93819338","145.00148746","","vic:rail:HAM","1","Level 0","1"
"14273","Hampton Station","-37.93812306","145.00159177","","vic:rail:HAM","1","Level 0","2"
"14275","Brighton Beach Station","-37.92635018","144.98921409","","vic:rail:BBH","1","Level 0","2"
"14276","Brighton Beach Station","-37.92645179","144.98935922","","vic:rail:BBH","1","Level 0","3"
"14277","Middle Brighton Station","-37.91475309","144.99666206","","vic:rail:MBN","1","Level 0","1"
"14278","Middle Brighton Station","-37.91480907","144.99677429","","vic:rail:MBN","1","Level 0","2"
"14279","North Brighton Station","-37.90459859","145.00259009","","vic:rail:NBN","1","Level 0","1"
"14280","North Brighton Station","-37.90470861","145.00270085","","vic:rail:NBN","1","Level 0","2"
"14281","Gardenvale Station","-37.89662205","145.00411355","","vic:rail:GVE","1","Level 0","1"
"14282","Gardenvale Station","-37.89665119","145.00423785","","vic:rail:GVE","1","Level 0","2"
"14283","Elsternwick Station","-37.88476077","145.00081807","","vic:rail:ELS","1","Level -1","1"
"14284","Elsternwick Station","-37.88474353","145.00086402","","vic:rail:ELS","1","Level -1","2"
"14285","Ripponlea Station","-37.87595970","144.99518964","","vic:rail:RIP","1","Level 0","1"
"14286","Ripponlea Station","-37.87589781","144.99525953","","vic:rail:RIP","1","Level 0","2"
"14287","Balaclava Station","-37.86936298","144.99359506","","vic:rail:BCV","1","Level 1","2"
"14288","Balaclava Station","-37.86933441","144.99350489","","vic:rail:BCV","1","Level 1","1"
"14289","Windsor Station","-37.85602412","144.99192230","","vic:rail:WIN","1","Level 0","1"
"14290","Windsor Station","-37.85605424","144.99210333","","vic:rail:WIN","1","Level 0","2"
"14291","Prahran Station","-37.84970629","144.98977527","","vic:rail:PRA","1","Level 0","1"
"14292","Prahran Station","-37.84968081","144.98986688","","vic:rail:PRA","1","Level 0","2"
"14293","South Yarra Station","-37.83850756","144.99205655","","vic:rail:SYR","1","Level 0","1"
"14294","South Yarra Station","-37.83851850","144.99216989","","vic:rail:SYR","1","Level 0","2"
"14295","South Yarra Station","-37.83852848","144.99222644","","vic:rail:SYR","1","Level 0","3"
"14296","South Yarra Station","-37.83854824","144.99232817","","vic:rail:SYR","1","Level 0","4"
"14297","South Yarra Station","-37.83854901","144.99237360","","vic:rail:SYR","1","Level 0","5"
"14298","South Yarra Station","-37.83855976","144.99247558","","vic:rail:SYR","1","Level 0","6"
"14299","Upfield Station","-37.66558921","144.94662870","","vic:rail:UFD","1","Level 0","1"
"14300","Gowrie Station","-37.70107512","144.95890880","","vic:rail:GOW","1","Level 0","1"
"14301","Gowrie Station","-37.70106513","144.95885236","","vic:rail:GOW","1","Level 0","2"
"14302","Fawkner Station","-37.71512768","144.96064458","","vic:rail:FAK","1","Level 0","1"
"14303","Fawkner Station","-37.71508929","144.96050950","","vic:rail:FAK","1","Level 0","2"
"14304","Merlynston Station","-37.72148512","144.96140054","","vic:rail:MYN","1","Level 0","1"
"14305","Merlynston Station","-37.72149334","144.96135493","","vic:rail:MYN","1","Level 0","2"
"14306","Batman Station","-37.73289075","144.96276710","","vic:rail:BAT","1","Level 0","1"
"14307","Batman Station","-37.73289897","144.96272149","","vic:rail:BAT","1","Level 0","2"
"14308","Coburg Station","-37.74236382","144.96338122","","vic:rail:COB","1","Level 0","1"
"14309","Coburg Station","-37.74234286","144.96321156","","vic:rail:COB","1","Level 0","2"
"14310","Moreland Station","-37.75409928","144.96193577","","vic:rail:MLD","1","Level 0","1"
"14311","Moreland Station","-37.75408733","144.96176584","","vic:rail:MLD","1","Level 0","2"
"14312","Anstey Station","-37.76131507","144.96073879","","vic:rail:ASY","1","Level 0","1"
"14313","Anstey Station","-37.76128589","144.96061473","","vic:rail:ASY","1","Level 0","2"
"14314","Brunswick Station","-37.76774875","144.95965388","","vic:rail:BWK","1","Level 0","1"
"14315","Brunswick Station","-37.76768373","144.95954214","","vic:rail:BWK","1","Level 0","2"
"14316","Jewell Station","-37.77497038","144.95879684","","vic:rail:JWL","1","Level 0","1"
"14317","Jewell Station","-37.77489616","144.95867400","","vic:rail:JWL","1","Level 0","2"
