OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,Undersized,Shallow Main,Condition Score,OVERSIZED,CLEANED,Shape__Length
86907,25440,ACTIVE,KIT 4,40009,139.5m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1951 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,21,N,N,7.75,N,Y,139.459078703307
86908,91176,ACTIVE,KIT 4,40009,4.3m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1951 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,21,N,N,7.75,N,Y,4.32742577537151
86909,38760,ACTIVE,KIT 4,10446,69.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1952 12:00:00 AM,DONATED,,KITCHENER,N,,6,2,37,N,N,7.75,N,Y,69.65174220809
86910,68790,ACTIVE,KIT 2W,600192,130m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/1/2001 12:00:00 AM,DONATED,NA,KITCHENER,N,,5,5,35,N,N,9.35,N,N,129.995251420533
86911,91178,ACTIVE,KIT 2W,600192,6.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/1/2001 12:00:00 AM,DONATED,NA,KITCHENER,N,,5,5,35,N,N,9.35,N,N,6.47115859207941
86914,91182,ACTIVE,KIT 6,600875,63.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2006 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,39,N,N,9.35,N,Y,63.2106417564909
86915,76213,ACTIVE,KIT 6,600875,160.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2006 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,39,N,N,9.35,N,Y,160.450220818386
86916,39020,ACTIVE,KIT 4,10056,125m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1959 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,5,14,N,N,7.75,N,N,124.973104714669
86919,91188,ACTIVE,KIT 4,10952,7.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1958 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,9,N,N,7.75,N,N,7.77197842608449
86920,27560,ACTIVE,KIT 4,10952,244m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1958 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,9,N,N,7.35,N,N,243.955925630787
86922,91192,ACTIVE,KIT 4,6360,4.6m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1969 12:00:00 AM,DONATED,,KITCHENER,N,,5,3,1,N,N,8.5,N,N,4.57160252297472
86923,23550,ACTIVE,KIT 4,6360,91.7m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1969 12:00:00 AM,DONATED,,KITCHENER,N,,5,3,1,N,N,8.5,N,N,91.7218399436848
86924,91194,ACTIVE,KIT 4,22554,1.1m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1985 12:00:00 AM,DONATED,,KITCHENER,N,,7,4,29,N,N,9.1,N,Y,1.07560162235283
86925,28870,ACTIVE,KIT 4,22554,5.5m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1985 12:00:00 AM,DONATED,,KITCHENER,N,,7,4,29,N,N,9.1,N,Y,5.46879960203971
86926,10670,ACTIVE,KIT 4,1318,83.1m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1955 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,25,N,N,7.75,N,Y,83.0671081787716
86927,34340,ACTIVE,KIT 4,12655,309.8m 300mm  DI,TREATED,300,DI,NO,,NONE,8/1/1983 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,39,N,N,7.3,N,Y,309.799715086582
86928,91196,ACTIVE,KIT 4,10822,5.3m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1968 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,3,N,N,8.5,N,N,5.29244835547996
86929,22420,ACTIVE,KIT 4,10822,107.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1968 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,3,N,N,8.5,N,N,107.44922391651
86930,66330,ACTIVE,KIT 4,12649,6.6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2001 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,0,N,N,9.35,N,N,6.62032796220308
86931,91198,ACTIVE,KIT 4,12649,1.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2001 12:00:00 AM,DONATED,,KITCHENER,N,,0,2,0,N,N,9.35,N,N,1.08520825573984
86932,91200,ACTIVE,KIT 4,15934,12.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,7,4,13,N,N,8.5,N,N,12.4765712726126
86933,24270,ACTIVE,KIT 4,15927,317.8m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,7,4,13,N,N,8.5,N,N,317.756766859518
86936,63610,ACTIVE,KIT 4,11362,7.1m 200mm  DI,TREATED,200,DI,NO,,NONE,12/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,0,2,16,N,N,8.5,N,Y,7.0835911339901
86937,10930,ACTIVE,KIT 4,20744,87.1m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1967 12:00:00 AM,DONATED,,KITCHENER,N,,5,1,8,N,N,5.85,N,Y,87.1348136054482
86938,750,ACTIVE,KIT 4,15781,87.4m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1963 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,10,N,N,7.75,N,Y,87.3947238153125
86939,91204,ACTIVE,KIT 4,15781,12.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1963 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,10,N,N,7.75,N,Y,12.1504985280131
86940,91206,ACTIVE,KIT 5,6416,1.8m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1973 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,0,N,N,8.5,N,N,1.75083299618362
86941,91208,ACTIVE,KIT 5,6404,1.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1973 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,0,N,N,8.5,N,N,1.64206352989086
86942,43330,ACTIVE,KIT 5,6407,203.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1973 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,0,N,N,8.5,N,N,203.87346182718
86943,91210,ACTIVE,KIT 5,6425,156.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1973 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,0,N,N,8.5,N,N,156.741771381376
86944,91212,ACTIVE,KIT 4,601031,12m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2005 12:00:00 AM,PURCHASED,STANTEC,KITCHENER,N,,6,4,31,N,N,9.35,N,Y,12.0296840606351
86945,72030,ACTIVE,KIT 4,601031,144.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2005 12:00:00 AM,PURCHASED,STANTEC,KITCHENER,N,,6,4,31,N,N,9.35,N,Y,144.338306371507
86946,91214,ACTIVE,KIT 4,15176,12.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,28,N,N,9.1,N,Y,12.7079251381407
86947,91216,ACTIVE,KIT 4,15176,93.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,25,N,N,9.1,N,Y,93.8567490846452
86948,20540,ACTIVE,KIT 4,15176,166.4m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,25,N,N,9.1,N,Y,166.358329668691
86949,16130,ACTIVE,KIT 4,10343,35.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/1/1976 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,12,N,N,9.35,N,Y,35.5062991089818
86950,91218,ACTIVE,KIT 4,10343,1.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/1/1976 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,12,N,N,9.35,N,Y,1.59410212995389
86951,91220,ACTIVE,KIT 4,10918,35.7m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,7,3,5,N,N,8.5,N,N,35.6520193139067
86952,3420,ACTIVE,KIT 4,10929,136.6m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,7,3,4,N,N,8.5,N,N,136.559541370902
86953,91222,ACTIVE,KIT 4,22796,.5m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,18,N,N,9.1,N,N,0.542337607530157
86954,91224,ACTIVE,KIT 4,21557,98.3m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,5,3,18,N,N,9.1,N,N,98.2743847591685
86955,37180,ACTIVE,KIT 4,21557,102m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,18,N,N,9.1,N,N,102.003294777329
86956,91226,ACTIVE,KIT 5,5610,13.8m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1968 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,15,N,N,8.5,N,N,13.8022639132611
86957,25940,ACTIVE,KIT 5,5436,76.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1968 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,15,N,N,8.5,N,N,76.2481473210889
86958,19760,ACTIVE,KIT 4,12090,46.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1967 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,25,N,N,4.7,N,Y,46.5826941086133
86959,71810,ACTIVE,KIT 4,602077,180.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2005 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,4,32,N,N,9.35,N,Y,180.655545170861
86960,91228,ACTIVE,KIT 4,602077,8.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2005 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,4,32,N,N,9.35,N,Y,8.88998861992678
86961,91230,ACTIVE,KIT 5,5780,10.7m 200mm  DI,TREATED,200,DI,NO,,NONE,2/1/1987 12:00:00 AM,DONATED,CUMMING COCKBURN,KITCHENER,N,,6,6,41,N,N,9.1,N,Y,10.7161011571252
86962,91232,ACTIVE,KIT 5,5780,71.6m 200mm  DI,TREATED,200,DI,NO,,NONE,8/1/1987 12:00:00 AM,DONATED,CUMMING COCKBURN,KITCHENER,N,,6,6,41,N,N,9.1,N,Y,71.553176090811
86963,91234,ACTIVE,KIT 5,5780,17.8m 200mm  DI,TREATED,200,DI,NO,,NONE,8/1/1987 12:00:00 AM,DONATED,CUMMING COCKBURN,KITCHENER,N,,6,6,41,N,N,9.1,N,Y,17.8381367738643
86964,28010,ACTIVE,KIT 5,5780,75.6m 200mm  DI,TREATED,200,DI,NO,,NONE,8/1/1987 12:00:00 AM,DONATED,CUMMING COCKBURN,KITCHENER,N,,6,6,41,N,N,9.1,N,Y,75.6245753223515
86965,76835,ACTIVE,KIT 4A,601826,94.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,8/30/2010 12:00:00 AM,DONATED,,KITCHENER,N,,6,2,42,N,N,9.35,N,Y,94.3817072955345
86966,19070,ACTIVE,KIT 4,11340,62.5m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1952 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,10,N,N,7.75,N,Y,62.4839335722914
86967,91236,ACTIVE,KIT 2W,103028,8.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,8/27/2010 12:00:00 AM,DONATED,,KITCHENER,N,,5,5,44,N,N,9.35,N,N,8.84141015078953
86968,76616,ACTIVE,KIT 2W,103028,8.4m 200mm  PVC,TREATED,200,PVC,NO,,NONE,8/27/2010 12:00:00 AM,DONATED,,KITCHENER,N,,5,5,44,N,N,9.35,N,N,8.37838761152892
86969,91238,ACTIVE,KIT 4,22442,3.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/1/1994 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,4,0,N,N,9.35,N,Y,3.51870835267829
86970,51810,ACTIVE,KIT 4,23094,21.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/1/1994 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,4,0,N,N,9.35,N,Y,21.3383125331289
86971,76451,ACTIVE,KIT 4,8707,15.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1/25/2010 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,2,5,N,N,9.35,N,Y,15.7168145534385
86972,76538,ACTIVE,KIT 6,31311,22.5m 450mm  PVC,TREATED,450,PVC,NO,,NONE,6/1/2007 12:00:00 AM,PURCHASED,,REGION,N,,7,6,0,N,N,9.35,N,Y,22.5345733470187
86973,16310,ACTIVE,KIT 5,6083,62.7m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1987 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,41,N,N,9.1,N,Y,62.712483482189
86974,91240,ACTIVE,KIT 5,6083,1.1m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1987 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,41,N,N,9.1,N,Y,1.11211718715984
86976,91242,ACTIVE,KIT 4,11690,1.1m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1935 12:00:00 AM,DONATED,,KITCHENER,N,,0,5,1,N,N,7.75,N,N,1.10113812104065
86977,34690,ACTIVE,KIT 4,11690,65.4m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1935 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,3,N,N,5.5,N,N,65.4499844066486
86978,91244,ACTIVE,KIT 4,11690,14.9m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1935 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,3,N,N,7.75,N,N,14.9343489226724
86979,76574,ACTIVE,KIT 4,13318,2.3m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1958 12:00:00 AM,DONATED,,KITCHENER,N,,5,5,4,N,N,7.75,N,N,2.26401219975559
86980,91246,ACTIVE,KIT 4,10157,1.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1955 12:00:00 AM,DONATED,,KITCHENER,N,,7,4,6,N,N,7.75,N,N,1.21925329586841
86981,34830,ACTIVE,KIT 4,10157,132.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1955 12:00:00 AM,DONATED,,KITCHENER,N,,7,4,6,N,N,7.75,N,N,132.183637726351
86982,9810,ACTIVE,KIT 2W,21937,82.6m 450mm  DI,TREATED,450,DI,NO,,NONE,7/1/1969 12:00:00 AM,PURCHASED,,DUAL CITY AND REGION,N,,7,5,0,N,N,8.5,N,N,82.5918746501955
86983,91248,ACTIVE,KIT 2W,21937,7.5m 450mm  DI,TREATED,450,DI,NO,,NONE,7/1/1969 12:00:00 AM,PURCHASED,,DUAL CITY AND REGION,N,,7,5,0,N,N,8.5,N,N,7.46739237068541
86984,40170,ACTIVE,KIT 4,6252,72.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1957 12:00:00 AM,DONATED,,KITCHENER,N,,5,1,2,N,N,5.35,N,Y,72.6854063855636
86985,91250,ACTIVE,KIT 4,6592,.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1957 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,2,N,N,7.75,N,Y,0.618863216449509
86988,91254,ACTIVE,KIT 4,15925,1.3m 150mm  DI,TREATED,150,DI,NO,,NONE,11/1/1976 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,4,15,N,N,8.5,N,Y,1.26719666341298
86989,57260,ACTIVE,KIT 4,15925,4.9m 150mm  DI,TREATED,150,DI,NO,,NONE,11/1/1976 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,4,15,N,N,8.5,N,Y,4.86985917528152
86990,91256,ACTIVE,KIT 4,9575,13.1m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1990 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,3,13,N,N,9.1,N,N,13.0904140806254
86991,38220,ACTIVE,KIT 4,9575,74.9m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1990 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,N,74.8795702661266
86992,9960,ACTIVE,KIT 2W,22707,222.6m 450mm  DI,TREATED,450,DI,NO,,NONE,8/1/1969 12:00:00 AM,PURCHASED,,DUAL CITY AND REGION,N,,6,5,38,N,N,6.9,Y,N,222.606836030551
86993,91258,ACTIVE,KIT 5,8672,8.8m 300mm  DI,TREATED,300,DI,NO,,NONE,9/1/1968 12:00:00 AM,DONATED,NA,KITCHENER,N,,6,6,42,N,N,8.5,N,Y,8.83931667994601
86994,91260,ACTIVE,KIT 5,8672,14.4m 300mm  DI,TREATED,300,DI,NO,,NONE,9/1/1968 12:00:00 AM,DONATED,NA,KITCHENER,N,,6,6,42,N,N,8.5,N,Y,14.3853372656841
86995,18280,ACTIVE,KIT 5,8672,264.5m 300mm  DI,TREATED,300,DI,NO,,NONE,9/1/1968 12:00:00 AM,DONATED,NA,KITCHENER,N,,6,6,42,N,N,5.7,N,Y,264.507350325354
86996,91262,ACTIVE,KIT 5,8672,147.5m 300mm  DI,TREATED,300,DI,NO,,NONE,9/1/1968 12:00:00 AM,DONATED,NA,KITCHENER,N,,6,6,42,N,N,6.1,N,Y,147.454486209432
86997,91264,ACTIVE,KIT 4,22418,69.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/1/1995 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,32,N,N,5.55,N,Y,69.6865121334923
86998,55480,ACTIVE,KIT 4,22418,138m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/1/1995 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,32,N,N,8.15,N,Y,137.963093726968
87002,64290,ACTIVE,KIT 4,1409,10.3m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1988 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,9,N,N,9.1,N,Y,10.3258023995715
87003,91270,ACTIVE,KIT 5,21753,14.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/1/1992 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,31,N,N,9.35,N,Y,14.4684586264077
87004,26530,ACTIVE,KIT 5,21753,133.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/1/1992 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,31,N,N,9.35,N,Y,133.324095717885
87005,91272,ACTIVE,KIT 5,21753,130.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/1/1992 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,31,N,N,9.35,N,Y,130.31060495824
87006,91274,ACTIVE,KIT 5,21753,11.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/1/1992 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,31,N,N,9.35,N,Y,11.7393077407661
87007,91276,ACTIVE,KIT 4,22964,12.4m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1953 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,7,N,N,7.75,N,N,12.3626366452694
87008,43510,ACTIVE,KIT 4,22964,213.9m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1953 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,7,N,N,7.3,N,N,213.884998318107
87009,91278,ACTIVE,KIT 5,40282,11.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2002 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,28,N,N,9.35,N,Y,11.4039222167229
87010,91280,ACTIVE,KIT 5,40282,118.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2002 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,28,N,N,9.35,N,Y,118.446288674832
87011,91282,ACTIVE,KIT 5,40282,7.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2002 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,28,N,N,9.35,N,Y,7.53776332979944
87012,62920,ACTIVE,KIT 5,40282,132.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2002 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,28,N,N,9.35,N,Y,132.277327610055
87013,31040,ACTIVE,KIT 4,20972,63.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1948 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,9,N,N,7.75,N,Y,63.6750299203825
87015,4070,ACTIVE,KIT 4,1264,36.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1955 12:00:00 AM,DONATED,,KITCHENER,N,,4,1,25,N,N,7.75,N,Y,36.6303000947597
87017,91288,ACTIVE,KIT 6,602407,7.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2007 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,1,N,N,9.35,N,Y,7.09813272560826
87018,68791,ACTIVE,KIT 6,602407,29.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2007 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,1,N,N,9.35,N,Y,29.2910474723521
87019,91290,ACTIVE,KIT 6,602407,15.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2007 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,1,N,N,9.35,N,Y,15.3160034533662
87020,17960,ACTIVE,KIT 4,12413,106.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1981 12:00:00 AM,DONATED,,KITCHENER,N,,6,2,38,N,N,6.9,N,Y,106.891174615783
87021,91292,ACTIVE,KIT 4,12415,.4m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1981 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,40,N,N,8.5,N,Y,0.447251696755622
87022,40390,ACTIVE,KIT 4,9405,109.9m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1953 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,16,N,N,4.15,N,N,109.912880820789
87024,31600,ACTIVE,KIT 5,20732,21.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,12,N,N,8.5,N,Y,21.4862126210192
87025,91296,ACTIVE,KIT 5,20732,2.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,12,N,N,8.5,N,Y,2.42528045463605
87026,91298,ACTIVE,KIT 5,9485,1.5m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1980 12:00:00 AM,DONATED,,KITCHENER,N,,5,3,0,N,N,8.5,N,N,1.50004522609446
87027,9360,ACTIVE,KIT 5,9510,347.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1980 12:00:00 AM,DONATED,,KITCHENER,N,,5,3,0,N,N,8.5,N,N,347.893085682979
87028,91300,ACTIVE,KIT 5,9510,156.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1980 12:00:00 AM,DONATED,,KITCHENER,N,,5,3,0,N,N,8.5,N,N,156.580678751934
87029,91302,ACTIVE,KIT 5,9510,12.3m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1980 12:00:00 AM,DONATED,,KITCHENER,N,,5,3,0,N,N,8.5,N,N,12.3348723259999
87030,9030,ACTIVE,KIT 4,8692,83.1m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1986 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,5,N,N,9.1,N,Y,83.1275992309818
87031,91304,ACTIVE,KIT 4,8692,9.1m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1986 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,5,N,N,9.1,N,Y,9.05581182775463
87032,91306,ACTIVE,KIT 2W,105665,10.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2006 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,43,N,N,9.35,N,N,10.2274208774743
87033,74370,ACTIVE,KIT 2W,105665,129m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2006 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,43,N,N,9.35,N,N,129.002485468682
87035,69570,ACTIVE,KIT 4,601890,76.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2003 12:00:00 AM,DONATED,,KITCHENER,N,,7,3,16,N,N,9.35,N,N,76.0706151784427
87036,91310,ACTIVE,KIT 5,5529,11.4m 300mm  DI,TREATED,300,DI,NO,,NONE,2/1/1992 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,34,N,N,9.1,N,Y,11.3576714978789
87037,11140,ACTIVE,KIT 5,5529,104.1m 300mm  DI,TREATED,300,DI,NO,,NONE,2/1/1992 12:00:00 AM,DONATED,PARAGON,KITCHENER,N,,6,6,34,N,N,9.1,N,Y,104.100694443834
87038,91312,ACTIVE,KIT 5,5529,13.2m 300mm  DI,TREATED,300,DI,NO,,NONE,2/1/1992 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,34,N,N,9.1,N,Y,13.2123202004204
87039,74020,ACTIVE,KIT 6,600871,115.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2006 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,40,N,N,9.35,N,Y,115.050021113285
87040,91314,ACTIVE,KIT 6,600871,11.9m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2006 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,40,N,N,9.35,N,Y,11.9175742532666
87041,91316,ACTIVE,KIT 4,22433,11.9m 150mm  DI,TREATED,150,DI,NO,,NONE,11/1/1987 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,27,N,N,9.1,N,Y,11.8816553253928
87042,33150,ACTIVE,KIT 4,22433,69.6m 150mm  DI,TREATED,150,DI,NO,,NONE,11/1/1987 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,27,N,N,9.1,N,Y,69.6109109232623
87043,91318,ACTIVE,KIT 4,22433,4.7m 150mm  DI,TREATED,150,DI,NO,,NONE,11/1/1987 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,27,N,N,9.1,N,Y,4.745900105082
87044,91320,ACTIVE,KIT 4,601154,3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2005 12:00:00 AM,DONATED,,KITCHENER,N,,0,4,32,N,N,9.35,N,Y,2.97832387738601
87045,91322,ACTIVE,KIT 4,601153,10m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2005 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,32,N,N,9.35,N,Y,9.99207522822084
