asset_id,asset_key,dataset,link,source,publisher,description,themes,used_by,datatype,size,variable_count,variables
ASSET-0081,MOP:employment-by-block-by-anzsic,Jobs per ANZSIC for blocks,https://data.melbourne.vic.gov.au/explore/dataset/employment-by-block-by-anzsic/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It shows employment (number of jobs) in the entire municipality, classified by their ANZSIC1 industry and small area allocation. This dataset has been confidentialised to protect the commercially sensitive information of individual businesses. Data in cells which pertain to two or fewer businesses have been suppressed and are shown as a blank cell. The row totals refer to the true total, including those suppressed cells. To see column total values for the entire municipality, please refer to the 'Jobs per ANZSIC in municipality' dataset. Non-confidentialised data may be made available subject to a data supply agreement. For more information contact cityfacts@melbourne.vic.gov.au For CLUE block spatial files see https://data.melbourne.vic.gov.au/explore/dataset/blocks-for-census-of-land-use-and-employment-clue/information/ For more information about CLUE see http://www.melbourne.vic.gov.au/clue For more information about the ANZSIC industry classification system see http://www.abs.gov.au/ausstats/abs@.nsf/mf/1292.0",Business,UC00027,Tabular,13519,23,census_year | block_id | clue_small_area | accommodation_and_food_services | administrative_and_support_services | agriculture_forestry_and_fishing | arts_and_recreation_services | construction | education_and_training | electricity_gas_water_and_waste_services | financial_and_insurance_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | mining | other_services | professional_scientific_and_technical_services | public_administration_and_safety | rental_hiring_and_real_estate_services | retail_trade | transport_postal_and_warehousing | wholesale_trade | total_jobs_in_block
ASSET-0007,MOP:jobs-per-anzsic-in-municipality,Jobs per ANZSIC in municipality,https://data.melbourne.vic.gov.au/explore/dataset/jobs-per-anzsic-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It shows employment (number of jobs) in the entire municipality, classified by their ANZSIC1 industry and small area allocation. This dataset has been confidentialised to protect the commercially sensitive information of individual businesses. Data in cells which pertain to two or fewer businesses have been suppressed and are shown as a blank cell. The row totals refer to the true total, including those suppressed cells. To see CLUE block level data for this data set, please refer to the 'Jobs per ANZSIC for blocks' dataset. Non-confidentialised data may be made available subject to a data supply agreement. For more information contact cityfacts@melbourne.vic.gov.au For CLUE block spatial files see https://data.melbourne.vic.gov.au/explore/dataset/blocks-for-census-of-land-use-and-employment-clue/information/ For more information about CLUE see http://www.melbourne.vic.gov.au/clue For more information about the ANZSIC industry classification system see http://www.abs.gov.au/ausstats/abs@.nsf/mf/1292.0",Business,,Tabular,23,22,census_year | clue_small_area | accommodation_and_food_services | administrative_and_support_services | agriculture_forestry_and_fishing | arts_and_recreation_services | construction | education_and_training | electricity_gas_water_and_waste_services | financial_and_insurance_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | mining | other_services | professional_scientific_and_technical_services | public_administration_and_safety | rental_hiring_and_real_estate_services | retail_trade | transport_postal_and_warehousing | wholesale_trade | total_jobs_in_block
ASSET-0082,MOP:employment-by-block-by-clue-industry,Jobs per CLUE industry for blocks,https://data.melbourne.vic.gov.au/explore/dataset/employment-by-block-by-clue-industry/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It shows employment (number of jobs) per city (CLUE) block, classified by their CLUE industry (from ANZSIC1) and small area allocation. To see CLUE block level data, please refer to the 'Business establishments per CLUE industry for blocks' dataset. This dataset has been confidentialised to protect the commercially sensitive information of individual businesses. Data in cells which pertain to two or fewer businesses have been suppressed and are shown as a blank cell. The row totals refer to the true total, including those suppressed cells. To see column total values for the entire municipality, please refer to the 'Jobs per CLUE industry in municipality' dataset. Non-confidentialised data may be made available subject to a data supply agreement. For more information contact cityfacts@melbourne.vic.gov.au For CLUE block spatial files see https://data.melbourne.vic.gov.au/explore/dataset/blocks-for-census-of-land-use-and-employment-clue/information/ For more information about CLUE see http://www.melbourne.vic.gov.au/clue For more information about the ANZS",Business,,Tabular,13519,24,census_year | block_id | clue_small_area | accommodation | admin_and_support_services | agriculture_and_mining | arts_and_recreation_services | business_services | construction | education_and_training | electricity_gas_water_and_waste_services | finance_and_insurance | food_and_beverage_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | other_services | public_administration_and_safety | real_estate_services | rental_and_hiring_services | retail_trade | transport_postal_and_storage | wholesale_trade | total_jobs_in_block
ASSET-0110,MOP:jobs-per-clue-industry-in-municipality,Jobs per CLUE industry in municipality,https://data.melbourne.vic.gov.au/explore/dataset/jobs-per-clue-industry-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It shows employment (number of jobs) in the entire municipality, classified by their CLUE industry (from ANZSIC1) and small area allocation. This dataset has been confidentialised to protect the commercially sensitive information of individual businesses. Data in cells which pertain to two or fewer businesses have been suppressed and are shown as a blank cell. The row totals refer to the true total, including those suppressed cells. To see CLUE block level data for this data set, please refer to the 'Jobs per CLUE industry for blocks' dataset. Non-confidentialised data may be made available subject to a data supply agreement. For more information contact cityfacts@melbourne.vic.gov.au For CLUE block spatial files see https://data.melbourne.vic.gov.au/explore/dataset/blocks-for-census-of-land-use-and-employment-clue/information/ For more information about CLUE see http://www.melbourne.vic.gov.au/clue For more information about the ANZSIC industry classification system see http://www.abs.gov.au/ausstats/abs@.nsf/mf/1292.0",Business,,Tabular,23,23,census_year | clue_small_area | accommodation | admin_and_support_services | agriculture_and_mining | arts_and_recreation_services | business_services | construction | education_and_training | electricity_gas_water_and_waste_services | finance_and_insurance | food_and_beverage_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | other_services | public_administration_and_safety | real_estate_services | rental_and_hiring_services | retail_trade | transport_postal_and_storage | wholesale_trade | total_jobs_in_block
ASSET-0083,MOP:employment-by-block-by-space-use,Jobs per space use for blocks,https://data.melbourne.vic.gov.au/explore/dataset/employment-by-block-by-space-use/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It shows employment (number of jobs) per city (CLUE) block, classified by their space use and small area allocation. This dataset has been confidentialised to protect the commercially sensitive information of individual businesses. Data in cells which pertain to two or fewer businesses have been suppressed and are shown as a blank cell. The row totals refer to the true total, including those suppressed cells. To see column total values for the entire municipality, please refer to the 'Jobs per space use in municipality' dataset. Non-confidentialised data may be made available subject to a data supply agreement. For more information contact cityfacts@melbourne.vic.gov.au For CLUE block spatial files see https://data.melbourne.vic.gov.au/explore/dataset/blocks-for-census-of-land-use-and-employment-clue/information/ For more information about CLUE see http://www.melbourne.vic.gov.au/clue For more information about the ANZSIC industry classification system see http://www.abs.gov.au/ausstats/abs@.nsf/mf/1292.0",Business,,Tabular,13519,41,census_year | block_id | clue_small_area | commercial_accommodation | common_area | community_use | educational_research | entertainment_recreation_indoor | equipment_installation | hospital_clinic | house_townhouse | institutional_accommodation | manufacturing | office | park_reserve | parking_commercial_covered | parking_commercial_uncovered | parking_private_covered | parking_private_uncovered | performances_conferences_ceremonies | private_outdoor_space | public_display_area | residential_apartment | retail_cars | retail_shop | retail_showroom | retail_stall | sports_and_recreation_outdoor | square_promenade | storage | student_accommodation | transport | transport_storage_uncovered | unoccupied_under_construction | unoccupied_under_demolition_condemned | unoccupied_under_renovation | unoccupied_undeveloped_site | unoccupied_unused | wholesale | workshop_studio | total_jobs_in_block
ASSET-0111,MOP:jobs-per-space-use-in-municipality,Jobs per space use in municipality,https://data.melbourne.vic.gov.au/explore/dataset/jobs-per-space-use-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It shows employment (number of jobs) in the municipality, classified by their space use and small area allocation. This dataset has been confidentialised to protect the commercially sensitive information of individual businesses. Data in cells which pertain to two or fewer businesses have been suppressed and are shown as a blank cell. The row totals refer to the true total, including those suppressed cells. To see CLUE block level data for this data set, please refer to the 'Jobs per space use for blocks' dataset. Non-confidentialised data may be made available subject to a data supply agreement. For more information contact cityfacts@melbourne.vic.gov.au For more information about CLUE see http://www.melbourne.vic.gov.au/clue For more information about the ANZSIC industry classification system see http://www.abs.gov.au/ausstats/abs@.nsf/mf/1292.0",Business,,Tabular,23,40,census_year | clue_small_area | commercial_accommodation | common_area | community_use | educational_research | entertainment_recreation_indoor | equipment_installation | hospital_clinic | house_townhouse | institutional_accommodation | manufacturing | office | park_reserve | parking_commercial_covered | parking_commercial_uncovered | parking_private_covered | parking_private_uncovered | performances_conferences_ceremonies | private_outdoor_space | public_display_area | residential_apartment | retail_cars | retail_shop | retail_showroom | retail_stall | sports_and_recreation_outdoor | square_promenade | storage | student_accommodation | transport | transport_storage_uncovered | unoccupied_under_construction | unoccupied_under_demolition_condemned | unoccupied_under_renovation | unoccupied_undeveloped_site | unoccupied_unused | wholesale | workshop_studio | total_jobs_in_block
ASSET-0008,MOP:landmarks-and-places-of-interest-including-schools-theatres-health-services-spor,"Landmarks and places of interest, including schools, theatres, health services, sports facilities, places of worship, galleries and museums.",https://data.melbourne.vic.gov.au/explore/dataset/landmarks-and-places-of-interest-including-schools-theatres-health-services-spor/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains a description and co-ordinates of places of interest within the City of Melbourne. Themes include: Community Use, Education Centre, Health Services, Leisure/Recreation, Mixed Use, Office, Place Of Assembly, Place of Worship, Purpose Built, Retail, Transport, Vacant Land Sub-themes include: Art Gallery/Museum, Church, Function/Conference/Exhibition Centre, Informal Outdoor Facility (Park/Garden/Reserve), Major Sports & Recreation Facility, Office, Public Buildings, Public Hospital, Railway Station, Retail/Office/Carpark, Tertiary (University), Theatre Live",People,UC00010 | UC00157,Geospatial,242,4,theme | sub_theme | feature_name | co_ordinates
ASSET-0009,MOP:laneways-with-greening-potential,Laneways with greening potential,https://data.melbourne.vic.gov.au/explore/dataset/laneways-with-greening-potential/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset includes City of Melbourne’s mapping of greening potential in laneways across the municipality. 'Greening' in this dataset refers to four types of possible greening responses: forest lanes, farm lanes, park lanes and vertical gardens. Higher gridcodes indicate lower potential for adaptation - i.e. a gridcode of 1 is optimal. This dataset can be used the general public, developers, landscape architects and other interested parties who want to know what the future of green laneways may look like for Melbourne. This dataset can be used as a starting point for greening projects including forest, farm and park lanes as well as vertical gardens Anyone interested in potential greening within the city should contact the City of Melbourne or visit the Green Infrastructure webpages found on the City of Melboune website here . The Growing Green Guide is another helpful and comprehensive guide for the building and maintaining green roofs, walls and facades in Melbourne and Victoria. The Laneways with greening potential dataset is part of a larger suite of work by City of Melbourne to explore and implement contemporary and unique ways of greening in the city that can help combat in",Environment,,Geospatial,246,23,geo_point_2d | geo_shape | segid_1 | mapbase_mc | insol_scor | verticalsu | segid | driveways | parklane | objectid | climate_ty | narrowing | closepart | farmlane | walls | farm_rank | vert_rank | fores_rank | forest | park_rank | binsperct | mapbase_1 | wsud
ASSET-0112,MOP:litter-traps,Litter Traps,https://data.melbourne.vic.gov.au/explore/dataset/litter-traps/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Litter traps are devices that retain ‘gross pollutants’ (litter and debris greater than 5mm) They are available in several configurations and designs. This dataset can be used in conjunction with the drainpipe dataset https://data.melbourne.vic.gov.au/Assets-Infrastructure/Drainpipes/3bff-vaa5 The stormwater pit dataset: https://data.melbourne.vic.gov.au/Assets-Infrastructure/Stormwater-Pits/psq9-yz4x and also the pumping station dataset: https://data.melbourne.vic.gov.au/Assets-Infrastructure/Pumping-Station/55z9-zqzu,City Council,UC00021,Geospatial,63,9,asset_number | asset_description | construct_material_lupvalue | inspection_frequency | maintained_by | object_type_lupvalue | lat | lon | location
ASSET-0113,MOP:live-music-venues,Live Music Venues,https://data.melbourne.vic.gov.au/explore/dataset/live-music-venues/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Melbourne is widely known as one of the world’s great music cities, and has more live music venues per capita than any other city in the world (Melbourne Live Music Census Report 2017). City of Melbourne is home to a large number of these venues and this dataset provides a list of dedicated live music venues, and other venues and spaces which present live music, in the municipality. It should be noted that the criteria for a live music venue, as determined by the Melbourne Live Music Census Report 2017, is a venue which presents live music two nights per week minimum. The census also identified that on an annual basis, 44% of regular venues feature live music on four nights per week, 28% on five nights and 10% on seven nights. Additionally according to the census and associated venue survey responses, a live venue in Melbourne typically: - is a hotel or bar in the CBD or inner suburbs which has been operating for an average of 8 years and, in 50%+ of cases, presents live music four nights per week.",Property,,Geospatial,227,9,property_number | venue_name | venue_address | space_type | website | lat | lon | location | geolocation
ASSET-0114,MOP:mahlstedts-fire-plans-of-melbourne-1888,Mahlstedt's fire plans of Melbourne 1888,https://data.melbourne.vic.gov.au/explore/dataset/mahlstedts-fire-plans-of-melbourne-1888/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This is a set of 24 maps of buildings around Melbourne's CBD, produced by Mahlstedt and Gee in 1888. They were published under the title ""Standard plans of the city of Melbourne"". They were digitised by the City of Melbourne and geo-referenced. The same maps are avaiilable through the State Library of Victoria: http://handle.slv.vic.gov.au/10381/126848 To help you choose between the two sources, here are some of the differences: - the SLV digitisations are higher quality, with fewer artefacts such as other maps bleeding through - the SLV has a web viewer, enabling you to quickly view each map online - the CoM versions are geo-referenced JPEG2000 files, meaning you can overlay them on a map - the CoM files are available for bulk download There is no copyright on these map images.",Property,,Tabular,0,Not stated,Not stated
ASSET-0115,MOP:marine-berths,Marine Berths,https://data.melbourne.vic.gov.au/explore/dataset/marine-berths/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset represents the berthing status within the municipal boundary of the City of Melbourne.,Property,,Geospatial,213,4,berth_type | ref | geo_shape | geo_point_2d
ASSET-0117,MOP:median-house-prices-by-type-and-sale-year,Median House Prices - By Type and Sale Year,https://data.melbourne.vic.gov.au/explore/dataset/median-house-prices-by-type-and-sale-year/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Median prices for dwellings/townhouses, and apartments by their year of sale for the City of Melbourne.",Property,,Tabular,34,4,sale_year | type | median_price | transaction_count
ASSET-0116,MOP:median-house-prices-by-transfer-year-from-2000-2016,Median House Prices by Transfer Year from 2000 - 2016,https://data.melbourne.vic.gov.au/explore/dataset/median-house-prices-by-transfer-year-from-2000-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Median prices for dwellings/townhouses, and apartments by their year of settlement for the City of Melbourne.",Property,,Tabular,34,4,transfer_year | type | median_price | transaction_count
ASSET-0118,MOP:melbourne-bike-share-station-readings-2011-2017,Melbourne Bike Share Station Readings 2011-2017,https://data.melbourne.vic.gov.au/explore/dataset/melbourne-bike-share-station-readings-2011-2017/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset show the historical Melbourne Bike Share dock usage. This program came to an end in November 2019. This dataset contains the historical dock readings from sensors in Melbourne's Bike Share. Melbourne Bike Share is a joint RACV/Victorian Government bicycle hire scheme. This dataset contains the locations of all of the bike share pods, the number of bikes located at each pod and the number of empty slots at the pod. Download: Download compressed CSV (51.6MB, 5.64 million rows)",Transport,,Tabular,0,Not stated,Not stated
ASSET-0119,MOP:melbourne-conversations-past-events-2001-2017,Melbourne Conversations past events 2001-2017,https://data.melbourne.vic.gov.au/explore/dataset/melbourne-conversations-past-events-2001-2017/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"A list of all the past public events held in the Melbourne Conversations series, which began in October 2001. This data comes from an internal working document and may contain errors and omissions. More information about Melbourne Conversations here: http://www.melbourne.vic.gov.au/arts-and-culture/events-partnerships/melbourne-conversations/Pages/melbourne-conversations.aspx",People,,Tabular,296,7,title | date_venue | venue | attendance_est | speakers | partners_sponsors | overview
ASSET-0120,MOP:melbourne-testbed-devices-reference-list,Melbourne Testbed Devices Reference List,https://data.melbourne.vic.gov.au/explore/dataset/melbourne-testbed-devices-reference-list/,City of Melbourne Open Data,City of Melbourne,Dataset containing list and location of all devices used for the Melbourne 5G and IoT testbed,Sensors,,Tabular,56,8,sensor_name | sensor_id | sensor_type | type_measure | sensor_location | location_name | location_picture_hyperlink | location_picture
ASSET-0121,MOP:melbourne-visitor-contact-stats,Melbourne Visitor Contact Stats,https://data.melbourne.vic.gov.au/explore/dataset/melbourne-visitor-contact-stats/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City of Melbourne provides visitor programs such as city tours, town hall tours, cruise ship and visitor shuttle trips and face to face visitor contact points including the visitor centre, visitor booth and the city ambassador program. This dataset tracks the number of people who participate in visitor programs and the number of visitors our customer relations officers assist every month. Melbourne Visitor Shuttle ceased as of September 2017 The Melbourne Visitor Centre closed on Sunday 19th of August 2018 The Melbourne Visitor Hub at Town Hall opened on Monday 20th of August 2018 The Visitor Hub at Queen Victoria Market opened in late November",City Council,,Tabular,476,5,date | number_of_contacts | source | year | month
ASSET-0124,MOP:microclimate-sensor-locations,Microclimate Sensor Locations - Historical,https://data.melbourne.vic.gov.au/explore/dataset/microclimate-sensor-locations/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Note: these sensors are removed and new microclimate sensors are installed in the City. Please check https://data.melbourne.vic.gov.au/explore/dataset/microclimate-sensors-data/table/ This dataset contains the historical location and location description for each microclimate sensor device installed throughout the city. Each microclimate sensor device will have several climate sensors embedded inside. Sensor devices are typically installed on a street pole and locations are selected based on relevant project criteria. Since the beginning of the Microclimate Sensor Readings dataset in 2019, some sensor devices have been relocated. This may be for various reasons such as construction works or re-assignment to new climate projects. Any changes to sensor locations are important to consider when analysing and interpreting historical data. The site_id column can be used to merge the data with related dataset (linked below). Site_id refers to the location of the unique sensor device which may have changed over time. Related datasets: Microclimate Sensor - Sensor Readings",Environment,,Geospatial,16,9,site_id | gatewayhub_id | site_status | last_data_local | start_reading | end_reading | latitude | longitude | location
ASSET-0125,MOP:microclimate-sensor-readings,Microclimate Sensor Readings-Historical,https://data.melbourne.vic.gov.au/explore/dataset/microclimate-sensor-readings/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains historical environmental readings from microclimate sensors located across the city. The data was updated every hour in fifteen minute increments and can be used to determine variations in microclimate changes throughout the day. Microclimate data includes: - Ambient air temperature - Relative humidity - Barometric pressure - Particulate matter 2.5 - Particulate matter 10 - Average wind speed The Microclimate Sensor Readings helps us to understand temperature, relative humidity, pressure, particulate matter 2.5, particulate matter 10, and average wind speed at different locations and different times of day to better inform decision-making and plan for the future. Additional values are included in this dataset to provide an easier way to correlate the data with the official EPA Victoria data. These can be identified with the value 'epa' included in the type column. EPA Victoria report air quality readings in 1 hour and 24 hour averages. This includes; ambient air temperature readings in 1 hour average, relative humidity readings in 1 hour average, particulate matter 2.5 readings in 1 hour and 24 hour averages, and particulate matter 10 readings in 1 hour and 24",Environment,,Tabular,56,9,local_time | id | site_id | sensor_id | value | type | units | gatewayhub_id | site_status
ASSET-0126,MOP:microclimate-sensors-data,Microclimate sensors data,https://data.melbourne.vic.gov.au/explore/dataset/microclimate-sensors-data/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset contains climate readings from climate sensors located within the City. The data is updated every fifteen minutes and can be used to determine variations in microclimate changes throughout the day. This data includes: - Ambient air temperature - Relative humidity - Atmospheric pressure - Wind speed and direction - Gust wind speed - Particulate matter 2.5 - Particulate matter 10 - Noise Note this dataset may not contain a reading every 15 minutes as the sensor devices might not have a reading for each value. There may be some situations where no readings are reported.,Sensors | Environment,UC00171,Geospatial,999130,16,device_id | received_at | sensorlocation | latlong | minimumwinddirection | averagewinddirection | maximumwinddirection | minimumwindspeed | averagewindspeed | gustwindspeed | airtemperature | relativehumidity | atmosphericpressure | pm25 | pm10 | noise
ASSET-0127,MOP:microlabs-accelerometer-sensor-data,Microlabs Accelerometer Sensor Data,https://data.melbourne.vic.gov.au/explore/dataset/microlabs-accelerometer-sensor-data/,City of Melbourne Open Data,City of Melbourne,Not stated,Sensors,,Geospatial,3687,14,time | sensor_location | dev_id | sensor_name | lat_long | batv | intrip | mandown | type | speedkmph | latitudedeg | fixfailed | headingdeg | longitudedeg
ASSET-0128,MOP:microlabs-co2-sensor-data,Microlabs CO2 Sensor Data,https://data.melbourne.vic.gov.au/explore/dataset/microlabs-co2-sensor-data/,City of Melbourne Open Data,City of Melbourne,Not stated,Environment,,Geospatial,341292,11,dev_id | sensor_name | time | temperature | humidity | light | motion | visit | vdd | lat_long | co2
ASSET-0129,MOP:microlabs-sound-sensor-data,Microlabs Sound Sensor Data,https://data.melbourne.vic.gov.au/explore/dataset/microlabs-sound-sensor-data/,City of Melbourne Open Data,City of Melbourne,Not stated,Sensors,,Geospatial,313336,12,dev_id | sensor_name | time | temperature | humidity | light | motion | visit | vdd | soundpeak | soundavg | lat_long
ASSET-0130,MOP:multicultural-community-profile-2016,Multicultural Community Profile 2016,https://data.melbourne.vic.gov.au/explore/dataset/multicultural-community-profile-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Contains demographic profile information from the Australian Bureau of Statistics (ABS) 2016 Census of Population and Housing. Data has been aggregated based on the top 12 countries of birth for residents. This data has been derived from the ABS Census TableBuilder online data tool ( http://www.abs.gov.au/websitedbs/D3310114.nsf/Home/2016%20TableBuilder ) by Australian Bureau of Statistics, used under CC 4.0 .",People,,Tabular,2374,6,profile | census_year | category | sub_category | sub_order | value
ASSET-0131,MOP:municipal-boundary,Municipal boundary,https://data.melbourne.vic.gov.au/explore/dataset/municipal-boundary/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This shapefile shows the boundary of the City of Melbourne municipality.,Property,,Geospatial,1,10,geo_point_2d | geo_shape | mccid_gis | maplabel | name | xorg | mccid_str | xsource | xdate | mccid_int
ASSET-0133,MOP:off-street-car-parks-with-capacity-and-type,Off-street car parks with capacity and type,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. The number of off-street car parking spaces per property is recorded in CLUE. Car parking can be classified as: • Commercial: Car parking in a publicly accessible, paid parking facility • Residential: Car parking in a residential building or property • Private: Car parking in a non-residential building that is provided for use by staff, customers or visitors. For more information see http://www.melbourne.vic.gov.au/clue",Transport,UC00027,Geospatial,151199,11,census_year | block_id | property_id | base_property_id | building_address | clue_small_area | parking_type | parking_spaces | longitude | latitude | location
ASSET-0134,MOP:older-people-profile-2016-60-years-and-over,Older People Profile 2016 (60 years and over),https://data.melbourne.vic.gov.au/explore/dataset/older-people-profile-2016-60-years-and-over/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Contains demographic profile information from the Australian Bureau of Statistics (ABS) 2016 Census of Population and Housing. Data has been aggregated by older people (aged 60 years and over), as well as the remaining population (aged under 60 years). This data has been derived from the ABS Census TableBuilder online data tool ( http://www.abs.gov.au/websitedbs/D3310114.nsf/Home/2016%20TableBuilder ) by Australian Bureau of Statistics, used under CC 4.0 .",People,UC00117,Tabular,548,6,profile | census_year | category | sub_category | sub_order | value
ASSET-0135,MOP:on-street-car-park-bay-restrictions,On-street Car Park Bay Restrictions,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-park-bay-restrictions/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Upcoming Changes: Please note that our parking system is being improved and this dataset may be disrupted. See more information here . Each row contains information about the restrictions that apply to one parking bay. Each restriction consists of a set of columns: How the data joins: There are three datasets that make up the live parking sensor release. They are the on-street parking bay sensors, on-street parking bays and the on-street car park bay restrictions. The way the datasets join is as follows. The on-street parking bay sensors join to the on-street parking bays by the marker_id attribute. The on-street parking bay sensors join to the on-street car park bay restrictions by the bay_id attribute. The on-street parking bays and the on-street car park bay restrictions don’t currently join. Field information: - FromDay: The first day in the range on which this restriction applies (0=Sunday, 6=Saturday) - ToDay: The final day in the range, inclusive. (1-5=Monday to Friday) - StartTime: The time each day when the restriction applies. - EndTime: The time each day when the restriction ends. - TypeDesc: The type of restriction. Eg: ""2P Meter"" (two hour parking, paid for using a met",Transport,UC00111 | UC00163,Tabular,4263,62,bayid | deviceid | description1 | description2 | description3 | description4 | description5 | description6 | disabilityext1 | disabilityext2 | disabilityext3 | disabilityext4 | disabilityext5 | disabilityext6 | duration1 | duration2 | duration3 | duration4 | duration5 | duration6 | effectiveonph1 | effectiveonph2 | effectiveonph3 | effectiveonph4 | effectiveonph5 | effectiveonph6 | endtime1 | endtime2 | endtime3 | endtime4 | endtime5 | endtime6 | exemption1 | exemption2 | exemption3 | exemption4 | exemption5 | exemption6 | fromday1 | fromday2 | fromday3 | fromday4 | fromday5 | fromday6 | starttime1 | starttime2 | starttime3 | starttime4 | starttime5 | starttime6 | today1 | today2 | today3 | today4 | today5 | today6 | typedesc1 | typedesc2 | typedesc3 | typedesc4 | typedesc5 | typedesc6
ASSET-0136,MOP:on-street-car-parking-meters-with-location,On-street Car Parking Meters with Location,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-meters-with-location/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Upcoming Changes: Please note that our parking system is being improved and this dataset may be disrupted. See more information here . This dataset shows the location and information about council's on-street car parking meters. It contains information about the parking meter model type, if the model accepts credit card and tap 'n go facilities.",Transport,UC00163,Geospatial,1404,9,barcode | creditcard | tapandgo | asset_id | meter_id | location_description | latitude | longitude | location
ASSET-0137,MOP:on-street-car-parking-sensor-data-2011,On-street Car Parking Sensor Data - 2011,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2011/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City of Melbourne has installed in-ground parking bay sensors in most CBD parking bays. These sensors record when a vehicle arrives and when it departs. Each record also includes the parking restriction for the bay and whether the vehicle has overstayed that restriction. This is the data for the 2011 calendar year Known data issues: 1.There are 488,167 records that have the text ‘OLD’ at the end of the restriction in the field named ‘Sign’. This has been investigated and determined the text refers to one of two things, either: · At the time of the parking event the restriction that has been captured is correct but when the data was extracted from the server (July 2017) the restriction had since changed. · (Or) The particular sensor has since been replaced. 2. There are a number of records that have a negative value in the duration in field ‘seconds’. This occurs due to a sensor detecting an arrival time being after the departure time. 3. There are a number of records where the arrival and departure times have not been recorded. If the time has not been recorded the time is calculated from midnight of the arrival day to either midnight of the departure day or to the departure ti",Transport,,Tabular,0,Not stated,Not stated
ASSET-0138,MOP:on-street-car-parking-sensor-data-2012,On-street Car Parking Sensor Data - 2012,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2012/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City of Melbourne has installed in-ground parking bay sensors in most CBD parking bays. These sensors record when a vehicle arrives and when it departs. Each record also includes the parking restriction for the bay and whether the vehicle has overstayed that restriction. This is the data for the 2012 calendar year. Known data issues: 1. There are 1,139,275 records that have the text ‘OLD’ at the end of the restriction in the field named ‘Sign’. This has been investigated and determined the text refers to one of two things, either: · At the time of the parking event the restriction that has been captured is correct but when the data was extracted from the server (July 2017) the restriction had since changed. · (Or) The particular sensor has since been replaced. 2. There are a number of records that have a negative value in the duration in field ‘seconds’. This occurs due to a sensor detecting an arrival time being after the departure time. 3. There are a number of records where the arrival and departure times have not been recorded. If the time has not been recorded the time is calculated from midnight of the arrival day to either midnight of the departure day or to the departur",Transport,,Tabular,0,Not stated,Not stated
