timestamp,vibration_mm_s,tilt_degree,crack_width_mm,temperature_c,humidity_pct,inspection_report,anomaly_label,is_anomaly,anomaly_score,text_risk_score,sensor_threshold_score,final_risk_score,risk_level,recommended_action
2026-05-01 13:15:00,1.03,0.087,0.192,22.79,54.89,Routine inspection: no major structural issues observed.,1,0,-0.1874918319848607,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 13:30:00,1.506,0.068,0.183,19.56,49.59,Routine inspection: no major structural issues observed.,1,0,-0.17079122579157413,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 13:45:00,1.161,0.113,0.197,17.99,52.95,Routine inspection: no major structural issues observed.,1,0,-0.1658397341461883,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 14:00:00,1.093,0.093,0.245,15.07,54.51,Routine inspection: no major structural issues observed.,1,0,-0.07389098107339187,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 14:15:00,1.112,0.126,0.097,19.91,44.77,Routine inspection: no major structural issues observed.,1,0,-0.0817617815572299,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 14:30:00,1.333,0.085,0.156,25.84,45.31,Routine inspection: no major structural issues observed.,1,0,-0.0656047859412936,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 14:45:00,1.291,0.043,0.204,21.87,57.89,Routine inspection: no major structural issues observed.,1,0,-0.18237487550537357,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 15:00:00,1.303,0.039,0.117,19.88,51.86,Routine inspection: no major structural issues observed.,1,0,-0.15638276052451322,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 15:15:00,1.308,0.13,0.239,21.93,39.61,Routine inspection: no major structural issues observed.,1,0,-0.0573419117888776,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 15:30:00,1.735,0.132,0.195,17.88,59.71,Routine inspection: no major structural issues observed.,1,0,-0.11697237225078577,0,2,2,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 15:45:00,1.098,0.075,0.214,20.41,56.63,Routine inspection: no major structural issues observed.,1,0,-0.20371512902816685,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 16:00:00,1.072,0.069,0.157,21.2,50.72,Routine inspection: no major structural issues observed.,1,0,-0.18890710319647586,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 16:15:00,0.997,0.124,0.213,20.83,47.1,Routine inspection: no major structural issues observed.,1,0,-0.14756344287894313,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 16:30:00,1.354,0.047,0.223,22.58,60.01,Routine inspection: no major structural issues observed.,1,0,-0.16802110756361344,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 16:45:00,1.482,0.053,0.189,21.69,57.1,Routine inspection: no major structural issues observed.,1,0,-0.1916668365997864,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 17:00:00,1.172,0.099,0.189,22.34,69.3,Routine inspection: no major structural issues observed.,1,0,-0.10742939713405869,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 17:15:00,0.99,0.068,0.191,19.62,57.52,"Minor corrosion stains noted, no immediate movement detected.",1,0,-0.2009810821096124,4,0,4,Medium,Schedule engineering inspection within 7 days and monitor the affected sensor readings more frequently.
2026-05-01 17:30:00,0.994,0.08,0.145,22.8,57.33,Routine inspection: no major structural issues observed.,1,0,-0.17655155748436346,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 17:45:00,1.363,0.075,0.174,24.26,54.0,Routine inspection: no major structural issues observed.,1,0,-0.16508133292728006,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 18:00:00,1.386,0.09,0.174,19.06,59.9,Routine inspection: no major structural issues observed.,1,0,-0.18858195717235343,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 18:15:00,1.336,0.122,0.195,19.22,58.75,Routine inspection: no major structural issues observed.,1,0,-0.18483072426423997,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 18:30:00,1.034,0.083,0.22,23.67,62.51,Routine inspection: no major structural issues observed.,1,0,-0.1467318128476816,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 18:45:00,1.258,0.099,0.138,20.62,51.87,Routine inspection: no major structural issues observed.,1,0,-0.18349878437439798,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 19:00:00,1.229,0.018,0.175,23.81,52.39,Routine inspection: no major structural issues observed.,1,0,-0.10826387869828247,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 19:15:00,1.255,0.079,0.239,20.11,52.13,Routine inspection: no major structural issues observed.,1,0,-0.1724912566187382,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 19:30:00,1.418,0.055,0.15,23.91,59.74,Routine inspection: no major structural issues observed.,1,0,-0.1477185207391718,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 19:45:00,1.256,0.043,0.147,21.26,63.99,Routine inspection: no major structural issues observed.,1,0,-0.13718726760700012,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 20:00:00,1.37,0.054,0.188,21.52,52.25,Routine inspection: no major structural issues observed.,1,0,-0.1972492965658474,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 20:15:00,1.217,0.07,0.214,24.13,52.45,Routine inspection: no major structural issues observed.,1,0,-0.1532599714850097,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 20:30:00,1.272,0.107,0.18,20.28,56.88,Routine inspection: no major structural issues observed.,1,0,-0.2021816378710138,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 20:45:00,1.358,0.04,0.233,19.12,53.53,Routine inspection: no major structural issues observed.,1,0,-0.1520551202071364,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 21:00:00,0.836,0.081,0.214,20.1,60.71,Routine inspection: no major structural issues observed.,1,0,-0.17006664371832947,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 21:15:00,1.12,0.065,0.214,21.9,41.49,Routine inspection: no major structural issues observed.,1,0,-0.13600133603132425,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 21:30:00,1.082,0.07,0.202,17.87,50.04,Routine inspection: no major structural issues observed.,1,0,-0.15862137866864784,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-01 21:45:00,3.545,0.27,0.273,22.27,50.31,Increased vibration observed near support beam. Possible fatigue or loose connection.,-1,1,0.01822081910164497,5,7,15,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-01 22:00:00,3.552,0.251,0.172,19.92,41.08,Increased vibration observed near support beam. Possible fatigue or loose connection.,-1,1,0.03031757734946472,5,6,14,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-01 22:15:00,4.494,0.313,0.1,23.3,49.22,Increased vibration observed near support beam. Possible fatigue or loose connection.,-1,1,0.09219804632098927,5,6,14,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-01 22:30:00,3.916,0.239,0.244,16.21,49.51,Increased vibration observed near support beam. Possible fatigue or loose connection.,-1,1,0.04449492709391889,5,5,13,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-01 22:45:00,4.693,0.249,0.162,19.43,53.79,Increased vibration observed near support beam. Possible fatigue or loose connection.,-1,1,0.006597551083234787,5,5,13,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-01 23:00:00,3.964,0.264,0.184,17.63,61.68,Increased vibration observed near support beam. Possible fatigue or loose connection.,-1,1,0.0066555667055574474,5,6,14,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-01 23:15:00,3.87,0.222,0.232,19.35,53.53,Increased vibration observed near support beam. Possible fatigue or loose connection.,1,0,-0.030672197692997893,5,5,10,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-01 23:30:00,3.605,0.246,0.116,21.5,48.82,Increased vibration observed near support beam. Possible fatigue or loose connection.,1,0,-0.029943819657993198,5,5,10,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-01 23:45:00,4.035,0.285,0.13,20.64,54.66,Increased vibration observed near support beam. Possible fatigue or loose connection.,1,0,-0.009842689201688959,5,6,11,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 00:00:00,4.254,0.216,0.116,20.49,61.3,Increased vibration observed near support beam. Possible fatigue or loose connection.,1,0,-0.0006115785691895859,5,5,10,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 00:15:00,4.128,0.182,0.148,20.68,49.14,Increased vibration observed near support beam. Possible fatigue or loose connection.,1,0,-0.03221731782092008,5,5,10,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 00:30:00,3.711,0.261,0.198,21.41,49.54,Increased vibration observed near support beam. Possible fatigue or loose connection.,1,0,-0.04168472345946528,5,6,11,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 00:45:00,3.973,0.317,0.201,18.98,58.35,Increased vibration observed near support beam. Possible fatigue or loose connection.,-1,1,0.023488586801769795,5,6,14,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 01:00:00,1.414,0.054,0.191,22.41,53.67,Routine inspection: no major structural issues observed.,1,0,-0.19052711216054424,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 01:15:00,1.152,0.071,0.123,22.33,58.88,Routine inspection: no major structural issues observed.,1,0,-0.17410123586937531,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 01:30:00,0.881,0.036,0.088,21.77,54.92,Routine inspection: no major structural issues observed.,1,0,-0.11286520508171088,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 01:45:00,0.917,0.062,0.182,22.11,59.21,Routine inspection: no major structural issues observed.,1,0,-0.1878402801508096,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 02:00:00,0.97,0.089,0.161,21.59,48.79,Routine inspection: no major structural issues observed.,1,0,-0.18036090301216917,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 02:15:00,1.324,0.116,0.198,25.07,54.93,Routine inspection: no major structural issues observed.,1,0,-0.11661833474834837,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 02:30:00,1.236,0.058,0.208,20.83,53.74,"Minor corrosion stains noted, no immediate movement detected.",1,0,-0.20099755310651196,4,0,4,Medium,Schedule engineering inspection within 7 days and monitor the affected sensor readings more frequently.
2026-05-02 02:45:00,1.373,0.06,0.186,20.39,47.7,Routine inspection: no major structural issues observed.,1,0,-0.17914056603125106,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 03:00:00,1.093,0.016,0.21,19.49,45.62,Routine inspection: no major structural issues observed.,1,0,-0.11487463514883195,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 03:15:00,1.24,0.075,0.189,18.94,59.11,Routine inspection: no major structural issues observed.,1,0,-0.19331072460762644,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 03:30:00,1.356,0.048,0.201,18.51,52.89,Routine inspection: no major structural issues observed.,1,0,-0.1587931013927742,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 03:45:00,1.123,0.064,0.152,19.22,48.87,Routine inspection: no major structural issues observed.,1,0,-0.17624212554773622,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 04:00:00,1.314,0.054,0.173,20.86,54.42,Routine inspection: no major structural issues observed.,1,0,-0.20883321898220675,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 04:15:00,1.035,0.077,0.188,21.67,61.77,Routine inspection: no major structural issues observed.,1,0,-0.1905583166968977,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 04:30:00,1.109,0.027,0.213,21.1,41.32,Routine inspection: no major structural issues observed.,1,0,-0.11553868521626132,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 04:45:00,1.105,0.036,0.164,19.47,46.02,Routine inspection: no major structural issues observed.,1,0,-0.1453405429510125,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 05:00:00,0.901,0.144,0.201,22.8,49.46,Routine inspection: no major structural issues observed.,1,0,-0.09405683120213065,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 05:15:00,1.322,0.041,0.169,22.48,63.77,Routine inspection: no major structural issues observed.,1,0,-0.1405927706410885,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 05:30:00,1.083,0.047,0.175,20.68,56.7,Routine inspection: no major structural issues observed.,1,0,-0.20174510403797075,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 05:45:00,1.203,0.135,0.213,19.69,59.6,Routine inspection: no major structural issues observed.,1,0,-0.16169555876290798,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 06:00:00,1.32,0.167,0.1,22.1,48.16,Routine inspection: no major structural issues observed.,1,0,-0.0630866087475318,0,2,2,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 06:15:00,1.312,0.045,0.128,21.38,48.28,Routine inspection: no major structural issues observed.,1,0,-0.16008706772158832,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 06:30:00,1.366,0.069,0.121,18.1,57.69,Routine inspection: no major structural issues observed.,1,0,-0.15901455811548093,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 06:45:00,1.175,0.09,0.087,20.86,55.35,Routine inspection: no major structural issues observed.,1,0,-0.16126882640337026,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 07:00:00,1.094,0.132,0.153,21.52,58.29,Routine inspection: no major structural issues observed.,1,0,-0.1665348802141084,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 07:15:00,1.18,0.05,0.21,19.2,53.87,Routine inspection: no major structural issues observed.,1,0,-0.1854567930831295,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 07:30:00,0.778,0.073,0.169,21.38,56.67,Routine inspection: no major structural issues observed.,1,0,-0.17349665814682685,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 07:45:00,0.838,0.103,0.188,18.09,55.95,Routine inspection: no major structural issues observed.,1,0,-0.1501534170365556,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 08:00:00,0.869,0.093,0.224,23.67,59.67,Routine inspection: no major structural issues observed.,1,0,-0.14488594715641417,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 08:15:00,0.951,0.069,0.233,23.5,59.84,Routine inspection: no major structural issues observed.,1,0,-0.14267916122618485,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 08:30:00,1.3,0.076,0.177,20.49,45.28,Routine inspection: no major structural issues observed.,1,0,-0.1649036921565612,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 08:45:00,0.974,0.039,0.234,21.73,41.52,Routine inspection: no major structural issues observed.,1,0,-0.097581992007238,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 09:00:00,1.105,0.073,0.184,16.18,61.01,Routine inspection: no major structural issues observed.,1,0,-0.12091376114719188,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 09:15:00,1.525,0.072,0.147,18.69,62.13,Routine inspection: no major structural issues observed.,1,0,-0.14446835065989916,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 09:30:00,1.111,0.087,0.156,20.41,48.88,Routine inspection: no major structural issues observed.,1,0,-0.19026037384574712,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 09:45:00,1.384,0.063,0.121,18.86,43.84,Routine inspection: no major structural issues observed.,1,0,-0.09996736357635666,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 10:00:00,0.967,0.094,0.144,22.43,55.59,Routine inspection: no major structural issues observed.,1,0,-0.18183661244654886,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 10:15:00,1.149,0.11,0.166,24.99,60.59,Routine inspection: no major structural issues observed.,1,0,-0.12113544932322368,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 10:30:00,0.962,0.085,0.212,18.65,65.79,Routine inspection: no major structural issues observed.,1,0,-0.12584713180735108,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 10:45:00,1.115,0.091,0.249,19.33,58.1,Routine inspection: no major structural issues observed.,1,0,-0.1655552560427916,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 11:00:00,1.41,0.082,0.125,21.47,52.77,Routine inspection: no major structural issues observed.,1,0,-0.17831873120948205,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 11:15:00,0.768,0.08,0.196,24.22,49.64,Routine inspection: no major structural issues observed.,1,0,-0.12443991954886058,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 11:30:00,1.309,0.058,0.138,18.56,55.07,Routine inspection: no major structural issues observed.,1,0,-0.17336806442259767,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 11:45:00,1.259,0.089,0.199,21.5,53.2,"Minor corrosion stains noted, no immediate movement detected.",1,0,-0.19960663891949287,4,0,4,Medium,Schedule engineering inspection within 7 days and monitor the affected sensor readings more frequently.
2026-05-02 12:00:00,1.051,0.077,0.175,24.64,48.91,Routine inspection: no major structural issues observed.,1,0,-0.13936958078416967,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 12:15:00,0.838,0.143,0.107,17.7,67.29,Routine inspection: no major structural issues observed.,-1,1,0.004758499405983607,0,1,4,Medium,Schedule engineering inspection within 7 days and monitor the affected sensor readings more frequently.
2026-05-02 12:30:00,1.218,0.127,0.217,18.44,65.71,Routine inspection: no major structural issues observed.,1,0,-0.11813230575702105,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 12:45:00,1.068,0.092,0.156,20.15,61.82,Routine inspection: no major structural issues observed.,1,0,-0.17986064497870347,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 13:00:00,1.258,0.057,0.159,19.96,49.47,Routine inspection: no major structural issues observed.,1,0,-0.17966563003664077,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 13:15:00,1.205,0.047,0.137,22.63,60.13,Routine inspection: no major structural issues observed.,1,0,-0.16556772289023497,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 13:30:00,3.019,0.116,0.506,21.48,58.84,Visible crack widening and minor spalling near concrete column. Further inspection recommended.,1,0,-0.02970167042004046,6,7,13,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 13:45:00,2.997,0.088,0.54,17.45,57.66,Visible crack widening and minor spalling near concrete column. Further inspection recommended.,-1,1,0.0015726306064873796,6,5,14,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 14:00:00,2.903,0.094,0.595,22.03,62.5,Visible crack widening and minor spalling near concrete column. Further inspection recommended.,-1,1,0.010878175611142904,6,5,14,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 14:15:00,2.661,0.028,0.383,19.84,58.81,Visible crack widening and minor spalling near concrete column. Further inspection recommended.,1,0,-0.029894796763705878,6,4,10,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 14:30:00,3.231,0.108,0.568,23.55,59.44,Visible crack widening and minor spalling near concrete column. Further inspection recommended.,-1,1,0.005437600275216892,6,7,16,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 14:45:00,3.049,0.094,0.677,19.74,58.82,Visible crack widening and minor spalling near concrete column. Further inspection recommended.,-1,1,0.014490439657770526,6,6,15,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 15:00:00,3.347,0.047,0.449,19.73,57.04,Visible crack widening and minor spalling near concrete column. Further inspection recommended.,1,0,-0.024939939076403572,6,5,11,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 15:15:00,2.766,0.066,0.448,22.08,44.3,Visible crack widening and minor spalling near concrete column. Further inspection recommended.,-1,1,0.01363035778651267,6,4,13,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 15:30:00,3.099,0.088,0.528,22.53,55.5,Visible crack widening and minor spalling near concrete column. Further inspection recommended.,1,0,-0.03369339532381643,6,6,12,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 15:45:00,2.494,0.082,0.463,21.9,51.66,Visible crack widening and minor spalling near concrete column. Further inspection recommended.,1,0,-0.029972186420040847,6,4,10,High,Urgent inspection within 24–48 hours. Increase monitoring and consider restricting access until checked.
2026-05-02 16:00:00,1.04,0.071,0.225,17.63,47.32,Routine inspection: no major structural issues observed.,1,0,-0.1167356464263346,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 16:15:00,0.968,0.077,0.195,22.08,65.09,Routine inspection: no major structural issues observed.,1,0,-0.15932884541127146,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 16:30:00,1.103,0.072,0.175,18.93,65.37,Routine inspection: no major structural issues observed.,1,0,-0.1484223156526624,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 16:45:00,0.856,0.085,0.194,21.47,63.16,Routine inspection: no major structural issues observed.,1,0,-0.1577429156255553,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 17:00:00,1.359,0.124,0.258,18.15,56.53,Routine inspection: no major structural issues observed.,1,0,-0.12673007268631958,0,2,2,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 17:15:00,1.144,0.003,0.263,21.89,63.1,Routine inspection: no major structural issues observed.,1,0,-0.044631870714656796,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 17:30:00,0.832,0.073,0.183,19.39,55.07,Routine inspection: no major structural issues observed.,1,0,-0.176446163160072,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 17:45:00,0.946,0.085,0.186,18.43,56.22,Routine inspection: no major structural issues observed.,1,0,-0.1773849689892264,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 18:00:00,1.278,0.089,0.223,22.43,48.44,Routine inspection: no major structural issues observed.,1,0,-0.17147281304021145,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 18:15:00,1.41,0.069,0.146,21.48,57.38,Routine inspection: no major structural issues observed.,1,0,-0.18809347964942513,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 18:30:00,1.699,0.027,0.193,19.77,55.36,Routine inspection: no major structural issues observed.,1,0,-0.1363864921518681,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 18:45:00,1.928,0.09,0.179,23.9,47.18,Routine inspection: no major structural issues observed.,1,0,-0.07065296891328543,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 19:00:00,1.304,0.132,0.193,20.12,54.69,Routine inspection: no major structural issues observed.,1,0,-0.1810616648968223,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
