Geography,Year,Gender,Age,Value
City of Melbourne,2026,Female,Age 25-29,18586
City of Melbourne,2030,Female,Age 25-29,20709
City of Melbourne,2034,Female,Age 25-29,22721
City of Melbourne,2038,Female,Age 25-29,22593
City of Melbourne,2021,Male,Age 25-29,16479
City of Melbourne,2022,Male,Age 25-29,16051
City of Melbourne,2023,Male,Age 25-29,15688
City of Melbourne,2031,Male,Age 25-29,19420
City of Melbourne,2034,Male,Age 25-29,21532
City of Melbourne,2035,Male,Age 25-29,21952
City of Melbourne,2037,Male,Age 25-29,21710
City of Melbourne,2040,Male,Age 25-29,20886
City of Melbourne,2022,Female,Age 30-34,11381
City of Melbourne,2027,Female,Age 30-34,15379
City of Melbourne,2028,Female,Age 30-34,15606
City of Melbourne,2030,Female,Age 30-34,15812
City of Melbourne,2031,Female,Age 30-34,16612
City of Melbourne,2039,Female,Age 30-34,17825
City of Melbourne,2021,Male,Age 30-34,10829
City of Melbourne,2022,Male,Age 30-34,11564
City of Melbourne,2024,Male,Age 30-34,13433
City of Melbourne,2031,Male,Age 30-34,16878
City of Melbourne,2032,Male,Age 30-34,17558
City of Melbourne,2033,Male,Age 30-34,17693
City of Melbourne,2034,Male,Age 30-34,17603
City of Melbourne,2041,Male,Age 30-34,18061
City of Melbourne,2022,Female,Age 35-39,6551
City of Melbourne,2029,Female,Age 35-39,12013
City of Melbourne,2034,Female,Age 35-39,13100
City of Melbourne,2038,Female,Age 35-39,14176
City of Melbourne,2024,Male,Age 35-39,8797
City of Melbourne,2026,Male,Age 35-39,10368
City of Melbourne,2031,Male,Age 35-39,15092
City of Melbourne,2036,Male,Age 35-39,15258
City of Melbourne,2037,Male,Age 35-39,15790
City of Melbourne,2021,Female,Age 40-44,3338
City of Melbourne,2023,Female,Age 40-44,4095
City of Melbourne,2031,Female,Age 40-44,9388
City of Melbourne,2035,Female,Age 40-44,12605
City of Melbourne,2036,Female,Age 40-44,13226
City of Melbourne,2039,Female,Age 40-44,12619
City of Melbourne,2023,Male,Age 40-44,4627
City of Melbourne,2024,Male,Age 40-44,5214
City of Melbourne,2027,Male,Age 40-44,7665
City of Melbourne,2028,Male,Age 40-44,8425
City of Melbourne,2033,Male,Age 40-44,12343
City of Melbourne,2035,Male,Age 40-44,14243
City of Melbourne,2037,Male,Age 40-44,14616
City of Melbourne,2039,Male,Age 40-44,14260
City of Melbourne,2022,Female,Age 45-49,3009
City of Melbourne,2023,Female,Age 45-49,3135
City of Melbourne,2025,Female,Age 45-49,3669
City of Melbourne,2028,Female,Age 45-49,4845
City of Melbourne,2032,Female,Age 45-49,7529
City of Melbourne,2035,Female,Age 45-49,9559
City of Melbourne,2032,Male,Age 45-49,7603
City of Melbourne,2033,Male,Age 45-49,8280
City of Melbourne,2034,Male,Age 45-49,9007
City of Melbourne,2036,Male,Age 45-49,10241
City of Melbourne,2039,Male,Age 45-49,12749
City of Melbourne,2021,Female,Age 50-54,2489
City of Melbourne,2023,Female,Age 50-54,2611
City of Melbourne,2026,Female,Age 50-54,3085
City of Melbourne,2027,Female,Age 50-54,3335
City of Melbourne,2029,Female,Age 50-54,3734
City of Melbourne,2030,Female,Age 50-54,3987
City of Melbourne,2033,Female,Age 50-54,5065
City of Melbourne,2034,Female,Age 50-54,5575
City of Melbourne,2036,Female,Age 50-54,7025
City of Melbourne,2037,Female,Age 50-54,7662
City of Melbourne,2039,Female,Age 50-54,9019
City of Melbourne,2021,Male,Age 50-54,2450
City of Melbourne,2023,Male,Age 50-54,2570
City of Melbourne,2024,Male,Age 50-54,2679
City of Melbourne,2025,Male,Age 50-54,2836
City of Melbourne,2026,Male,Age 50-54,3036
City of Melbourne,2032,Male,Age 50-54,4524
City of Melbourne,2040,Male,Age 50-54,9493
City of Melbourne,2041,Male,Age 50-54,10056
City of Melbourne,2021,Female,Age 55-59,2472
City of Melbourne,2023,Female,Age 55-59,2495
City of Melbourne,2027,Female,Age 55-59,2718
City of Melbourne,2028,Female,Age 55-59,2833
City of Melbourne,2030,Female,Age 55-59,3063
City of Melbourne,2037,Female,Age 55-59,4592
City of Melbourne,2038,Female,Age 55-59,5039
City of Melbourne,2039,Female,Age 55-59,5528
City of Melbourne,2024,Male,Age 55-59,2497
City of Melbourne,2027,Male,Age 55-59,2640
City of Melbourne,2032,Male,Age 55-59,3352
City of Melbourne,2037,Male,Age 55-59,4460
City of Melbourne,2038,Male,Age 55-59,4895
City of Melbourne,2039,Male,Age 55-59,5370
City of Melbourne,2025,Female,Age 60-64,2189
City of Melbourne,2027,Female,Age 60-64,2285
City of Melbourne,2030,Female,Age 60-64,2407
City of Melbourne,2031,Female,Age 60-64,2407
City of Melbourne,2032,Female,Age 60-64,2439
City of Melbourne,2035,Female,Age 60-64,2705
City of Melbourne,2039,Female,Age 60-64,3343
City of Melbourne,2041,Female,Age 60-64,3740
City of Melbourne,2026,Male,Age 60-64,2248
City of Melbourne,2029,Male,Age 60-64,2341
City of Melbourne,2030,Male,Age 60-64,2365
City of Melbourne,2032,Male,Age 60-64,2397
City of Melbourne,2033,Male,Age 60-64,2483
City of Melbourne,2034,Male,Age 60-64,2559
City of Melbourne,2035,Male,Age 60-64,2659
City of Melbourne,2038,Male,Age 60-64,3100
City of Melbourne,2022,Female,Age 65-69,1902
City of Melbourne,2030,Female,Age 65-69,2097
City of Melbourne,2035,Female,Age 65-69,2243
City of Melbourne,2037,Female,Age 65-69,2257
City of Melbourne,2021,Male,Age 65-69,1806
City of Melbourne,2027,Male,Age 65-69,2010
City of Melbourne,2028,Male,Age 65-69,2020
City of Melbourne,2030,Male,Age 65-69,2002
City of Melbourne,2033,Male,Age 65-69,2086
City of Melbourne,2034,Male,Age 65-69,2130
City of Melbourne,2035,Male,Age 65-69,2142
City of Melbourne,2040,Male,Age 65-69,2379
City of Melbourne,2041,Male,Age 65-69,2508
City of Melbourne,2022,Female,Age 70-74,1610
City of Melbourne,2029,Female,Age 70-74,1941
City of Melbourne,2031,Female,Age 70-74,1946
City of Melbourne,2034,Female,Age 70-74,1994
City of Melbourne,2036,Female,Age 70-74,2043
City of Melbourne,2037,Female,Age 70-74,2022
City of Melbourne,2040,Female,Age 70-74,2089
City of Melbourne,2026,Male,Age 70-74,1851
City of Melbourne,2029,Male,Age 70-74,1979
City of Melbourne,2031,Male,Age 70-74,1984
City of Melbourne,2035,Male,Age 70-74,2011
City of Melbourne,2037,Male,Age 70-74,2062
City of Melbourne,2039,Male,Age 70-74,2122
City of Melbourne,2021,Female,Age 75-79,481
City of Melbourne,2023,Female,Age 75-79,765
City of Melbourne,2024,Female,Age 75-79,956
City of Melbourne,2025,Female,Age 75-79,1177
City of Melbourne,2030,Female,Age 75-79,1644
City of Melbourne,2031,Female,Age 75-79,1681
City of Melbourne,2034,Female,Age 75-79,1778
City of Melbourne,2035,Female,Age 75-79,1801
City of Melbourne,2040,Female,Age 75-79,1788
City of Melbourne,2022,Male,Age 75-79,666
City of Melbourne,2027,Male,Age 75-79,1601
City of Melbourne,2034,Male,Age 75-79,1879
City of Melbourne,2035,Male,Age 75-79,1903
City of Melbourne,2037,Male,Age 75-79,1918
City of Melbourne,2038,Male,Age 75-79,1919
City of Melbourne,2040,Male,Age 75-79,1890
City of Melbourne,2021,Female,Age 80-84,304
City of Melbourne,2022,Female,Age 80-84,334
City of Melbourne,2025,Female,Age 80-84,450
City of Melbourne,2031,Female,Age 80-84,1292
City of Melbourne,2034,Female,Age 80-84,1463
City of Melbourne,2035,Female,Age 80-84,1476
City of Melbourne,2036,Female,Age 80-84,1508
City of Melbourne,2038,Female,Age 80-84,1552
City of Melbourne,2041,Female,Age 80-84,1578
City of Melbourne,2021,Male,Age 80-84,293
City of Melbourne,2025,Male,Age 80-84,433
City of Melbourne,2026,Male,Age 80-84,486
City of Melbourne,2027,Male,Age 80-84,617
City of Melbourne,2029,Male,Age 80-84,889
City of Melbourne,2033,Male,Age 80-84,1393
City of Melbourne,2034,Male,Age 80-84,1410
City of Melbourne,2035,Male,Age 80-84,1423
City of Melbourne,2037,Male,Age 80-84,1457
City of Melbourne,2038,Male,Age 80-84,1496
City of Melbourne,2039,Male,Age 80-84,1524
City of Melbourne,2040,Male,Age 80-84,1541
City of Melbourne,2041,Male,Age 80-84,1521
City of Melbourne,2028,Female,Age 85+,484
City of Melbourne,2035,Female,Age 85+,1131
City of Melbourne,2040,Female,Age 85+,1643
City of Melbourne,2025,Male,Age 85+,242
City of Melbourne,2026,Male,Age 85+,255
City of Melbourne,2027,Male,Age 85+,281
City of Melbourne,2030,Male,Age 85+,354
City of Melbourne,2035,Male,Age 85+,706
City of Melbourne,2038,Male,Age 85+,926
City of Melbourne,2040,Male,Age 85+,1027
Carlton,2024,Female,Age 0-4,253
Carlton,2023,Female,Age 0-4,222
Carlton,2026,Female,Age 0-4,317
Carlton,2028,Female,Age 0-4,353
Carlton,2031,Female,Age 0-4,423
Carlton,2033,Female,Age 0-4,476
Carlton,2036,Female,Age 0-4,627
Carlton,2040,Female,Age 0-4,654
Carlton,2023,Male,Age 0-4,232
Carlton,2024,Male,Age 0-4,267
Carlton,2021,Male,Age 0-4,180
Carlton,2025,Male,Age 0-4,306
Carlton,2026,Male,Age 0-4,334
Carlton,2029,Male,Age 0-4,385
Carlton,2030,Male,Age 0-4,404
Carlton,2032,Male,Age 0-4,441
Carlton,2033,Male,Age 0-4,457
Carlton,2021,Female,Age 5-9,181
Carlton,2022,Female,Age 5-9,181
Carlton,2026,Female,Age 5-9,198
Carlton,2030,Female,Age 5-9,346
Carlton,2036,Female,Age 5-9,483
Carlton,2037,Female,Age 5-9,493
Carlton,2038,Female,Age 5-9,490
Carlton,2041,Female,Age 5-9,482
Carlton,2025,Male,Age 5-9,193
Carlton,2026,Male,Age 5-9,201
Carlton,2027,Male,Age 5-9,240
Carlton,2031,Male,Age 5-9,388
Carlton,2036,Male,Age 5-9,483
Carlton,2038,Male,Age 5-9,488
Carlton,2024,Female,Age 10-14,144
Carlton,2023,Female,Age 10-14,141
Carlton,2030,Female,Age 10-14,139
Carlton,2031,Female,Age 10-14,147
Carlton,2034,Female,Age 10-14,263
Carlton,2035,Female,Age 10-14,292
Carlton,2040,Female,Age 10-14,347
Carlton,2041,Female,Age 10-14,351
Carlton,2024,Male,Age 10-14,180
Carlton,2021,Male,Age 10-14,186
Carlton,2029,Male,Age 10-14,161
Carlton,2030,Male,Age 10-14,168
Carlton,2035,Male,Age 10-14,383
Carlton,2037,Male,Age 10-14,428
Carlton,2040,Male,Age 10-14,453
Carlton,2026,Female,Age 15-19,1034
Carlton,2030,Female,Age 15-19,1142
Carlton,2033,Female,Age 15-19,1212
Carlton,2034,Female,Age 15-19,1272
Carlton,2035,Female,Age 15-19,1351
Carlton,2039,Female,Age 15-19,1601
Carlton,2040,Female,Age 15-19,1724
Carlton,2041,Female,Age 15-19,1781
Carlton,2021,Male,Age 15-19,660
Carlton,2029,Male,Age 15-19,924
Carlton,2035,Male,Age 15-19,1114
Carlton,2040,Male,Age 15-19,1412
Carlton,2041,Male,Age 15-19,1455
Carlton,2024,Female,Age 20-24,2723
Carlton,2023,Female,Age 20-24,2755
Carlton,2025,Female,Age 20-24,2794
Carlton,2029,Female,Age 20-24,3510
Carlton,2031,Female,Age 20-24,3813
Carlton,2032,Female,Age 20-24,3887
Carlton,2034,Female,Age 20-24,4084
Carlton,2040,Female,Age 20-24,4573
Carlton,2023,Male,Age 20-24,2381
Carlton,2024,Male,Age 20-24,2353
Carlton,2028,Male,Age 20-24,2783
Carlton,2029,Male,Age 20-24,3002
Carlton,2033,Male,Age 20-24,3321
Carlton,2037,Male,Age 20-24,3707
Carlton,2041,Male,Age 20-24,3719
Carlton,2024,Female,Age 25-29,1825
Carlton,2028,Female,Age 25-29,2157
Carlton,2031,Female,Age 25-29,2277
Carlton,2035,Female,Age 25-29,2799
Carlton,2036,Female,Age 25-29,2853
Carlton,2037,Female,Age 25-29,2906
Carlton,2038,Female,Age 25-29,2822
Carlton,2039,Female,Age 25-29,2742
Carlton,2021,Male,Age 25-29,1661
Carlton,2022,Male,Age 25-29,1656
Carlton,2032,Male,Age 25-29,2132
Carlton,2035,Male,Age 25-29,2431
Carlton,2037,Male,Age 25-29,2493
Carlton,2038,Male,Age 25-29,2419
Carlton,2040,Male,Age 25-29,2373
Carlton,2041,Male,Age 25-29,2322
Carlton,2024,Female,Age 30-34,1128
Carlton,2021,Female,Age 30-34,880
Carlton,2025,Female,Age 30-34,1227
Carlton,2027,Female,Age 30-34,1254
Carlton,2028,Female,Age 30-34,1274
Carlton,2030,Female,Age 30-34,1295
Carlton,2032,Female,Age 30-34,1433
Carlton,2034,Female,Age 30-34,1489
Carlton,2037,Female,Age 30-34,1527
Carlton,2038,Female,Age 30-34,1541
Carlton,2040,Female,Age 30-34,1601
Carlton,2041,Female,Age 30-34,1557
Carlton,2024,Male,Age 30-34,1143
Carlton,2029,Male,Age 30-34,1290
Carlton,2030,Male,Age 30-34,1312
Carlton,2033,Male,Age 30-34,1475
Carlton,2038,Male,Age 30-34,1560
Carlton,2039,Male,Age 30-34,1579
Carlton,2024,Female,Age 35-39,734
Carlton,2025,Female,Age 35-39,805
Carlton,2029,Female,Age 35-39,1076
Carlton,2033,Female,Age 35-39,1184
Carlton,2038,Female,Age 35-39,1350
Carlton,2040,Female,Age 35-39,1310
Carlton,2022,Male,Age 35-39,575
Carlton,2027,Male,Age 35-39,867
Carlton,2032,Male,Age 35-39,1235
Carlton,2033,Male,Age 35-39,1230
Carlton,2036,Male,Age 35-39,1377
Carlton,2037,Male,Age 35-39,1504
Carlton,2040,Male,Age 35-39,1421
Carlton,2041,Male,Age 35-39,1313
Carlton,2021,Female,Age 40-44,238
Carlton,2032,Female,Age 40-44,744
Carlton,2033,Female,Age 40-44,815
Carlton,2034,Female,Age 40-44,926
Carlton,2037,Female,Age 40-44,1154
Carlton,2024,Male,Age 40-44,424
Carlton,2026,Male,Age 40-44,544
Carlton,2027,Male,Age 40-44,590
Carlton,2033,Male,Age 40-44,984
Carlton,2034,Male,Age 40-44,1127
Carlton,2036,Male,Age 40-44,1370
Carlton,2024,Female,Age 45-49,288
Carlton,2023,Female,Age 45-49,262
Carlton,2026,Female,Age 45-49,322
Carlton,2027,Female,Age 45-49,357
Carlton,2032,Female,Age 45-49,617
Carlton,2033,Female,Age 45-49,674
Carlton,2034,Female,Age 45-49,751
Carlton,2035,Female,Age 45-49,831
Carlton,2036,Female,Age 45-49,891
Carlton,2025,Male,Age 45-49,333
Carlton,2031,Male,Age 45-49,629
Carlton,2036,Male,Age 45-49,1211
Carlton,2021,Female,Age 50-54,244
Carlton,2025,Female,Age 50-54,295
Carlton,2026,Female,Age 50-54,308
Carlton,2031,Female,Age 50-54,411
Carlton,2036,Female,Age 50-54,782
Carlton,2039,Female,Age 50-54,953
Carlton,2024,Male,Age 50-54,246
Carlton,2022,Male,Age 50-54,221
Carlton,2025,Male,Age 50-54,261
Carlton,2027,Male,Age 50-54,286
Carlton,2029,Male,Age 50-54,325
Carlton,2023,Female,Age 55-59,239
Carlton,2024,Female,Age 55-59,247
Carlton,2029,Female,Age 55-59,263
Carlton,2034,Female,Age 55-59,363
Carlton,2036,Female,Age 55-59,426
Carlton,2038,Female,Age 55-59,487
Carlton,2022,Male,Age 55-59,177
Carlton,2026,Male,Age 55-59,186
Carlton,2036,Male,Age 55-59,306
Carlton,2023,Female,Age 60-64,219
Carlton,2026,Female,Age 60-64,225
Carlton,2028,Female,Age 60-64,225
Carlton,2030,Female,Age 60-64,238
Carlton,2034,Female,Age 60-64,279
Carlton,2035,Female,Age 60-64,302
Carlton,2021,Male,Age 60-64,143
Carlton,2025,Male,Age 60-64,151
Carlton,2027,Male,Age 60-64,150
Carlton,2031,Male,Age 60-64,152
Carlton,2032,Male,Age 60-64,155
Carlton,2035,Male,Age 60-64,172
Carlton,2021,Female,Age 65-69,212
Carlton,2029,Female,Age 65-69,237
Carlton,2036,Female,Age 65-69,241
Carlton,2037,Female,Age 65-69,243
Carlton,2040,Female,Age 65-69,257
Carlton,2021,Male,Age 65-69,107
Carlton,2032,Male,Age 65-69,116
Carlton,2035,Male,Age 65-69,124
Carlton,2038,Male,Age 65-69,120
Carlton,2032,Female,Age 70-74,193
Carlton,2035,Female,Age 70-74,193
Carlton,2039,Female,Age 70-74,187
Carlton,2023,Male,Age 70-74,181
Carlton,2021,Male,Age 70-74,153
Carlton,2022,Male,Age 70-74,166
Carlton,2027,Male,Age 70-74,185
Carlton,2029,Male,Age 70-74,193
Carlton,2032,Male,Age 70-74,208
Carlton,2035,Male,Age 70-74,202
Carlton,2036,Male,Age 70-74,211
Carlton,2037,Male,Age 70-74,213
Carlton,2038,Male,Age 70-74,205
Carlton,2023,Female,Age 75-79,79
Carlton,2021,Female,Age 75-79,47
Carlton,2028,Female,Age 75-79,143
Carlton,2030,Female,Age 75-79,149
Carlton,2033,Female,Age 75-79,154
Carlton,2035,Female,Age 75-79,164
Carlton,2040,Female,Age 75-79,138
Carlton,2024,Male,Age 75-79,122
Carlton,2021,Male,Age 75-79,56
Carlton,2025,Male,Age 75-79,148
Carlton,2028,Male,Age 75-79,178
Carlton,2030,Male,Age 75-79,176
Carlton,2031,Male,Age 75-79,181
Carlton,2032,Male,Age 75-79,184
Carlton,2034,Male,Age 75-79,190
Carlton,2037,Male,Age 75-79,183
Carlton,2038,Male,Age 75-79,175
Carlton,2039,Male,Age 75-79,169
Carlton,2041,Male,Age 75-79,163
Carlton,2022,Female,Age 80-84,46
Carlton,2030,Female,Age 80-84,122
Carlton,2031,Female,Age 80-84,151
Carlton,2032,Female,Age 80-84,156
Carlton,2033,Female,Age 80-84,167
Carlton,2034,Female,Age 80-84,175
Carlton,2036,Female,Age 80-84,174
Carlton,2038,Female,Age 80-84,156
Carlton,2041,Female,Age 80-84,142
Carlton,2021,Male,Age 80-84,21
Carlton,2022,Male,Age 80-84,23
Carlton,2026,Male,Age 80-84,33
Carlton,2035,Male,Age 80-84,106
Carlton,2038,Male,Age 80-84,98
Carlton,2039,Male,Age 80-84,93
Carlton,2040,Male,Age 80-84,95
Carlton,2024,Female,Age 85+,26
Carlton,2027,Female,Age 85+,31
Carlton,2030,Female,Age 85+,39
Carlton,2034,Female,Age 85+,72
Carlton,2037,Female,Age 85+,105
Carlton,2039,Female,Age 85+,114
Carlton,2021,Male,Age 85+,13
Carlton,2022,Male,Age 85+,14
Carlton,2024,Male,Age 85+,17
Carlton,2033,Male,Age 85+,38
Carlton,2036,Male,Age 85+,59
Carlton,2038,Male,Age 85+,65
Carlton,2041,Male,Age 85+,72
Docklands,2030,Female,Age 0-4,729
Docklands,2031,Female,Age 0-4,761
Docklands,2036,Female,Age 0-4,839
Docklands,2039,Female,Age 0-4,877
Docklands,2041,Female,Age 0-4,894
Docklands,2024,Male,Age 0-4,536
Docklands,2025,Male,Age 0-4,608
Docklands,2026,Male,Age 0-4,668
Docklands,2027,Male,Age 0-4,714
Docklands,2028,Male,Age 0-4,757
Docklands,2034,Male,Age 0-4,955
Docklands,2036,Male,Age 0-4,971
Docklands,2040,Male,Age 0-4,1034
Docklands,2021,Female,Age 5-9,202
Docklands,2023,Female,Age 5-9,194
Docklands,2024,Female,Age 5-9,210
Docklands,2025,Female,Age 5-9,228
Docklands,2029,Female,Age 5-9,387
Docklands,2030,Female,Age 5-9,430
Docklands,2033,Female,Age 5-9,559
Docklands,2034,Female,Age 5-9,590
Docklands,2036,Female,Age 5-9,645
Docklands,2038,Female,Age 5-9,687
Docklands,2023,Male,Age 5-9,130
Docklands,2024,Male,Age 5-9,135
Docklands,2025,Male,Age 5-9,142
Docklands,2027,Male,Age 5-9,207
Docklands,2028,Male,Age 5-9,246
Docklands,2029,Male,Age 5-9,280
Docklands,2030,Male,Age 5-9,320
Docklands,2031,Male,Age 5-9,358
Docklands,2037,Male,Age 5-9,489
Docklands,2039,Male,Age 5-9,520
Docklands,2040,Male,Age 5-9,528
Docklands,2041,Male,Age 5-9,535
Docklands,2022,Female,Age 10-14,53
Docklands,2023,Female,Age 10-14,51
Docklands,2029,Female,Age 10-14,74
Docklands,2030,Female,Age 10-14,76
Docklands,2034,Female,Age 10-14,156
Docklands,2037,Female,Age 10-14,239
Docklands,2038,Female,Age 10-14,259
Docklands,2021,Male,Age 10-14,71
Docklands,2023,Male,Age 10-14,66
Docklands,2030,Male,Age 10-14,94
Docklands,2032,Male,Age 10-14,134
Docklands,2033,Male,Age 10-14,168
Docklands,2034,Male,Age 10-14,206
Docklands,2038,Male,Age 10-14,307
Docklands,2041,Male,Age 10-14,360
Docklands,2024,Female,Age 15-19,235
Docklands,2025,Female,Age 15-19,283
Docklands,2029,Female,Age 15-19,325
Docklands,2037,Female,Age 15-19,311
Docklands,2040,Female,Age 15-19,379
Docklands,2041,Female,Age 15-19,399
Docklands,2022,Male,Age 15-19,190
Docklands,2026,Male,Age 15-19,278
Docklands,2029,Male,Age 15-19,291
Docklands,2030,Male,Age 15-19,288
Docklands,2037,Male,Age 15-19,284
Docklands,2038,Male,Age 15-19,308
Docklands,2040,Male,Age 15-19,347
Docklands,2025,Female,Age 20-24,1053
Docklands,2027,Female,Age 20-24,1136
Docklands,2028,Female,Age 20-24,1205
Docklands,2029,Female,Age 20-24,1265
Docklands,2031,Female,Age 20-24,1305
Docklands,2033,Female,Age 20-24,1269
Docklands,2040,Female,Age 20-24,1164
Docklands,2021,Male,Age 20-24,1094
Docklands,2023,Male,Age 20-24,964
Docklands,2032,Male,Age 20-24,1227
Docklands,2034,Male,Age 20-24,1188
Docklands,2039,Male,Age 20-24,1141
Docklands,2041,Male,Age 20-24,1146
Docklands,2021,Female,Age 25-29,1706
Docklands,2023,Female,Age 25-29,1587
Docklands,2025,Female,Age 25-29,1642
Docklands,2030,Female,Age 25-29,1905
Docklands,2033,Female,Age 25-29,1950
Docklands,2036,Female,Age 25-29,1979
Docklands,2039,Female,Age 25-29,1887
Docklands,2041,Female,Age 25-29,1841
Docklands,2021,Male,Age 25-29,1702
Docklands,2030,Male,Age 25-29,1900
Docklands,2032,Male,Age 25-29,1905
Docklands,2033,Male,Age 25-29,1960
Docklands,2036,Male,Age 25-29,1987
Docklands,2021,Female,Age 30-34,1131
Docklands,2025,Female,Age 30-34,1514
Docklands,2027,Female,Age 30-34,1595
Docklands,2029,Female,Age 30-34,1599
Docklands,2033,Female,Age 30-34,1736
Docklands,2036,Female,Age 30-34,1598
Docklands,2037,Female,Age 30-34,1627
Docklands,2038,Female,Age 30-34,1679
Docklands,2040,Female,Age 30-34,1743
Docklands,2021,Male,Age 30-34,1237
Docklands,2028,Male,Age 30-34,1758
Docklands,2029,Male,Age 30-34,1743
Docklands,2035,Male,Age 30-34,1819
Docklands,2036,Male,Age 30-34,1745
Docklands,2024,Female,Age 35-39,916
Docklands,2025,Female,Age 35-39,1001
Docklands,2029,Female,Age 35-39,1358
Docklands,2030,Female,Age 35-39,1458
Docklands,2032,Female,Age 35-39,1536
Docklands,2034,Female,Age 35-39,1464
Docklands,2035,Female,Age 35-39,1432
Docklands,2040,Female,Age 35-39,1491
Docklands,2031,Male,Age 35-39,1803
Docklands,2032,Male,Age 35-39,1756
Docklands,2034,Male,Age 35-39,1700
Docklands,2036,Male,Age 35-39,1759
Docklands,2038,Male,Age 35-39,1792
Docklands,2039,Male,Age 35-39,1779
Docklands,2040,Male,Age 35-39,1701
Docklands,2041,Male,Age 35-39,1642
Docklands,2021,Female,Age 40-44,354
Docklands,2032,Female,Age 40-44,1061
Docklands,2034,Female,Age 40-44,1220
Docklands,2040,Female,Age 40-44,1274
Docklands,2021,Male,Age 40-44,495
Docklands,2022,Male,Age 40-44,543
Docklands,2024,Male,Age 40-44,686
Docklands,2025,Male,Age 40-44,798
Docklands,2026,Male,Age 40-44,900
Docklands,2031,Male,Age 40-44,1350
Docklands,2033,Male,Age 40-44,1554
Docklands,2034,Male,Age 40-44,1660
Docklands,2035,Male,Age 40-44,1756
Docklands,2038,Male,Age 40-44,1782
Docklands,2041,Male,Age 40-44,1802
Docklands,2021,Female,Age 45-49,388
Docklands,2022,Female,Age 45-49,419
Docklands,2023,Female,Age 45-49,433
Docklands,2024,Female,Age 45-49,472
Docklands,2029,Female,Age 45-49,749
Docklands,2038,Female,Age 45-49,1557
Docklands,2040,Female,Age 45-49,1779
Docklands,2024,Male,Age 45-49,423
Docklands,2026,Male,Age 45-49,489
Docklands,2032,Male,Age 45-49,925
Docklands,2036,Male,Age 45-49,1201
Docklands,2038,Male,Age 45-49,1386
Docklands,2022,Female,Age 50-54,401
Docklands,2023,Female,Age 50-54,409
Docklands,2024,Female,Age 50-54,434
Docklands,2026,Female,Age 50-54,487
Docklands,2027,Female,Age 50-54,528
Docklands,2028,Female,Age 50-54,559
Docklands,2029,Female,Age 50-54,594
Docklands,2030,Female,Age 50-54,632
Docklands,2032,Female,Age 50-54,720
Docklands,2035,Female,Age 50-54,971
Docklands,2037,Female,Age 50-54,1172
Docklands,2038,Female,Age 50-54,1273
Docklands,2039,Female,Age 50-54,1375
