Census year,Block ID,CLUE small area,Accommodation and Food Services,Administrative and Support Services,"Agriculture, Forestry and Fishing",Arts and Recreation Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Financial and Insurance Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Mining,Other Services,"Professional, Scientific and Technical Services",Public Administration and Safety,"Rental, Hiring and Real Estate Services",Retail Trade,"Transport, Postal and Warehousing",Wholesale Trade,Total establishments in block
2011,63,Melbourne (CBD),10,2,0,0,0,2,0,3,1,2,0,0,5,22,3,2,7,0,1,60
2011,67,Melbourne (CBD),43,4,0,5,0,3,0,1,3,4,0,0,8,8,0,2,8,1,0,90
2011,68,Melbourne (CBD),16,0,0,2,1,1,1,6,0,1,0,0,2,7,2,2,3,0,0,44
2011,72,Melbourne (CBD),29,1,0,0,2,3,0,5,2,3,0,0,2,49,3,1,5,0,1,106
2011,73,Melbourne (CBD),3,0,0,0,0,2,0,0,0,0,0,0,2,7,11,0,0,0,0,25
2011,76,Melbourne (CBD),39,1,0,3,1,0,0,4,16,4,1,1,9,3,0,3,57,2,0,144
2011,77,Melbourne (CBD),10,2,0,1,0,2,0,4,1,5,0,0,12,5,0,2,3,1,0,48
2011,81,Melbourne (CBD),9,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,4,0,0,21
2011,84,Melbourne (CBD),12,4,0,1,0,4,1,3,0,3,2,0,6,19,0,1,14,0,1,71
2011,85,Melbourne (CBD),76,3,0,2,0,2,2,5,9,5,2,1,26,7,5,2,188,2,1,338
2011,87,Melbourne (CBD),16,4,0,0,0,3,1,1,1,0,0,0,3,8,0,4,0,0,1,42
2011,88,Melbourne (CBD),2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,6
2011,91,West Melbourne (Residential),4,1,0,0,1,1,1,0,0,1,0,0,1,10,0,1,1,0,3,25
2011,93,Melbourne (CBD),4,1,0,1,0,4,0,3,0,0,0,0,4,10,6,2,1,0,2,38
2011,94,Melbourne (CBD),7,2,0,0,1,1,0,1,0,1,0,0,5,11,2,2,7,0,0,40
2011,95,Melbourne (CBD),15,3,0,3,1,7,0,1,9,1,2,0,8,19,2,5,16,0,1,93
2011,98,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
2011,101,West Melbourne (Residential),3,0,0,0,0,2,2,1,2,0,3,0,2,3,0,0,0,0,2,20
2011,103,Melbourne (CBD),5,0,0,0,2,1,1,2,0,0,0,0,6,4,0,0,0,0,0,21
2011,105,Melbourne (CBD),8,1,0,0,0,3,0,0,1,3,0,0,0,3,1,2,3,2,1,28
2011,115,Melbourne (CBD),10,2,0,1,2,3,0,0,1,2,0,0,2,3,0,4,7,1,0,38
2011,116,Melbourne (CBD),0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4
2011,125,Melbourne (CBD),1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4
2011,202,Carlton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,203,Carlton,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6
2011,204,Carlton,4,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,10
2011,206,Carlton,16,2,0,2,1,0,0,1,1,1,0,0,3,6,0,1,17,0,0,51
2011,208,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
2011,210,Carlton,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,211,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2011,212,Carlton,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,6
2011,214,Carlton,3,0,0,0,0,0,0,0,1,0,2,0,3,3,0,0,4,0,1,17
2011,218,Carlton,18,3,0,2,3,3,0,5,3,1,3,0,12,17,0,0,13,0,1,84
2011,219,Carlton,2,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,7
2011,220,Carlton,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,6
2011,222,Carlton,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4
2011,223,Carlton,2,0,0,0,0,0,0,0,1,0,0,0,3,4,0,1,2,0,0,13
2011,233,Carlton,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,234,Carlton,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,7
2011,235,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2011,241,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011,246,Carlton,20,0,0,0,0,1,0,0,2,0,0,0,1,3,0,0,6,0,2,35
2011,247,Carlton,13,2,0,1,4,2,0,2,6,0,0,0,2,10,4,1,3,0,0,50
2011,249,Carlton,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2011,253,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,256,Carlton,2,1,0,0,0,2,0,0,0,0,1,0,1,5,1,0,1,0,0,14
2011,259,Carlton,1,0,0,0,1,2,0,0,1,2,0,0,1,0,0,0,0,0,1,9
2011,262,Carlton,2,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,8
2011,266,Carlton,9,0,0,0,0,20,0,0,0,1,0,0,3,4,0,0,1,0,0,38
2011,267,Carlton,6,1,0,1,2,1,0,2,4,2,0,0,22,7,0,0,2,1,0,51
2011,268,Carlton,1,1,0,0,0,0,0,2,4,0,0,0,4,7,0,0,1,0,1,21
2011,270,Parkville,26,2,0,2,0,1,0,3,0,1,2,0,1,0,0,0,11,1,0,50
2011,271,Parkville,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2011,274,Carlton,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
2011,301,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4
2011,304,North Melbourne,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2011,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,307,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,310,North Melbourne,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,1,7
2011,311,North Melbourne,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,314,North Melbourne,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5
2011,315,North Melbourne,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
2011,316,North Melbourne,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,318,North Melbourne,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2011,319,North Melbourne,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,6
2011,324,North Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,331,North Melbourne,1,0,0,0,0,0,0,0,0,2,1,0,7,1,0,0,0,1,2,15
2011,333,North Melbourne,1,0,0,0,0,0,0,1,1,0,0,0,3,3,0,1,4,0,2,16
2011,337,North Melbourne,0,0,0,0,3,0,1,1,0,1,0,0,1,2,0,0,2,1,6,18
2011,339,North Melbourne,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,8
2011,343,North Melbourne,0,0,0,0,2,0,0,0,1,0,1,0,2,1,1,0,4,1,1,14
2011,345,North Melbourne,15,2,0,3,1,1,0,3,5,2,2,0,9,2,0,4,8,6,0,63
2011,346,North Melbourne,4,0,0,0,1,0,0,1,2,0,2,0,2,4,0,1,9,1,0,27
2011,350,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,352,North Melbourne,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,354,North Melbourne,11,2,0,4,0,0,0,1,2,2,0,0,9,10,0,2,15,2,2,62
2011,359,North Melbourne,1,2,0,0,1,0,1,2,1,0,1,0,1,8,1,0,1,0,1,21
2011,360,North Melbourne,4,0,0,0,0,2,0,0,0,2,0,0,0,2,0,1,3,0,2,16
2011,363,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
2011,370,North Melbourne,2,0,0,1,1,0,1,0,1,0,0,0,1,3,0,0,1,0,0,11
2011,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,374,North Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,375,North Melbourne,4,1,0,0,2,2,0,2,1,3,0,0,7,12,0,1,0,1,1,37
2011,376,North Melbourne,1,0,0,18,0,1,1,0,2,0,1,0,7,5,1,0,1,1,0,39
2011,402,West Melbourne (Residential),0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5
2011,404,West Melbourne (Residential),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2011,406,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2011,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,411,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,415,West Melbourne (Residential),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
2011,416,West Melbourne (Residential),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011,437,West Melbourne (Residential),1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,7
2011,439,West Melbourne (Residential),1,0,0,0,0,1,2,2,0,0,0,0,3,8,0,0,0,1,1,19
2011,441,West Melbourne (Residential),3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,8
2011,444,West Melbourne (Residential),1,2,0,0,1,2,0,2,0,0,0,0,2,6,1,0,0,0,2,19
2011,503,Kensington,0,0,0,1,12,0,1,0,1,0,6,0,1,2,1,1,0,1,10,37
2011,504,Kensington,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,1,2,9
2011,509,Kensington,0,2,0,9,2,0,0,0,0,0,5,0,0,3,0,0,1,0,0,22
2011,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2011,513,Kensington,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,6
2011,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,519,Kensington,0,1,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,8
2011,523,Kensington,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,7
2011,524,Kensington,3,1,0,1,0,0,0,1,2,1,0,0,2,0,0,1,0,1,1,14
2011,525,Kensington,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
2011,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011,534,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,537,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,538,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,540,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,547,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2011,550,Kensington,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,553,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,604,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011,607,East Melbourne,9,2,0,0,1,0,3,2,7,0,1,1,3,5,0,2,3,1,1,41
2011,612,East Melbourne,3,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,9
2011,619,East Melbourne,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9
2011,620,East Melbourne,2,0,0,0,0,2,0,0,33,0,0,0,3,3,1,0,1,0,0,45
2011,644,East Melbourne,4,0,0,0,0,2,0,3,28,0,2,0,7,14,3,1,0,0,0,64
2011,649,East Melbourne,0,2,0,2,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,12
2011,652,East Melbourne,1,0,0,1,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,13
2011,653,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011,655,East Melbourne,3,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,9
2011,661,East Melbourne,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,662,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,710,Melbourne (Remainder),9,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,3,1,0,18
2011,724,Melbourne (Remainder),12,4,0,1,0,0,0,1,5,0,0,0,1,7,2,0,2,1,0,36
2011,735,Southbank,0,1,0,0,0,1,1,2,0,0,0,0,2,4,0,0,0,0,0,11
2011,743,Southbank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,744,Southbank,1,0,0,0,1,0,1,1,0,0,0,0,1,10,0,0,0,0,0,15
2011,745,Southbank,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5
2011,746,Southbank,2,0,1,2,2,1,1,4,3,6,4,0,0,17,1,0,1,0,3,48
2011,749,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2011,750,Southbank,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
2011,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,774,Port Melbourne,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5
2011,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011,780,Port Melbourne,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
2011,781,Port Melbourne,2,3,0,3,11,2,0,2,1,2,16,0,3,26,0,3,6,5,13,98
2011,783,Docklands,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,5
2011,788,Port Melbourne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2011,793,Port Melbourne,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2011,802,Southbank,18,5,1,1,4,2,1,7,1,0,4,1,6,16,0,2,7,0,1,77
2011,808,Southbank,6,1,0,1,2,0,2,0,0,1,0,0,0,7,0,4,7,3,2,36
2011,809,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,810,Southbank,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,1,0,0,7
2011,813,Southbank,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6
2011,814,Southbank,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3
2011,815,Southbank,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,8
2011,852,Melbourne (Remainder),4,0,0,11,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,22
2011,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,855,South Yarra,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,860,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011,864,South Yarra,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4
2011,865,South Yarra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,868,South Yarra,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2011,871,Melbourne (Remainder),0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2011,903,Parkville,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011,905,Parkville,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2011,914,Parkville,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
2011,918,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,920,Parkville,5,1,0,0,0,0,0,1,58,0,0,0,3,2,0,0,5,1,0,76
2011,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,927,Parkville,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2011,929,Parkville,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4
2011,1002,West Melbourne (Industrial),0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5
2011,1004,West Melbourne (Industrial),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,8
2011,1009,West Melbourne (Industrial),1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,6,1,13
2011,1013,West Melbourne (Industrial),0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5
2011,1014,West Melbourne (Industrial),0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,7,12
2011,1103,Docklands,22,3,0,7,0,1,0,1,1,3,1,0,3,2,0,4,4,0,0,52
2011,1107,Docklands,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6
2011,1109,Docklands,38,12,1,2,5,0,1,12,3,6,3,1,10,40,3,13,11,7,3,171
2011,1112,Docklands,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4
2011,2387,North Melbourne,0,1,0,0,1,1,0,0,0,1,1,0,2,1,0,0,0,0,6,14
2011,2391,North Melbourne,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,2392,North Melbourne,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,3,1,0,10
2011,2502,Kensington,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,2504,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2506,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2511,Kensington,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,2513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2515,Kensington,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,6
2011,2516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2520,Kensington,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2011,2521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011,2524,Kensington,8,1,0,0,0,0,0,0,3,0,2,0,6,0,0,2,15,1,0,38
2011,2533,Kensington,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,1,1,0,9
2011,2539,Kensington,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2010,6,Melbourne (CBD),15,1,0,6,0,0,0,0,0,1,0,0,1,1,2,4,4,3,0,38
2010,12,Melbourne (CBD),23,7,0,2,3,6,2,11,1,3,0,0,7,7,2,1,3,2,0,80
2010,14,Melbourne (CBD),30,21,0,1,2,8,2,24,11,9,2,2,19,56,1,9,16,0,3,216
2010,15,Melbourne (CBD),40,12,1,48,0,12,0,8,6,7,36,0,61,37,1,1,57,0,5,332
2010,18,Melbourne (CBD),10,5,0,1,1,0,0,9,0,2,1,0,7,17,4,1,2,3,1,64
2010,23,Melbourne (CBD),14,11,0,3,1,5,1,18,4,7,0,3,11,36,2,4,7,0,1,128
2010,24,Melbourne (CBD),17,19,0,2,5,8,1,40,3,3,3,2,8,40,1,6,10,4,2,174
2010,25,Melbourne (CBD),35,18,0,4,0,23,1,15,12,2,14,1,23,27,3,2,64,2,19,265
2010,27,Melbourne (CBD),9,6,0,0,4,1,2,59,4,3,3,0,12,27,3,2,17,0,2,154
2010,32,Melbourne (CBD),22,23,0,0,2,3,1,35,5,4,1,5,8,69,3,6,9,4,3,203
2010,34,Melbourne (CBD),23,66,0,1,0,18,1,57,8,7,19,7,54,126,2,6,29,3,15,442
2010,35,Melbourne (CBD),41,18,0,8,3,15,1,6,32,10,105,1,31,50,0,4,152,1,29,507
2010,37,Melbourne (CBD),10,5,0,1,2,1,1,39,8,4,8,3,8,23,13,10,13,2,1,152
2010,44,Melbourne (CBD),33,13,0,0,5,6,2,21,20,2,8,0,19,52,3,14,37,2,2,239
2010,52,Melbourne (CBD),28,8,0,1,1,3,0,21,3,3,0,0,11,23,8,4,13,2,1,130
2010,57,Melbourne (CBD),43,6,0,1,1,7,3,6,6,6,1,0,18,21,0,5,25,0,0,149
2010,58,Melbourne (CBD),35,0,0,1,0,0,3,1,0,0,2,0,7,7,1,0,17,1,1,76
2010,62,Melbourne (CBD),11,0,0,0,0,2,1,2,0,0,0,0,2,18,0,0,2,0,0,38
2010,66,Melbourne (CBD),48,5,0,0,0,6,2,2,2,1,0,0,12,7,0,1,41,0,0,127
2010,77,Melbourne (CBD),10,1,0,1,0,2,0,4,2,4,1,0,11,5,0,2,4,1,0,48
2010,81,Melbourne (CBD),9,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,4,0,0,21
2010,83,Melbourne (CBD),3,0,0,2,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,10
2010,85,Melbourne (CBD),76,3,0,2,0,2,2,5,9,5,2,1,26,7,5,2,188,2,1,338
2010,87,Melbourne (CBD),15,3,0,0,1,4,2,1,4,1,0,1,3,12,1,6,2,1,0,57
2010,91,West Melbourne (Residential),4,1,0,0,1,1,1,0,0,1,0,0,1,10,0,1,1,0,3,25
2010,93,Melbourne (CBD),4,1,0,1,0,4,0,3,0,0,0,0,4,10,6,2,1,0,2,38
2010,96,Melbourne (CBD),6,1,0,6,0,20,0,1,4,1,1,0,3,0,1,0,3,0,0,47
2010,104,Melbourne (CBD),11,3,0,0,0,3,2,0,1,0,1,0,7,3,1,1,8,0,0,41
2010,116,Melbourne (CBD),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2010,207,Carlton,8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11,0,4,26
2010,210,Carlton,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,212,Carlton,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,6
2010,215,Carlton,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,6,1,0,16
2010,220,Carlton,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,6
2010,226,Carlton,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11
2010,228,Carlton,1,0,0,2,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,8
2010,229,Carlton,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,235,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2010,236,Carlton,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
2010,238,Carlton,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2010,239,Carlton,3,0,0,0,0,1,1,3,22,1,0,0,0,4,0,0,2,0,1,38
2010,240,Carlton,3,0,0,0,0,10,0,0,1,0,0,0,0,2,0,0,0,0,1,17
2010,243,Carlton,7,1,1,0,1,9,0,0,0,1,0,0,1,3,0,0,2,1,2,29
2010,245,Carlton,9,2,0,0,0,4,0,0,0,0,1,0,3,10,0,2,7,0,2,40
2010,248,Carlton,6,0,0,0,0,1,0,1,0,2,0,0,5,4,0,0,0,0,1,20
2010,256,Carlton,2,1,0,0,0,2,0,0,0,0,1,0,1,5,1,0,1,0,0,14
2010,257,Carlton,5,0,0,0,0,2,2,0,3,0,3,0,4,0,0,0,2,0,1,22
2010,260,Carlton,3,2,0,0,1,0,0,0,2,0,2,0,0,0,0,0,5,1,0,16
2010,261,Carlton,0,0,0,0,1,1,0,1,0,1,1,0,4,4,0,1,8,0,1,23
2010,262,Carlton,2,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,8
2010,264,Carlton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2010,267,Carlton,6,1,0,1,2,1,0,2,4,2,0,0,22,7,0,0,2,1,0,51
2010,268,Carlton,1,1,0,0,0,0,0,2,4,0,0,0,4,7,0,0,1,0,1,21
2010,270,Parkville,26,2,0,2,0,1,0,3,0,1,2,0,1,0,0,0,11,1,0,50
2010,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,309,North Melbourne,1,1,0,0,2,0,3,0,0,0,1,0,3,6,0,1,0,0,1,19
2010,312,North Melbourne,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5
2010,315,North Melbourne,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
2010,319,North Melbourne,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,6
2010,323,North Melbourne,0,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,1,8
